currency,date,time,intensity,event
USD,2025/06/17,00:00:00,2,การประมูลพันธบัตรอายุ 20 ปี
KRW,2025/06/17,04:00:00,1,ราคาส่งออก (ปีต่อปี)  ( พ.ค.)
KRW,2025/06/17,04:00:00,1,ดัชนีราคาสินค้านำเข้า (ปีต่อปี)  ( พ.ค.)
NZD,2025/06/17,05:45:00,1,ดัชนีราคาอาหาร (FPI) (เดือนต่อเดือน)  ( พ.ค.)
SGD,2025/06/17,07:30:00,1,ปริมาณการส่งออกสินค้าในประเทศทั่วไปยกเว้นน้ำมัน (เดือนต่อเดือน)  ( พ.ค.)
SGD,2025/06/17,07:30:00,1,ปริมาณการส่งออกสินค้าในประเทศทั่วไปยกเว้นน้ำมัน (ปีต่อปี)  ( พ.ค.)
SGD,2025/06/17,08:00:00,1,ดุลการค้าของสิงคโปร์  ( พ.ค.)
JPY,2025/06/17,09:30:00,2,การแถลงการณ์นโยบายการเงินจากธนาคารกลางญี่ปุ่น
JPY,2025/06/17,10:00:00,3,การตัดสินใจเกี่ยวกับอัตราดอกเบี้ย
SEK,2025/06/17,13:00:00,1,อัตราการว่างงานของสวีเดน  ( พ.ค.)
JPY,2025/06/17,13:30:00,2,การแถลงการณ์ต่อสื่อมวลชนของธนาคารกลางญี่ปุ่น
USD,2025/06/17,15:00:00,2,รายงานประจำเดือนของ IEA
HKD,2025/06/17,15:30:00,1,อัตราการว่างงานของฮ่องกง  ( พ.ค.)
GBP,2025/06/17,16:00:00,1,การประมูลพันธบัตร Gilt ของรัฐบาล อายุ 5 ปี
EUR,2025/06/17,16:00:00,2,ดัชนีภาวะเศรษฐกิจปัจจุบันของเยอรมนีจากสถาบัน ZEW  (มิ.ย.)
EUR,2025/06/17,16:00:00,2,ความเชื่อมั่นทางเศรษฐกิจของเยอรมันจากสถาบัน ZEW  (มิ.ย.)
EUR,2025/06/17,16:00:00,2,ดัชนีความเชื่อมั่นเศรษฐกิจจากสถาบัน ZEW  (มิ.ย.)
EUR,2025/06/17,17:00:00,1,รายงานประจำเดือนของธนาคารกลางเยอรมนี
USD,2025/06/17,19:30:00,3,ดัชนียอดขายปลีกพื้นฐาน (Core Retail Sales) (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,19:30:00,2,ราคาส่งออก (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,19:30:00,1,ดัชนีราคาสินค้าส่งออก (ปีต่อปี)  ( พ.ค.)
USD,2025/06/17,19:30:00,1,ดัชนีราคาสินค้านำเข้า (ปีต่อปี)  ( พ.ค.)
USD,2025/06/17,19:30:00,2,ดัชนีราคาสินค้านำเข้า (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,19:30:00,2,การควบคุมการค้าปลีก (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,19:30:00,3,ดัชนียอดขายปลีก (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,19:30:00,1,ยอดค้าปลีก (ปีต่อปี)  ( พ.ค.)
USD,2025/06/17,19:30:00,1,ยอดขายปลีกไม่รวมก๊าซ/รถยนต์ (เดือนต่อเดือน)  ( พ.ค.)
CAD,2025/06/17,19:30:00,2,ยอดการซื้อหลักทรัพย์ต่างประเทศ  (เม.ย.)
CAD,2025/06/17,19:30:00,1,การซื้อหลักทรัพย์ต่างประเทศของแคนาดา  (เม.ย.)
USD,2025/06/17,19:55:00,1,รายงานจาก Redbook (ปีต่อปี)
USD,2025/06/17,20:15:00,1,อัตราการใช้กำลังผลิต  ( พ.ค.)
USD,2025/06/17,20:15:00,2,การผลิตในภาคอุตสาหกรรม (ปีต่อปี)  ( พ.ค.)
USD,2025/06/17,20:15:00,2,ดัชนีภาคการผลิตอุตสาหกรรม (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,20:15:00,1,ผลผลิตอุตสาหกรรม (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/17,21:00:00,2,สินค้าคงคลังในระบบธุรกิจ (เดือนต่อเดือน)  (เม.ย.)
USD,2025/06/17,21:00:00,1,ดัชนีตลาดการเคหะจากสมาคมผู้สร้างบ้านสหรัฐ (NAHB)  (มิ.ย.)
USD,2025/06/17,21:00:00,2,สินค้าคงคลังในกิจการค้าปลีกไม่รวมธุรกิจยานยนต์  (เม.ย.)
NZD,2025/06/17,22:00:00,1,ดัชนีการค้านมและผลิตภัณฑ์นมโลก
USD,2025/06/17,22:00:00,1,การประมูลนม
