currency,date,time,intensity,event
USD,2025/07/09,00:00:00,2,การประมูลธนบัตรอายุ 3 ปี
USD,2025/07/09,02:00:00,1,สินเชื่อผู้บริโภค  ( พ.ค.)
USD,2025/07/09,03:30:00,2,รายงานสินค้าคงเหลือของน้ำมันดิบประจำไตรมาสจาก API
JPY,2025/07/09,06:50:00,1,ปริมาณเงิน M2 (ปีต่อปี)
JPY,2025/07/09,06:50:00,1,ปริมาณเงิน M3  (มิ.ย.)
AUD,2025/07/09,08:30:00,2,รายงานยอดการอนุมัติสินเชื่อเพื่อการสร้างบ้าน (เดือนต่อเดือน)  ( พ.ค.)
AUD,2025/07/09,08:30:00,1,ยอดการอนุมัติโครงการสร้างบ้านภาคเอกชน  ( พ.ค.)
AUD,2025/07/09,08:30:00,1,ภาพรวมแนวโน้มเศรษฐกิจและการเงิน (Chart Pack) โดย RBA
CNY,2025/07/09,08:30:00,2,ดัชนีราคาผู้บริโภค (CPI) ของจีน (เดือนต่อเดือน)  (มิ.ย.)
CNY,2025/07/09,08:30:00,2,ดัชนีราคาผู้บริโภค(CPI) ของจีน (ปีต่อปี)  (มิ.ย.)
CNY,2025/07/09,08:30:00,2,ดัชนีผู้ผลิต (PPI) ของจีน (ปีต่อปี)  (มิ.ย.)
NZD,2025/07/09,09:00:00,3,การตัดสินใจเกี่ยวกับอัตราดอกเบี้ย
NZD,2025/07/09,09:00:00,2,แถลงการณ์อัตราดอกเบี้ยธนาคารกลางแห่งนิวซีแลนด์
GBP,2025/07/09,13:00:00,2,รายงานเสถียรภาพทางการเงินจากธนาคารกลางแห่งประเทศอังกฤษ
JPY,2025/07/09,13:00:00,1,ยอดคำสั่งซื้อเครื่องมือเครื่องจักรกล (ปีต่อปี)  (มิ.ย.)
NOK,2025/07/09,13:00:00,1,ดัชนีราคาผู้ผลิตของนอร์เวย์ (ปีต่อปี)  (มิ.ย.)
EUR,2025/07/09,16:00:00,1,ดัชนีราคาผู้บริโภคของกรีซ (ปีต่อปี)  (มิ.ย.)
EUR,2025/07/09,16:00:00,1,ค่า HICP ของกรีซ (ปีต่อปี)  (มิ.ย.)
GBP,2025/07/09,16:30:00,1,การประมูลพันธบัตร Gilt ของรัฐบาล อายุ 10 ปี
GBP,2025/07/09,16:30:00,2,รายงานเสถียรภาพทางการเงินจากธนาคารกลางแห่งประเทศอังกฤษ
GBP,2025/07/09,16:30:00,1,รายงานการประชุมของคณะกรรมการนโยบายทางการเงินของ BoE
EUR,2025/07/09,17:00:00,1,การขยายตัวของสินเชื่อของกรีซ (ปีต่อปี)  ( พ.ค.)
EUR,2025/07/09,17:45:00,2,คำกล่าวของนายเลน (Lane) ธนาคารกลางยุโรป
USD,2025/07/09,18:00:00,1,อัตราดอกเบี้ยเงินกู้ระยะ 30 ปีจากสมาคม MBA
USD,2025/07/09,18:00:00,1,ปริมาณการยื่นขอสินเชื่อเพื่อที่อยู่อาศัย (สัปดาห์ต่อสัปดาห์)
USD,2025/07/09,18:00:00,1,ดัชนีการจัดซื้อจาก MBA
USD,2025/07/09,18:00:00,1,ดัชนีตลาดสินเชื่อที่อยู่อาศัย
USD,2025/07/09,18:00:00,1,ดัชนีรีไฟแนนซ์สินเชื่อที่อยู่อาศัย
EUR,2025/07/09,18:00:00,2,คำกล่าวของ เด กินโดส (De Guindos) แห่งธนาคารกลางยุโรป
INR,2025/07/09,18:30:00,1,ปริมาณเงิน M3 ของอินเดีย
EUR,2025/07/09,19:15:00,2,คำกล่าวของนาเจล (Nagel) ประธานธนาคาร Buba ของเยอรมนี
USD,2025/07/09,21:00:00,1,ปริมาณสินค้าคงคลังภาคการค้าส่ง (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/07/09,21:00:00,1,ยอดขายการค้าส่ง (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/07/09,21:30:00,3,สินค้าคงคลังน้ำมันดิบ
USD,2025/07/09,21:30:00,1,รายงานทิศทางน้ำมันดิบกลั่นจากองค์กร EIA (สัปดาห์ต่อสัปดาห์)
USD,2025/07/09,21:30:00,1,ยอดนำเข้าน้ำมันดับ
USD,2025/07/09,21:30:00,2,คลังสินค้าน้ำมันดิบที่เมือง Cushing
USD,2025/07/09,21:30:00,1,ปริมาณการผลิตน้ำมันใส
USD,2025/07/09,21:30:00,1,ดัชนียอดคงเหลือของน้ำมันดินประจำสัปดาห์จาก EIA
USD,2025/07/09,21:30:00,1,ปริมาณการผลิตน้ำมันเบนซิน
USD,2025/07/09,21:30:00,1,คลังน้ำมันให้ความร้อน
USD,2025/07/09,21:30:00,1,รายงานอัตราการใช้น้ำมันกลั่นรายสัปดาห์จากองค์กร EIA (สัปดาห์ต่อสัปดาห์)
USD,2025/07/09,21:30:00,1,ดัชนีน้ำมันเบนซินคงคลัง
USD,2025/07/09,22:00:00,1,ดัชนีความเชื่อมั่นผู้บริโภค Thomson Reuters IPSOS  ( ก.ค.)
CAD,2025/07/09,22:00:00,1,ดัชนีความเชื่อมั่นผู้บริโภค Thomson Reuters IPSOS (เดือนต่อเดือน)  ( ก.ค.)
BRL,2025/07/09,22:00:00,1,ดัชนีความเชื่อมั่นผู้บริโภค Thomson Reuters IPSOS PCSI ของบราซิล  ( ก.ค.)
