ticker,publish_date,publish_time,title,url,sentiment,importance,summary,translate
NVDA,2025-07-08,12:59,Trump: will be announcing semiconductor tariffs By Investing.com,https://www.investing.com/news/pro/trump-will-be-announcing-semiconductor-tariffs-432SI-4127100,Negative,5,Former President Trump has announced his intention to implement tariffs specifically targeting the semiconductor industry. The brief news item indicates this policy direction is forthcoming.,อดีตประธานาธิบดี Trump ได้ประกาศความตั้งใจที่จะบังคับใช้ tariffs โดยเฉพาะอย่างยิ่งที่มุ่งเป้าไปที่ semiconductor industry ข่าวสั้นๆ ระบุว่าทิศทางนโยบายนี้กำลังจะมาถึง
NVDA,2025-07-08,07:12,Wall Street analyst warns this is a tipping point in the Tesla story By Investing.com,https://www.investing.com/news/stock-market-news/wall-street-analyst-warns-this-is-a-tipping-point-in-the-tesla-story-4126145,Negative,2,"Wall Street analyst Dan Ives warns that Elon Musk's growing political ambitions and plans for a new political party represent a ""tipping point"" for Tesla, potentially distracting from its critical growth phase in autonomous and robotics technology. He urges the Tesla board to take decisive action, including a new pay package for Musk, setting time requirements for his Tesla work, and establishing oversight for his political activities.","นักวิเคราะห์จาก Wall Street ชื่อ Dan Ives เตือนว่าความทะเยอทะยานทางการเมืองที่เพิ่มขึ้นของ Elon Musk และแผนการสำหรับพรรคการเมืองใหม่แสดงถึง ""tipping point"" สำหรับ Tesla ซึ่งอาจเบี่ยงเบนความสนใจจากช่วงการเติบโตที่สำคัญในเทคโนโลยี autonomous และ robotics เขาเรียกร้องให้คณะกรรมการ Tesla ดำเนินการอย่างเด็ดขาด รวมถึง pay package ใหม่สำหรับ Musk, การกำหนดข้อกำหนดด้านเวลาสำหรับการทำงานของเขาที่ Tesla และการจัดตั้งการกำกับดูแลสำหรับกิจกรรมทางการเมืองของเขา"
NVDA,2025-07-08,07:03,"IBM rolls out new chips and servers, aims for simplified AI By Reuters",https://www.investing.com/news/stock-market-news/ibm-rolls-out-new-chips-and-servers-aims-for-simplified-ai-4126121,Neutral,3,"IBM has launched new Power11 data center chips and servers designed for power efficiency and simplified AI deployment, particularly for inference tasks. These systems, available from July 25, focus on reliability, security, and integration, targeting specialized sectors.","IBM ได้เปิดตัวชิป data center Power11 และ servers รุ่นใหม่ที่ออกแบบมาเพื่อ power efficiency และ simplified AI deployment โดยเฉพาะอย่างยิ่งสำหรับ inference tasks ระบบเหล่านี้ซึ่งจะพร้อมใช้งานตั้งแต่วันที่ 25 กรกฎาคม เน้นที่ reliability, security และ integration โดยมุ่งเป้าไปที่ specialized sectors"
NVDA,2025-07-08,06:34,GS Acquisition A receives Investment Bank Analyst Rating Update By Investing.com,https://www.investing.com/news/pro/melius-upgrades-vertiv-holdings-co-to-buy-4125999,Neutral,1,The article reports that GS Acquisition A has received an updated analyst rating from an investment bank. This update was reported by Investing.com.,บทความรายงานว่า GS Acquisition A ได้รับการปรับปรุง analyst rating จาก investment bank โดย Investing.com เป็นผู้รายงานการปรับปรุงนี้
NVDA,2025-07-08,03:55,"With 15%+ winners in July, these AI-picked stocks are now up 114% By Investing.com",https://www.investing.com/news/stock-market-news/with-15-winners-in-july-these-aipicked-stocks-are-now-up-114-4125735,Positive,1,"The article promotes Investing.com's AI-powered stock picking service by highlighting its strong performance, including recent winners like Datadog and past successes such as Nvidia. It notes that while large-cap stocks like Nvidia have seen sideways movement in July, the AI's picks have continued to deliver significant gains and outperform the market.",บทความนี้โปรโมทบริการคัดเลือกหุ้นด้วย AI ของ Investing.com โดยเน้นย้ำถึงผลงานที่แข็งแกร่ง รวมถึงหุ้นที่ทำกำไรได้ล่าสุดอย่าง Datadog และความสำเร็จในอดีต เช่น Nvidia บทความนี้ระบุว่าในขณะที่หุ้น large-cap อย่าง Nvidia มีการเคลื่อนไหวในทิศทางที่ไม่แน่นอนในเดือน July แต่หุ้นที่ AI เลือกยังคงสร้างผลกำไรได้อย่างมีนัยสำคัญและมีผลการดำเนินงานที่ดีกว่าตลาด
NVDA,2025-07-08,00:12,Samsung to buy US healthcare services company Xealth By Reuters,https://www.investing.com/news/stock-market-news/samsung-elec-to-buy-healthcare-services-company-xealth-4125608,Neutral,1,"Samsung Electronics is acquiring U.S. healthcare platform Xealth to expand its mobile healthcare services and diversify beyond its core semiconductor and smartphone businesses. This strategic move aims to create synergy with Samsung's wearable technology and is part of the company's search for new growth engines amidst recent struggles in its semiconductor division, particularly in the AI chip market where it has lagged rivals like Nvidia.",Samsung Electronics กำลังเข้าซื้อแพลตฟอร์มด้านการดูแลสุขภาพของสหรัฐฯ Xealth เพื่อขยายบริการ mobile healthcare และกระจายความเสี่ยงนอกเหนือจากธุรกิจหลักด้าน semiconductor และ smartphone การเคลื่อนไหวเชิงกลยุทธ์นี้มีเป้าหมายเพื่อสร้าง synergy กับ wearable technology ของ Samsung และเป็นส่วนหนึ่งของการค้นหาเครื่องยนต์ขับเคลื่อนการเติบโตใหม่ของบริษัท ท่ามกลางความยากลำบากในช่วงที่ผ่านมาในแผนก semiconductor โดยเฉพาะอย่างยิ่งในตลาด AI chip ที่ล้าหลังคู่แข่งอย่าง Nvidia
NVDA,2025-07-07,22:53,SK Hynix shares rise as rival Samsung sees sharp profit drop in Q2 By Investing.com,https://www.investing.com/news/stock-market-news/sk-hynix-shares-rise-as-rival-samsung-sees-sharp-profit-drop-in-q2-4125600,Neutral,4,"SK Hynix shares rose following strong demand for AI memory chips (HBM), while rival Samsung Electronics reported a sharp profit drop. Samsung's decline was partly attributed to delays in delivering HBM chips to NVIDIA and U.S. export restrictions, highlighting SK Hynix's current strength in the AI memory market.",หุ้นของ SK Hynix ปรับตัวสูงขึ้นตามความต้องการที่แข็งแกร่งสำหรับชิปหน่วยความจำ AI (HBM) ในขณะที่คู่แข่งอย่าง Samsung Electronics รายงานผลกำไรที่ลดลงอย่างมาก การลดลงของ Samsung ส่วนหนึ่งเป็นผลมาจากความล่าช้าในการส่งมอบชิป HBM ให้กับ NVIDIA และข้อจำกัดด้านการส่งออกของ U.S. ซึ่งเน้นย้ำถึงความแข็งแกร่งในปัจจุบันของ SK Hynix ในตลาดหน่วยความจำ AI
NVDA,2025-07-07,20:41,Nvidia (NVDA) CEO Huang sells $35.5 million in stock By Investing.com,https://www.investing.com/news/insider-trading-news/nvidia-nvda-ceo-huang-sells-355-million-in-stock-93CH-4125580,Neutral,3,"Nvidia CEO Jen-Hsun Huang sold 202,439 shares of NVDA stock worth approximately $35.5 million between July 2nd and July 7th under a pre-arranged 10b5-1 trading plan. The sales occurred while the stock was trading near its 52-week high, and the article also noted recent positive developments for the company, such as analyst price target increases and significant GPU purchases by customers.","Jen-Hsun Huang, CEO ของ Nvidia ได้ขายหุ้น NVDA จำนวน 202,439 หุ้น มูลค่าประมาณ $35.5 million ระหว่างวันที่ 2 กรกฎาคม ถึง 7 กรกฎาคม ภายใต้แผนการซื้อขาย 10b5-1 ที่จัดทำไว้ล่วงหน้า การขายเกิดขึ้นในขณะที่หุ้นมีการซื้อขายใกล้ระดับสูงสุดในรอบ 52 สัปดาห์ และบทความยังระบุถึงพัฒนาการเชิงบวกล่าสุดสำหรับบริษัท เช่น การปรับเพิ่มเป้าหมายราคาของนักวิเคราะห์ และการซื้อ GPU จำนวนมากโดยลูกค้า"
NVDA,2025-07-07,18:55,"Samsung flags big miss in Q2 profit, blames US AI chip curbs to China By Reuters",https://www.investing.com/news/stock-market-news/samsung-expects-a-56-drop-in-q2-operating-profit-far-short-of-estimates-4125562,Negative,4,"Samsung Electronics projected a significantly worse than expected 56% plunge in Q2 operating profit, blaming U.S. AI chip restrictions on China and delays in supplying high-bandwidth memory (HBM) chips to key customer Nvidia. Analysts suggested that unsold HBM chips potentially intended for Nvidia contributed to inventory writedowns and the sharp decline in Samsung's chip division profit.",Samsung Electronics คาดการณ์ว่ากำไรจากการดำเนินงานในไตรมาส 2 จะลดลงอย่างมากถึง 56% ซึ่งแย่กว่าที่คาดการณ์ไว้ โดยให้เหตุผลว่าเป็นเพราะข้อจำกัดของ U.S. AI chip ที่มีต่อประเทศจีน และความล่าช้าในการจัดหา high-bandwidth memory (HBM) chips ให้กับลูกค้าหลักอย่าง Nvidia นักวิเคราะห์ชี้ให้เห็นว่า HBM chips ที่ยังไม่ได้ขาย ซึ่งอาจมีไว้สำหรับ Nvidia มีส่วนทำให้เกิดการลดมูลค่าสินค้าคงคลัง และการลดลงอย่างมากของกำไรในส่วนของ chip division ของ Samsung
NVDA,2025-07-07,09:21,Who could win and lose on tighter Trump AI controls? UBS weighs in By Investing.com,https://www.investing.com/news/stock-market-news/who-could-win-and-lose-on-tighter-trump-ai-controls-ubs-weighs-in-4124842,Negative,5,"The article reports on potential new US export restrictions on AI chips to Malaysia and Thailand, aimed at preventing China's indirect access, which UBS warns could create turbulence for tech investors. NVIDIA is specifically mentioned as a target of these rules, with Malaysia accounting for a significant portion of its global sales. While UBS remains constructive long-term, they highlight near-term volatility risk from these regulations.",บทความรายงานเกี่ยวกับข้อจำกัดการส่งออกใหม่ที่อาจเกิดขึ้นของสหรัฐฯ สำหรับ AI chips ไปยัง Malaysia และ Thailand โดยมีเป้าหมายเพื่อป้องกันการเข้าถึงทางอ้อมของจีน ซึ่ง UBS เตือนว่าอาจสร้างความปั่นป่วนให้กับนักลงทุนด้านเทคโนโลยี NVIDIA ถูกกล่าวถึงโดยเฉพาะว่าเป็นเป้าหมายของกฎเหล่านี้ โดย Malaysia คิดเป็นสัดส่วนที่สำคัญของยอดขายทั่วโลกของบริษัท แม้ว่า UBS จะยังคงมีมุมมองเชิงบวกในระยะยาว แต่พวกเขาก็เน้นย้ำถึงความเสี่ยงจากความผันผวนในระยะใกล้จากกฎระเบียบเหล่านี้
