publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-06-16,22:37,OpenAI seeks more financial concessions from Microsoft- The Information By Investing.com,https://www.investing.com/news/stock-market-news/openai-wants-to-cap-microsoft-revenue-sharing-deal-the-information-4098261,Negative,5,"OpenAI is reportedly seeking significant concessions from Microsoft regarding profit sharing, equity in a restructured unit, and intellectual property access. These demands emerge amidst stalled negotiations over OpenAI's restructuring and reports of potential conflict, including possible anticompetitive accusations.","มีรายงานว่า OpenAI กำลังเรียกร้องข้อตกลงที่สำคัญจาก Microsoft เกี่ยวกับการแบ่งผลกำไร, equity ในหน่วยงานที่ปรับโครงสร้างใหม่, และการเข้าถึง intellectual property ข้อเรียกร้องเหล่านี้เกิดขึ้นท่ามกลางการเจรจาที่หยุดชะงักเกี่ยวกับการปรับโครงสร้างของ OpenAI และรายงานความขัดแย้งที่อาจเกิดขึ้น รวมถึงข้อกล่าวหาเรื่องการต่อต้านการแข่งขันที่อาจเป็นไปได้"
2025-06-16,21:04,US stock futures dip after Trump warning on Tehran By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-dip-after-trump-warning-on-tehran-4098242,Negative,5,"US stock index futures dipped on Monday evening following President Trump's warning against Iran, increasing geopolitical uncertainty despite a positive trading session earlier. The market sentiment remains fragile due to the conflict between Iran and Israel and anticipation of the upcoming Federal Reserve meeting.",สัญญาซื้อขายล่วงหน้าดัชนีหุ้น US ปรับตัวลดลงในช่วงเย็นวันจันทร์ หลังจากคำเตือนของ President Trump ต่อ Iran ซึ่งเพิ่มความไม่แน่นอนทางภูมิรัฐศาสตร์ แม้ว่าจะมีช่วงการซื้อขายที่เป็นบวกก่อนหน้านี้ ภาวะตลาดโดยรวมยังคงเปราะบางเนื่องจากความขัดแย้งระหว่าง Iran และ Israel และการคาดการณ์การประชุม Federal Reserve ที่กำลังจะมาถึง
2025-06-16,19:55,Eli Lilly close to buying gene editing firm Verve for $1.3 bln- FT By Investing.com,https://www.investing.com/news/stock-market-news/eli-lilly-close-to-buying-gene-editing-firm-verve-for-13-bln-ft-4098213,Positive,5,Eli Lilly is reportedly in advanced talks to acquire gene editing firm Verve Therapeutics for up to $1.3 billion. The potential deal aims to integrate Verve's gene editing technology into Eli Lilly's drug pipeline to enhance future growth prospects. This follows other recent acquisitions by the large drugmaker.,มีรายงานว่า Eli Lilly กำลังอยู่ในขั้นตอนการเจรจาขั้นสูงเพื่อเข้าซื้อกิจการบริษัทแก้ไขยีน Verve Therapeutics เป็นมูลค่าสูงถึง 1.3 billion ดอลลาร์สหรัฐฯ ข้อตกลงที่อาจเกิดขึ้นนี้มีเป้าหมายเพื่อบูรณาการ gene editing technology ของ Verve เข้ากับ drug pipeline ของ Eli Lilly เพื่อเพิ่มโอกาสในการเติบโตในอนาคต ซึ่งเป็นไปตามการเข้าซื้อกิจการอื่นๆ ที่ผ่านมาของผู้ผลิตยาขนาดใหญ่นี้
2025-06-16,19:41,Trump says everyone should ‘immediately evacuate Tehran’ amid Israel conflict By Investing.com,https://www.investing.com/news/economy-news/trump-says-everyone-should-immediately-evacuate-tehran-amid-israel-conflict-4098206,Negative,5,"Donald Trump issued a dire warning to Iran amid escalating conflict with Israel, stating Iran cannot have nuclear weapons and urging an immediate evacuation of Tehran. His comments follow recent severe fighting, including attacks on nuclear sites and major cities like Tel Aviv.",Donald Trump ได้ออกคำเตือนที่รุนแรงต่อ Iran ท่ามกลางความขัดแย้งที่ทวีความรุนแรงกับ Israel โดยระบุว่า Iran ไม่สามารถมี nuclear weapons ได้ และเรียกร้องให้มีการอพยพ Tehran โดยทันที ความเห็นของเขาเกิดขึ้นหลังจากเหตุการณ์การสู้รบที่รุนแรงเมื่อเร็วๆ นี้ รวมถึงการโจมตี nuclear sites และเมืองใหญ่ๆ อย่าง Tel Aviv
2025-06-16,10:43,Iran seeks ceasefire with Israel amid mounting pressure By Investing.com,https://www.investing.com/news/world-news/iran-seeks-ceasefire-with-israel-amid-mounting-pressure-4097625,Positive,5,"Iran is reportedly seeking a ceasefire with Israel through intermediaries and direct messages, offering concessions on nuclear talks in exchange. However, Israel appears unwilling to halt its military operations, which have targeted Iranian facilities and leadership.",มีรายงานว่า อิหร่านกำลังแสวงหาการหยุดยิงกับ Israel ผ่านตัวกลางและ direct messages โดยเสนอ concessions ในการเจรจา nuclear talks เพื่อแลกเปลี่ยน อย่างไรก็ตาม Israel ดูเหมือนจะไม่เต็มใจที่จะหยุดปฏิบัติการทางทหาร ซึ่งได้มุ่งเป้าไปที่ Iranian facilities และ leadership
2025-06-16,09:14,"Up 32% since start of June, this AI-picked stock is jumping in pre-market again By Investing.com",https://www.investing.com/news/stock-market-news/up-32-since-start-of-june-this-aipicked-stock-is-jumping-in-premarket-again-4097391,Positive,2,"The article highlights Bausch Health Companies (BHC) as a stock that has surged over 30% in June, attributing its successful performance to being an AI-powered stock pick from Investing.com. It uses BHC and other examples to promote the effectiveness of their AI tool, which identifies high-probability stock picks.",บทความนี้เน้นย้ำว่า Bausch Health Companies (BHC) เป็นหุ้นที่ราคาพุ่งสูงขึ้นกว่า 30% ในเดือนมิถุนายน โดยให้เหตุผลว่าผลการดำเนินงานที่ประสบความสำเร็จนั้นมาจากการเป็น AI-powered stock pick จาก Investing.com บทความนี้ใช้ BHC และตัวอย่างอื่นๆ เพื่อโปรโมทประสิทธิภาพของ AI tool ของพวกเขา ซึ่งระบุ high-probability stock picks ได้
2025-06-16,09:11,Meta stock climbs after announcing Whatsapp advertising plans By Investing.com,https://www.investing.com/news/stock-market-news/meta-stock-climbs-after-announcing-whatsapp-advertising-plans-4097373,Positive,5,"Meta Platforms announced plans to introduce advertising and monetization features on WhatsApp, specifically within the Updates tab, Status, and channels. This move aims to tap into WhatsApp's 1.5 billion daily users to create a significant new revenue stream, while keeping personal chats private.","Meta Platforms ประกาศแผนที่จะเปิดตัวฟีเจอร์ advertising และ monetization บน WhatsApp โดยเฉพาะในแท็บ Updates, Status และ channels การเคลื่อนไหวนี้มีเป้าหมายที่จะเข้าถึงผู้ใช้งาน WhatsApp 1.5 พันล้านคนต่อวัน เพื่อสร้างแหล่งรายได้ใหม่ที่สำคัญ ในขณะที่ยังคงรักษาความเป็นส่วนตัวของการแชทส่วนตัว"
2025-06-16,08:22,Is the market overreacting to the Middle East crisis? UBS weighs in By Investing.com,https://www.investing.com/news/stock-market-news/is-the-market-overreacting-to-the-middle-east-crisis-ubs-weighs-in-4097189,Positive,5,"UBS analysts suggest the market is likely overreacting to the Middle East crisis, similar to past geopolitical events, as the current tensions have minimal impact on global oil supply compared to historical disruptions. They recommend buying into market weakness, favoring bullish scenarios, and staying long defence and gold stocks, believing other factors are more significant market drivers.",นักวิเคราะห์ของ UBS แนะนำว่าตลาดมีแนวโน้มที่จะตอบสนองมากเกินไปต่อวิกฤตการณ์ใน Middle East คล้ายกับเหตุการณ์ geopolitical ในอดีต เนื่องจากความตึงเครียดในปัจจุบันมีผลกระทบน้อยมากต่อ global oil supply เมื่อเทียบกับการหยุดชะงักในอดีต พวกเขาแนะนำให้ซื้อในช่วงที่ตลาดอ่อนแอ โดยให้ความสำคัญกับ bullish scenarios และถือครอง long defence และ gold stocks โดยเชื่อว่าปัจจัยอื่นๆ เป็นตัวขับเคลื่อนตลาดที่สำคัญกว่า
2025-06-16,06:30,"Dow Jones, Nasdaq, S&P 500 weekly preview: Israel-Iran conflict, G7 meeting By Investing.com",https://www.investing.com/news/stock-market-news/dow-jones-nasdaq-sp-500-weekly-preview-israeliran-conflict-g7-meeting-4096785,Negative,5,"US stock futures are attempting a slight recovery after last week's losses, which were driven by escalating conflict between Israel and Iran. The article highlights ongoing geopolitical tensions, the upcoming G7 meeting focused on de-escalation, and analyst concerns regarding the conflict's duration, trade issues, and overall market uncertainty.",สัญญาซื้อขายล่วงหน้าหุ้น US กำลังพยายามฟื้นตัวเล็กน้อยหลังจากขาดทุนเมื่อสัปดาห์ที่แล้ว ซึ่งมีสาเหตุมาจากการขยายความขัดแย้งระหว่าง Israel และ Iran บทความนี้เน้นถึงความตึงเครียดทางภูมิรัฐศาสตร์ที่กำลังดำเนินอยู่ การประชุม G7 ที่กำลังจะมาถึงโดยมุ่งเน้นไปที่การลดความรุนแรง และความกังวลของนักวิเคราะห์เกี่ยวกับระยะเวลาของความขัดแย้ง ประเด็นทางการค้า และความไม่แน่นอนของตลาดโดยรวม
2025-06-16,06:27,"U.S. households to keep buying stocks this year, Goldman Sachs says By Investing.com",https://www.investing.com/news/stock-market-news/us-households-to-keep-buying-stocks-this-year-goldman-sachs-says-4096780,Positive,5,"Goldman Sachs forecasts that U.S. households will continue to be significant buyers of equities in 2025, expecting purchases of $425 billion, second only to corporates. This sustained demand is attributed to a favorable macro environment, robust retail activity, and ongoing retirement savings contributions, despite some negative sentiment indicators.","Goldman Sachs คาดการณ์ว่าครัวเรือนใน U.S. จะยังคงเป็นผู้ซื้อ equities รายสำคัญในปี 2025 โดยคาดว่าจะมีการซื้ออยู่ที่ $425 billion ซึ่งเป็นรองแค่ corporates เท่านั้น อุปสงค์ที่ต่อเนื่องนี้มีสาเหตุมาจาก favorable macro environment, robust retail activity และการบริจาคเงินสะสมเพื่อการเกษียณอายุอย่างต่อเนื่อง แม้จะมี negative sentiment indicators บางประการก็ตาม"
