publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-06-11,20:19,"US stock futures fall on Trump tariff talk, Middle East tensions By Investing.com",https://www.investing.com/news/stock-market-news/us-stock-futures-fall-on-trump-tariff-talk-middle-east-tensions-4092206,Negative,5,"US stock index futures fell due to renewed concerns over President Trump's plans to set new trade tariffs and rising geopolitical tensions in the Middle East. This follows a negative session on Wall Street driven by similar factors, despite soft inflation data.",สัญญาซื้อขายล่วงหน้าดัชนีหุ้น US ปรับตัวลดลงเนื่องจากความกังวลที่เกิดขึ้นใหม่เกี่ยวกับแผนการของ President Trump ที่จะกำหนด new trade tariffs และความตึงเครียดทางภูมิรัฐศาสตร์ที่เพิ่มสูงขึ้นใน Middle East สิ่งนี้เกิดขึ้นตามมาจากการซื้อขายที่ซบเซาใน Wall Street ซึ่งมีปัจจัยคล้ายกันเป็นตัวขับเคลื่อน แม้ว่าจะมี soft inflation data ก็ตาม
2025-06-11,19:41,Trump says he will set trade tariff rates in the next two weeks By Investing.com,https://www.investing.com/news/economy-news/trump-says-he-will-set-trade-tariff-rates-in-the-next-two-weeks-4092193,Negative,5,"President Trump stated he will send letters detailing planned trade tariffs to major economies within the next two weeks, presenting a ""take it or leave it"" offer ahead of a July 9 deadline. He mentioned ongoing talks but the article notes his past deadlines have often been missed.","ประธานาธิบดี Trump กล่าวว่าเขาจะส่งจดหมายที่มีรายละเอียดเกี่ยวกับ planned trade tariffs ไปยัง major economies ภายในสองสัปดาห์หน้า โดยนำเสนอข้อเสนอแบบ ""take it or leave it"" ก่อนถึงเส้นตายวันที่ 9 กรกฎาคม เขากล่าวถึงการเจรจาที่กำลังดำเนินอยู่ แต่บทความระบุว่า deadlines ในอดีตของเขามักจะพลาดไป"
2025-06-11,17:02,NVIDIA Stockholder Meeting Set for June 25; Individuals Can Participate Online By Investing.com,https://www.investing.com/news/assorted/nvidia-stockholder-meeting-set-for-june-25-individuals-can-participate-online-432SI-4092030,Neutral,1,"NVIDIA announced its 2025 Annual Meeting of Stockholders will be held virtually on Wednesday, June 25th, at 9 a.m. PT. Stockholders can attend, vote, and submit questions online using their control number, while non-stockholders can attend as guests. Details on the matters to be voted on are available in the company's proxy statement.",NVIDIA ประกาศว่าการประชุมสามัญผู้ถือหุ้นประจำปี 2025 จะจัดขึ้นแบบ virtual ในวันพุธที่ 25 มิถุนายน เวลา 9 a.m. PT ผู้ถือหุ้นสามารถเข้าร่วม ลงคะแนนเสียง และส่งคำถามออนไลน์ได้โดยใช้ control number ของตน ในขณะที่ผู้ที่ไม่ได้เป็นผู้ถือหุ้นสามารถเข้าร่วมในฐานะแขกได้ รายละเอียดเกี่ยวกับเรื่องที่จะมีการลงคะแนนเสียงมีอยู่ใน proxy statement ของบริษัท
2025-06-11,16:05,CoreWeave reportedly a key player in Google-OpenAI partnership By Investing.com,https://www.investing.com/news/stock-market-news/coreweave-reportedly-a-key-player-in-googleopenai-partnership-4091847,Positive,5,A news report suggests that CoreWeave is reportedly a key participant in a partnership between Google and OpenAI. This indicates CoreWeave may play a crucial role in a significant collaboration involving major tech companies.,รายงานข่าวระบุว่า CoreWeave เป็นผู้มีส่วนร่วมสำคัญในความร่วมมือระหว่าง Google และ OpenAI ซึ่งบ่งชี้ว่า CoreWeave อาจมีบทบาทสำคัญในการทำงานร่วมกันครั้งใหญ่ที่เกี่ยวข้องกับบริษัทเทคโนโลยีชั้นนำ
2025-06-11,09:03,Gold’s pause bodes well for the next leg higher: UBS By Investing.com,https://www.investing.com/news/commodities-news/golds-pause-bodes-well-for-the-next-leg-higher-ubs-4091051,Positive,4,"UBS analysts believe gold's recent consolidation after reaching an all-time high is a healthy pause that precedes further price increases. They maintain a bullish outlook, citing ongoing economic uncertainty, diversification demand, and strong buying trends from official sectors, ETFs, and physical investors as key drivers for future gains.","นักวิเคราะห์ของ UBS เชื่อว่าการรวมตัวของราคาทองคำในช่วงที่ผ่านมาหลังจากขึ้นไปทำสถิติสูงสุดเป็นประวัติการณ์นั้นเป็นการพักตัวที่ดีก่อนที่จะมีราคาเพิ่มขึ้นอีก พวกเขายังคงมีมุมมองที่เป็น bullish โดยอ้างถึงความไม่แน่นอนทางเศรษฐกิจที่ยังคงมีอยู่, ความต้องการ diversification และแนวโน้มการซื้อที่แข็งแกร่งจาก official sectors, ETFs และนักลงทุน physical ว่าเป็นปัจจัยขับเคลื่อนสำคัญสำหรับการเพิ่มขึ้นในอนาคต"
2025-06-11,08:44,"U.S.-China trade deal ""done""",https://www.investing.com/news/economy-news/uschina-trade-deal-done--trump-4090923,Positive,5,"U.S. President Donald Trump announced that a trade deal with China is ""done,"" pending final approval, following recent negotiations. The agreement reportedly includes U.S. access to rare earth minerals and allows Chinese students into U.S. colleges, aiming to ease previous high tariffs and trade tensions between the two nations.","ประธานาธิบดีสหรัฐฯ Donald Trump ประกาศว่า ข้อตกลงทางการค้ากับ China ""done"" แล้ว โดยอยู่ระหว่างรอการอนุมัติขั้นสุดท้าย หลังจากการเจรจาเมื่อเร็วๆ นี้ มีรายงานว่าข้อตกลงดังกล่าวรวมถึงการเข้าถึงแร่หายากของ U.S. และอนุญาตให้นักเรียนนักศึกษาชาวจีนเข้าเรียนในวิทยาลัยของ U.S. โดยมีเป้าหมายเพื่อลดหย่อนภาษีที่สูงก่อนหน้านี้และความตึงเครียดทางการค้าระหว่างสองประเทศ"
2025-06-11,08:30,"HSBC’s Kettner upgrades U.S. stocks, sees Q2 dips as buying opportunities By Investing.com",https://www.investing.com/news/stock-market-news/hsbcs-kettner-upgrades-us-stocks-sees-q2-dips-as-buying-opportunities-4090877,Positive,5,"HSBC strategists upgraded their view on U.S. equities to Overweight, citing optimism around AI, a weaker dollar, and potential activity pickup. They recommend using dips in the run-up to the Q2 reporting season as opportunities to increase exposure.","นักยุทธศาสตร์ของ HSBC ได้ปรับเพิ่มมุมมองต่อ U.S. equities เป็น Overweight โดยอ้างถึงความเชื่อมั่นเกี่ยวกับ AI, ค่าเงินดอลลาร์ที่อ่อนค่าลง และความเป็นไปได้ที่กิจกรรมทางเศรษฐกิจจะกระเตื้องขึ้น พวกเขาแนะนำให้ใช้ช่วงราคาปรับตัวลงก่อนถึงช่วงรายงานผลประกอบการ Q2 เป็นโอกาสในการเพิ่ม exposure"
2025-06-11,08:02,Musk apology to Trump could reopen path for renewed alliance says Dan Ives By Investing.com,https://www.investing.com/news/stock-market-news/musk-apology-to-trump-could-reopen-path-for-renewed-alliance-says-dan-ives-4090763,Positive,5,"Wedbush analyst Dan Ives believes Elon Musk's apology to Donald Trump is a strategic move to mend fences, potentially removing a political overhang on Tesla shares. Ives suggests a renewed alliance could facilitate regulatory support for Tesla's autonomous initiatives, which he sees as crucial for unlocking the company's significant AI and autonomous opportunity.","นักวิเคราะห์ Wedbush, Dan Ives เชื่อว่าการขอโทษของ Elon Musk ต่อ Donald Trump เป็นการเคลื่อนไหวเชิงกลยุทธ์เพื่อสร้างความสัมพันธ์ที่ดีขึ้น ซึ่งอาจจะช่วยลดแรงกดดันทางการเมืองที่มีต่อหุ้น Tesla ได้ Ives แนะนำว่าการสร้างพันธมิตรใหม่นี้อาจช่วยให้ได้รับการสนับสนุนด้านกฎระเบียบสำหรับโครงการ autonomous ของ Tesla ซึ่งเขาเห็นว่าเป็นสิ่งสำคัญในการปลดล็อกโอกาสทางด้าน AI และ autonomous ที่สำคัญของบริษัท"
2025-06-11,06:54,"Citi adds positive catalyst watch on Microsoft, says Azure estimates too low By Investing.com",https://www.investing.com/news/stock-market-news/citi-adds-positive-catalyst-watch-on-microsoft-says-azure-estimates-too-low-4090554,Positive,5,"Citi analysts initiated a ""positive catalyst watch"" on Microsoft, stating their analysis suggests Street estimates for FY26 Azure growth are too low. Based on exit rate math and CapEx ROI analysis, Citi expects Azure growth in the mid-to-high 30s% and sees the upcoming FY25 Q4 earnings as a potential catalyst, raising their price target to $605.","นักวิเคราะห์ของ Citi ได้เริ่มต้น ""positive catalyst watch"" ใน Microsoft โดยระบุว่าการวิเคราะห์ของพวกเขาชี้ให้เห็นว่าประมาณการของ Street สำหรับการเติบโตของ FY26 Azure นั้นต่ำเกินไป จากการคำนวณ exit rate และการวิเคราะห์ CapEx ROI, Citi คาดการณ์การเติบโตของ Azure ในช่วงกลางถึงสูงของ 30s% และมองว่าผลประกอบการ FY25 Q4 ที่กำลังจะมาถึงเป็นตัวเร่งปฏิกิริยาที่เป็นไปได้ โดยได้ปรับราคาเป้าหมายขึ้นเป็น $605"
2025-06-11,06:27,Quantum stocks rise as Nvidia CEO Huang says inflection is near By Investing.com,https://www.investing.com/news/stock-market-news/quantum-stocks-rise-as-nvidia-ceo-huang-says-inflection-is-near-4090471,Positive,5,"Nvidia CEO Jensen Huang stated that quantum computing is nearing an ""inflection point"" and will soon solve complex problems, sparking optimism in the sector. This led to premarket stock price increases for several quantum computing companies, including Quantum Computing Inc., IonQ, and others. Huang's recent comments suggest a closer timeline for practical quantum applications than previously indicated.","CEO ของ Nvidia, Jensen Huang กล่าวว่า quantum computing กำลังใกล้ถึง ""inflection point"" และจะสามารถแก้ปัญหาที่ซับซ้อนได้ในเร็ว ๆ นี้ ซึ่งจุดประกายความหวังใน sector นี้ สิ่งนี้นำไปสู่ราคาหุ้นที่เพิ่มขึ้นก่อนเปิดตลาดสำหรับบริษัท quantum computing หลายแห่ง รวมถึง Quantum Computing Inc., IonQ และบริษัทอื่น ๆ ความเห็นล่าสุดของ Huang ชี้ให้เห็นถึง timeline ที่ใกล้เคียงกว่าเดิมสำหรับการใช้งาน quantum ในทางปฏิบัติ เมื่อเทียบกับที่เคยระบุไว้ก่อนหน้านี้"
