publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-06-01,12:39,By Investing.com,https://www.investing.com/news/stock-market-news/-93CH-4073489,Neutral,5,"The article reports on significant stock movements across different market capitalization sizes during Friday's trading session. It highlights key movers such as Costco, which surged following its earnings report, and Nvidia, which declined due to news regarding TSMC. The report also details movements and catalysts for several other large, mid, and small-cap stocks.","บทความนี้รายงานความเคลื่อนไหวของหุ้นที่มีนัยสำคัญในกลุ่มขนาด market capitalization ที่แตกต่างกันระหว่างการซื้อขายในวันศุกร์ โดยเน้นที่หุ้นที่มีการเคลื่อนไหวหลักๆ เช่น Costco ซึ่งราคาพุ่งขึ้นหลังจากการรายงานผลประกอบการ และ Nvidia ซึ่งราคาลดลงเนื่องจากข่าวเกี่ยวกับ TSMC รายงานยังให้รายละเอียดเกี่ยวกับการเคลื่อนไหวและปัจจัยกระตุ้นสำหรับหุ้นขนาด large, mid และ small-cap อื่นๆ อีกหลายตัว"
2025-05-31,21:19,"South Korea exports fall as tariffs hit US, China shipments By Reuters",https://www.investing.com/news/economic-indicators/south-korea-exports-fall-as-tariffs-hit-us-china-shipments-4074358,Negative,5,"South Korea's exports fell in May for the first time in four months, primarily due to decreased shipments to the United States and China, which the government attributes to global trade conflicts and U.S. tariffs. Despite the overall decline, which was milder than forecast, semiconductor exports saw strong growth while car exports fell.",การส่งออกของเกาหลีใต้ลดลงในเดือนพฤษภาคมเป็นครั้งแรกในรอบสี่เดือน โดยมีสาเหตุหลักมาจากการส่งมอบสินค้าที่ลดลงไปยัง the United States และ China ซึ่งรัฐบาลระบุว่าเป็นผลมาจาก global trade conflicts และ U.S. tariffs แม้ว่าโดยรวมจะลดลง ซึ่งน้อยกว่าที่คาดการณ์ไว้ แต่การส่งออก semiconductor กลับเติบโตอย่างแข็งแกร่ง ในขณะที่การส่งออก car ลดลง
2025-05-31,16:00,It Will Be Exponentially Harder to Buy Bitcoin: Michael Saylor By U.Today,https://www.investing.com/news/cryptocurrency-news/it-will-be-exponentially-harder-to-buy-bitcoin-michael-saylor-4074414,Positive,5,"The article reports on Michael Saylor's observations from the Bitcoin 2025 event, highlighting an ""explosion of interest"" from companies globally in adopting MicroStrategy's Bitcoin accumulation strategy. Saylor remains highly bullish, predicting Bitcoin will become exponentially harder to acquire but stating MicroStrategy will continue buying.","บทความนี้รายงานเกี่ยวกับข้อสังเกตของ Michael Saylor จากงาน Bitcoin 2025 โดยเน้นถึง ""explosion of interest"" จากบริษัทต่างๆ ทั่วโลกในการนำกลยุทธ์การสะสม Bitcoin ของ MicroStrategy ไปใช้ Saylor ยังคงมองบวกอย่างมาก โดยคาดการณ์ว่า Bitcoin จะหายากขึ้นอย่างทวีคูณ แต่ระบุว่า MicroStrategy จะยังคงซื้อต่อไป"
2025-05-31,15:49,"Trump pulls Musk ally’s NASA nomination, will announce replacement By Reuters",https://www.investing.com/news/world-news/white-house-says-trump-will-soon-announce-new-nominee-for-nasa-head-4074347,Negative,4,"President Trump unexpectedly withdrew the nomination of Jared Isaacman, a close ally of Elon Musk, to be the next NASA administrator, citing ""prior associations."" The decision surprised many in the space industry and comes as NASA faces proposed budget cuts and political turbulence. Trump stated he would announce a new nominee soon.","ประธานาธิบดี Trump ถอนการเสนอชื่อ Jared Isaacman พันธมิตรใกล้ชิดของ Elon Musk อย่างไม่คาดฝัน เพื่อเป็นผู้บริหาร NASA คนต่อไป โดยอ้างถึง ""prior associations"" การตัดสินใจนี้สร้างความประหลาดใจให้กับหลายคนในวงการ space industry และเกิดขึ้นในขณะที่ NASA กำลังเผชิญกับการเสนอ budget cuts และความปั่นป่วนทางการเมือง Trump กล่าวว่าเขาจะประกาศรายชื่อผู้ได้รับการเสนอชื่อใหม่ในเร็วๆ นี้"
2025-05-31,08:10,EU threatens countermeasures over Trump’s steel tariffs hike By Reuters,https://www.investing.com/news/commodities-news/eu-commission-strongly-regrets-announced-increase-in-us-steel-tariffs-4074061,Negative,5,"President Trump announced a plan to double tariffs on imported steel and aluminum, intensifying trade tensions. The European Union strongly regrets this decision, stating it undermines negotiations and is prepared to impose countermeasures if a solution is not reached. Other countries like Canada and Australia also condemned the tariff hike, citing negative impacts on supply chains and economic security.",ประธานาธิบดี Trump ประกาศแผนที่จะเพิ่ม tariffs เป็นสองเท่าสำหรับเหล็กและอะลูมิเนียมนำเข้า ซึ่งเป็นการเพิ่มความตึงเครียดทางการค้า สหภาพยุโรปเสียใจอย่างยิ่งต่อการตัดสินใจนี้ โดยระบุว่าเป็นการบ่อนทำลายการเจรจา และพร้อมที่จะใช้ countermeasures หากไม่สามารถบรรลุข้อตกลงได้ ประเทศอื่นๆ เช่น Canada และ Australia ก็ประณามการขึ้น tariff ในครั้งนี้ โดยอ้างถึงผลกระทบด้านลบต่อ supply chains และความมั่นคงทางเศรษฐกิจ
2025-05-31,07:43,Dogecoin Founder Shares Hot Take on Current Crypto Market Setback By U.Today,https://www.investing.com/news/cryptocurrency-news/dogecoin-founder-shares-hot-take-on-current-crypto-market-setback-4074346,Neutral,4,"The article reports on a recent slight decline in the crypto market, including Bitcoin and altcoins. It highlights Dogecoin founder Billy Markus's ironic comment on the setback and notes his general skepticism towards crypto investing and price predictions.",บทความรายงานถึงภาวะตลาด crypto ที่ลดลงเล็กน้อยเมื่อเร็วๆ นี้ ซึ่งรวมถึง Bitcoin และ altcoins โดยเน้นถึงความคิดเห็นประชดประชันของ Billy Markus ผู้ก่อตั้ง Dogecoin เกี่ยวกับความตกต่ำดังกล่าว และยังกล่าวถึงความสงสัยโดยทั่วไปของเขาเกี่ยวกับการลงทุนใน crypto และการคาดการณ์ราคา
2025-05-31,05:33,Strategy’s Major Bitcoin Accumulation Risks Revealed by Analysts By U.Today,https://www.investing.com/news/cryptocurrency-news/strategys-major-bitcoin-accumulation-risks-revealed-by-analysts-4074194,Negative,5,"Strategy continues its large-scale Bitcoin accumulation, recently purchasing over 4,000 BTC funded by issuing debt/stock. However, analysts warn of significant risks associated with this strategy, including Bitcoin price volatility, concentrated asset risk, and potential liquidity or bankruptcy issues due to debt financing, which could negatively impact the MSTR stock price.","Strategy ยังคงสะสม Bitcoin จำนวนมากอย่างต่อเนื่อง โดยล่าสุดได้ซื้อ BTC กว่า 4,000 BTC ซึ่งได้รับทุนจากการออก debt/stock อย่างไรก็ตาม นักวิเคราะห์เตือนถึงความเสี่ยงที่สำคัญที่เกี่ยวข้องกับกลยุทธ์นี้ รวมถึงความผันผวนของราคา Bitcoin, ความเสี่ยงด้านสินทรัพย์ที่กระจุกตัว และปัญหาด้านสภาพคล่องหรือการล้มละลายที่อาจเกิดขึ้นเนื่องจากการจัดหาเงินทุนด้วย debt ซึ่งอาจส่งผลเสียต่อราคาหุ้น MSTR"
2025-05-31,05:15,Trump’s immigration crackdown may unexpectedly push Fed into steeper rate cuts: MS By Investing.com,https://www.investing.com/news/economy-news/trumps-immigration-crackdown-may-unexpectedly-push-fed-into-steeper-rate-cuts-ms-4073756,Neutral,5,"According to Morgan Stanley analysts, President Trump's restrictive immigration policy is expected to significantly slow population and labor force growth. This tighter labor market, combined with slower potential growth, could lead the Federal Reserve to lower the neutral interest rate and potentially implement steeper rate cuts once easing begins.",จากข้อมูลของนักวิเคราะห์ Morgan Stanley นโยบายจำกัดการเข้าเมืองของ President Trump คาดว่าจะทำให้การเติบโตของประชากรและกำลังแรงงานชะลอตัวลงอย่างมาก ตลาดแรงงานที่ตึงตัวมากขึ้นนี้ เมื่อรวมกับการเติบโตที่มีศักยภาพที่ช้าลง อาจนำไปสู่การที่ Federal Reserve ปรับลด neutral interest rate และอาจใช้มาตรการลดอัตราดอกเบี้ยที่รุนแรงขึ้นเมื่อเริ่มมีการผ่อนคลายนโยบาย
2025-05-31,05:06,Investing.com’s stocks of the week By Investing.com,https://www.investing.com/news/stock-market-news/investingcoms-stocks-of-the-week-4073481,Neutral,5,"The article reviews Investing.com's ""stocks of the week,"" highlighting several companies that experienced significant price movements due to specific news events. These events included earnings reports (Nvidia, Veeva, E.L.F.), drug trial results (Regeneron), analyst upgrades (Unity), an acquisition announcement (E.L.F.), and a short seller report (Tempus AI).","บทความนี้ทบทวน ""stocks of the week"" ของ Investing.com โดยเน้นไปที่หลายบริษัทที่ประสบความเคลื่อนไหวของราคาอย่างมีนัยสำคัญเนื่องจากเหตุการณ์ข่าวเฉพาะ เหตุการณ์เหล่านี้รวมถึงรายงานผลประกอบการ (Nvidia, Veeva, E.L.F.), ผลการทดลองยา (Regeneron), การปรับเพิ่มอันดับโดยนักวิเคราะห์ (Unity), ประกาศการเข้าซื้อกิจการ (E.L.F.) และรายงาน short seller (Tempus AI)"
2025-05-31,05:00,Can the president move the needle on U.S. drug prices? By Investing.com,https://www.investing.com/news/economy-news/can-the-president-move-the-needle-on-us-drug-prices-4065853,Neutral,5,The article analyzes President Trump's executive order targeting U.S. drug prices through measures like most-favored-nation pricing. It highlights analyst warnings about significant legal and implementation challenges that could limit the order's effectiveness. The analysis suggests savings may not fully reach consumers due to intermediaries and notes potential counteracting factors like tariffs.,บทความวิเคราะห์ executive order ของ President Trump ที่มุ่งเป้าไปที่ราคา U.S. drug ผ่านมาตรการต่างๆ เช่น most-favored-nation pricing โดยเน้นคำเตือนของนักวิเคราะห์เกี่ยวกับความท้าทายทางกฎหมายและการดำเนินการที่สำคัญ ซึ่งอาจจำกัดประสิทธิภาพของคำสั่งดังกล่าว การวิเคราะห์ชี้ให้เห็นว่าการประหยัดอาจไม่ส่งผลถึงผู้บริโภคอย่างเต็มที่เนื่องจากคนกลาง และสังเกตปัจจัยที่อาจหักล้างกัน เช่น tariffs
