publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-06-11,04:16,Tesla public robotaxi rides scheduled for June 22- Musk By Investing.com,https://www.investing.com/news/assorted/tesla-public-robotaxi-rides-scheduled-for-june-22-musk-432SI-4090213,Positive,5,"According to Elon Musk, Tesla is scheduling public robotaxi rides to begin on June 22nd. This announcement provides a specific date for a highly anticipated future service from the company.","ตามที่ Elon Musk กล่าว, Tesla กำลังวางแผนการให้บริการ robotaxi สาธารณะ โดยจะเริ่มในวันที่ June 22nd. การประกาศนี้ระบุวันที่ที่แน่นอนสำหรับบริการในอนาคตที่คาดหวังอย่างสูงจากบริษัท"
2025-06-11,03:29,Tesla gains as Musk says he regrets some Trump-related posts By Investing.com,https://www.investing.com/news/stock-market-news/musk-says-he-regrets-some-posts-about-trump-in-recent-feud-4090158,Positive,4,"Elon Musk stated he regrets some recent social media posts about Donald Trump, de-escalating a public dispute that had raised market concerns about potential impacts on his businesses, including Tesla. Following Musk's statement, Tesla shares rose in pre-market trading.",Elon Musk กล่าวว่าเขารู้สึกเสียใจกับโพสต์ล่าสุดบางส่วนในโซเชียลมีเดียเกี่ยวกับ Donald Trump ซึ่งเป็นการลดความรุนแรงของข้อพิพาทในที่สาธารณะที่ทำให้ตลาดกังวลเกี่ยวกับผลกระทบที่อาจเกิดขึ้นกับธุรกิจของเขา รวมถึง Tesla หลังจากคำแถลงของ Musk หุ้น Tesla ก็ปรับตัวสูงขึ้นในการซื้อขายก่อนเปิดตลาด
2025-06-11,02:25,"Bitcoin price today: muted at $109.6k after sharp rise; US, China near trade deal By Investing.com",https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-muted-at-1096k-after-sharp-rise-us-china-near-trade-deal-4090076,Neutral,5,"Bitcoin price is currently muted after a sharp rise the previous day, as investors await specific details and presidential approval of a newly announced US-China trade framework deal. The article notes that yesterday's gains were fueled by optimism around the potential deal, and future price direction will likely depend on the deal's specifics and upcoming US inflation data.",ราคา Bitcoin ในปัจจุบันค่อนข้างเงียบหลังจากการปรับตัวขึ้นอย่างรวดเร็วเมื่อวันก่อนหน้า เนื่องจากนักลงทุนรอรายละเอียดที่เฉพาะเจาะจงและการอนุมัติจากประธานาธิบดีเกี่ยวกับข้อตกลง US-China trade framework ที่ประกาศใหม่ บทความระบุว่าผลกำไรเมื่อวานนี้ได้รับแรงหนุนจากความเชื่อมั่นเกี่ยวกับข้อตกลงที่อาจเกิดขึ้น และทิศทางราคาในอนาคตน่าจะขึ้นอยู่กับรายละเอียดของข้อตกลงและข้อมูล US inflation ที่กำลังจะมาถึง
2025-06-11,01:02,Gold prices rise as Trump tariff ruling offsets limited China cheer; CPI on tap By Investing.com,https://www.investing.com/news/commodities-news/gold-prices-rise-as-trump-tariff-ruling-offsets-limited-china-cheer-cpi-on-tap-4090051,Neutral,4,"Gold prices rose in Asian trade, primarily due to increased safe haven demand following a US court ruling that kept Trump's trade tariffs in place, which offset limited optimism from a US-China trade framework agreement. Markets are now focused on upcoming US CPI data for further economic and interest rate cues.",ราคาทองคำปรับตัวสูงขึ้นในการซื้อขายในเอเชีย โดยหลักมาจากการเพิ่มขึ้นของความต้องการสินทรัพย์ปลอดภัย หลังจากการตัดสินของศาล US ที่คงมาตรการกีดกันทางการค้าของ Trump ไว้ ซึ่งชดเชยความเชื่อมั่นในวงจำกัดจากข้อตกลงกรอบการค้า US-China ขณะนี้ตลาดกำลังจับตาดูข้อมูล US CPI ที่กำลังจะมาถึงเพื่อหาข้อมูลเพิ่มเติมเกี่ยวกับสัญญาณทางเศรษฐกิจและอัตราดอกเบี้ย
2025-06-10,22:45,"Asia stocks rise, China leads gains on U.S. trade progress By Investing.com",https://www.investing.com/news/stock-market-news/asia-stocks-rise-china-leads-gains-on-us-trade-progress-4090019,Positive,5,"Most Asian stocks rose, led by Chinese markets, driven by optimism over a new U.S.-China trade framework agreement. Hopes for easing U.S. tech export curbs also boosted regional technology stocks, tracking gains on Wall Street.",หุ้นส่วนใหญ่ในเอเชียปรับตัวสูงขึ้น นำโดยตลาดหุ้นจีน โดยได้รับแรงหนุนจากความเชื่อมั่นเกี่ยวกับกรอบข้อตกลงทางการค้าระหว่าง U.S.-China ฉบับใหม่ ความหวังเกี่ยวกับการผ่อนปรนมาตรการจำกัดการส่งออกเทคโนโลยีของ U.S. ยังช่วยหนุนหุ้นกลุ่มเทคโนโลยีในภูมิภาค ตามการปรับตัวขึ้นของ Wall Street อีกด้วย
2025-06-10,20:57,"Tesla robotaxi public rides to ‘tentatively’ begin on June 22, Musk says By Investing.com",https://www.investing.com/news/stock-market-news/tesla-robotaxi-public-rides-to-tentatively-begin-on-june-22-musk-says-4089982,Positive,5,"Tesla CEO Elon Musk announced tentative dates for public robotaxi rides starting June 22 in Austin, Texas, and self-delivery of cars beginning June 28. He cautioned that the robotaxi date could shift due to safety precautions and noted current driverless testing involves Model Y vehicles.","CEO ของ Tesla, Elon Musk ได้ประกาศวันที่โดยประมาณสำหรับการให้บริการ robotaxi แก่สาธารณชนโดยจะเริ่มในวันที่ 22 มิถุนายน ที่ Austin, Texas และการส่งมอบรถยนต์ด้วยตนเองจะเริ่มในวันที่ 28 มิถุนายน เขาเตือนว่าวันที่ของ robotaxi อาจมีการเปลี่ยนแปลงได้เนื่องจากข้อควรระวังด้านความปลอดภัย และกล่าวว่าการทดสอบรถยนต์ไร้คนขับในปัจจุบันเกี่ยวข้องกับรถยนต์ Model Y"
2025-06-10,20:41,"Trump tariffs can remain for longer, U.S. appeals court says By Investing.com",https://www.investing.com/news/economy-news/trump-tariffs-can-remain-for-longer-us-appeals-court-says-4089981,Neutral,5,"A U.S. appeals court ruled that President Trump's ""liberation day"" tariffs can remain in place for now, overturning a lower court decision that had blocked them. The court prioritized concerns over ongoing trade negotiations, allowing the tariffs challenged by small businesses to continue while the legal challenge proceeds.","ศาลอุทธรณ์ของสหรัฐฯ ตัดสินว่า tariffs ""liberation day"" ของ President Trump สามารถคงอยู่ได้ในขณะนี้ โดยยกเลิกคำตัดสินของศาลชั้นต้นที่ได้ระงับไว้ ศาลให้ความสำคัญกับความกังวลเกี่ยวกับการเจรจาทางการค้าระหว่างประเทศที่กำลังดำเนินอยู่ โดยอนุญาตให้ tariffs ที่ถูกท้าทายโดยธุรกิจขนาดเล็กดำเนินต่อไปในขณะที่การท้าทายทางกฎหมายดำเนินต่อไป"
2025-06-10,20:04,"U.S., China agree to ""framework"" for trade in London, officials say By Investing.com",https://www.investing.com/news/economy-news/us-china-agree-to-framework-for-trade-in-london-officials-say-4089964,Positive,5,"U.S. and Chinese officials have agreed on a ""framework"" in London to advance a trade deal, focusing on resolving issues like rare earths and chip export restrictions. Officials from both sides expressed positive views on the talks, which represent a resumption of negotiations after recent stalls. The framework requires approval from both presidents.","เจ้าหน้าที่ของ U.S. และจีนได้ตกลงใน ""framework"" ที่ London เพื่อผลักดันข้อตกลงทางการค้า โดยมุ่งเน้นไปที่การแก้ไขปัญหาต่างๆ เช่น rare earths และข้อจำกัดในการส่งออก chip เจ้าหน้าที่จากทั้งสองฝ่ายแสดงความคิดเห็นในเชิงบวกเกี่ยวกับการเจรจา ซึ่งแสดงถึงการกลับมาเริ่มต้นการเจรจาอีกครั้งหลังจากที่หยุดชะงักไปเมื่อเร็วๆ นี้ framework นี้ต้องได้รับการอนุมัติจากประธานาธิบดีทั้งสอง"
2025-06-10,16:43,GameStop shares slip after first-quarter revenue misses expectations By Investing.com,https://www.investing.com/news/earnings/gamestop-slips-after-q1-revenue-misses-expectations-4089758,Negative,5,"GameStop reported first-quarter results with revenue missing expectations, causing shares to fall premarket, despite beating adjusted EPS estimates and swinging to a net profit. The company continues to face challenges from the shift to digital gaming, with hardware and accessories revenue slumping significantly, though it increased its cash position substantially and purchased Bitcoin.",GameStop รายงานผลประกอบการไตรมาสแรก โดยมีรายได้ต่ำกว่าที่คาดการณ์ไว้ ทำให้ราคาหุ้นร่วงลงก่อนเปิดตลาด แม้ว่าจะมีกำไรต่อหุ้นปรับปรุงแล้วสูงกว่าที่คาดการณ์ และพลิกเป็นกำไรสุทธิก็ตาม บริษัทยังคงเผชิญกับความท้าทายจากการเปลี่ยนไปสู่ digital gaming โดยรายได้จาก hardware และ accessories ลดลงอย่างมาก แม้ว่าจะเพิ่มสถานะเงินสดอย่างมากและซื้อ Bitcoin ก็ตาม
2025-06-10,11:11,"Musk’s public clash with Trump likely calculated, says Morgan Stanley By Investing.com",https://www.investing.com/news/stock-market-news/musks-public-clash-with-trump-likely-calculated-says-morgan-stanley-4089255,Positive,5,"Morgan Stanley analysts believe Elon Musk's public clash with Donald Trump is a calculated strategy linked to US debt concerns, which will likely increase volatility for Tesla stock. Despite this expected volatility and potential negative sentiment, Morgan Stanley reiterates its positive long-term outlook, Overweight rating, and $410 price target for Tesla, citing its strengths in AI and other areas beyond traditional EVs.","นักวิเคราะห์ของ Morgan Stanley เชื่อว่าการปะทะคารมต่อหน้าสาธารณชนของ Elon Musk กับ Donald Trump เป็นกลยุทธ์ที่คำนวณมาแล้วซึ่งเชื่อมโยงกับความกังวลเรื่องหนี้สินของสหรัฐฯ ซึ่งน่าจะเพิ่มความผันผวนให้กับหุ้น Tesla แม้จะมีความผันผวนที่คาดการณ์ไว้และความเชื่อมั่นเชิงลบที่อาจเกิดขึ้นนี้ Morgan Stanley ยังคงย้ำถึงแนวโน้มระยะยาวที่เป็นบวก, Overweight rating และ $410 price target สำหรับ Tesla โดยอ้างถึงจุดแข็งในด้าน AI และด้านอื่นๆ นอกเหนือจาก EVs แบบดั้งเดิม"
