publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-05-29,10:18,TSX lower after NVIDIA earnings and Trump tariff blockage By Investing.com,https://www.investing.com/news/stock-market-news/tsx-lower-after-nvidia-earnings-and-trump-tariff-blockage-4070832,Neutral,5,"Canada's main stock index (TSX) pared initial gains and turned slightly lower, influenced by mixed reactions to NVIDIA's earnings report and a temporary blockage of Trump's tariffs by a US court. US stock indexes, however, jumped at the open, while oil prices fell and gold rose amidst the varied economic data and policy news.",ดัชนีหุ้นหลักของแคนาดา (TSX) ลดช่วงบวกในตอนแรกและปรับตัวลงเล็กน้อย โดยได้รับอิทธิพลจากปฏิกิริยาที่หลากหลายต่อรายงานผลประกอบการของ NVIDIA และการระงับภาษีของ Trump ชั่วคราวโดยศาลของสหรัฐฯ อย่างไรก็ตาม ดัชนีหุ้นของสหรัฐฯ พุ่งขึ้นเมื่อเปิดตลาด ในขณะที่ราคาน้ำมันลดลงและราคาทองคำสูงขึ้นท่ามกลางข้อมูลเศรษฐกิจและข่าวสารนโยบายที่หลากหลาย
2025-05-29,09:48,NVIDIA CEO Huang said these four positive surprises are ’turbocharging’ AI growth By Investing.com,https://www.investing.com/news/stock-market-news/nvidia-ceo-huang-said-these-four-positive-surprises-are-turbocharging-ai-growth-4070732,Positive,5,"NVIDIA CEO Jensen Huang identified four positive trends accelerating AI growth: exponential demand for reasoning AI, the rescinding of the AI diffusion rule, the readiness of enterprise AI driven by agentic AI, and the growth of industrial AI linked to global manufacturing onshoring. He stated these factors are ""turbocharging"" AI growth.","Jensen Huang, CEO ของ NVIDIA ได้ระบุถึง 4 แนวโน้มเชิงบวกที่กำลังเร่งการเติบโตของ AI ได้แก่ ความต้องการแบบทวีคูณสำหรับ reasoning AI, การยกเลิกกฎ AI diffusion rule, ความพร้อมของ enterprise AI ที่ขับเคลื่อนโดย agentic AI และการเติบโตของ industrial AI ที่เชื่อมโยงกับการย้ายฐานการผลิตกลับประเทศทั่วโลก (global manufacturing onshoring) เขากล่าวว่าปัจจัยเหล่านี้กำลัง ""turbocharging"" การเติบโตของ AI"
2025-05-29,08:42,Edgewater Comments on NVIDIA By Investing.com,https://www.investing.com/news/assorted/edgewater-comments-on-nvidia-432SI-4070347,Neutral,1,The provided text consists solely of risk disclosures and disclaimers from Investing.com regarding the risks of trading financial instruments and cryptocurrencies. It warns that data may not be real-time or accurate and disclaims liability for trading losses.,ข้อความที่ให้มาประกอบด้วยการเปิดเผยความเสี่ยงและข้อจำกัดความรับผิดชอบจาก Investing.com เกี่ยวกับความเสี่ยงของการซื้อขาย financial instruments และ cryptocurrencies โดยเตือนว่าข้อมูลอาจจะไม่ใช่ real-time หรือถูกต้อง และปฏิเสธความรับผิดชอบต่อการขาดทุนจากการซื้อขาย
2025-05-29,08:37,U.S. economy contracted by slightly less than expected in first quarter By Investing.com,https://www.investing.com/news/economic-indicators/us-economy-contracted-by-slightly-less-than-expected-in-first-quarter-4070292,Negative,5,"The U.S. economy contracted by 0.2% in the first quarter, a slightly smaller decline than the initial estimate, but still reflecting a slowdown from the previous quarter. The contraction was influenced by factors like increased imports and decreased government spending, while analysts note ongoing economic weakness, rising price pressures, and subdued growth forecasts for the second quarter.",เศรษฐกิจของ U.S. หดตัวลง 0.2% ในไตรมาสแรก ซึ่งเป็นการลดลงที่น้อยกว่าประมาณการเบื้องต้นเล็กน้อย แต่ยังคงสะท้อนถึงการชะลอตัวจากไตรมาสก่อนหน้า การหดตัวได้รับอิทธิพลจากปัจจัยต่างๆ เช่น การนำเข้าที่เพิ่มขึ้นและการใช้จ่ายของภาครัฐที่ลดลง ในขณะที่นักวิเคราะห์สังเกตเห็นความอ่อนแอทางเศรษฐกิจที่ยังคงมีอยู่ แรงกดดันด้านราคาที่สูงขึ้น และการคาดการณ์การเติบโตที่ซบเซาสำหรับไตรมาสที่สอง
2025-05-29,07:01,Court ruling may not spark lasting rally in S&P 500: Barclays By Investing.com,https://www.investing.com/news/stock-market-news/court-ruling-may-not-spark-lasting-rally-in-sp-500-barclays-4069892,Neutral,5,"A U.S. court ruling striking down key tariffs initially caused the S&P 500 to rally, but Barclays warns this move may not lead to a sustained improvement in risk appetite. The firm highlights potential complications such as policy uncertainty, lost tariff revenue, and impacts on fiscal planning as reasons the ruling is not a catalyst for a lasting rally.","คำตัดสินของศาล U.S. ที่ยกเลิก tariffs หลักๆ ในตอนแรกทำให้ S&P 500 ปรับตัวสูงขึ้น แต่ Barclays เตือนว่าการเคลื่อนไหวนี้อาจไม่ได้นำไปสู่การปรับปรุงอย่างยั่งยืนใน risk appetite บริษัทเน้นย้ำถึงความซับซ้อนที่อาจเกิดขึ้น เช่น policy uncertainty, รายได้จาก tariff ที่สูญเสียไป และผลกระทบต่อ fiscal planning ว่าเป็นเหตุผลที่คำตัดสินนี้ไม่ใช่ catalyst สำหรับการปรับตัวสูงขึ้นที่ยั่งยืน"
2025-05-29,06:07,Not just Nvidia: These lesser-known names are also up 5%+ on AI optimism By Investing.com,https://www.investing.com/news/stock-market-news/not-just-nvidia-these-lesserknown-names-are-also-up-5-on-ai-optimism-4069694,Positive,4,"The article highlights that several stocks besides Nvidia are seeing significant gains driven by AI optimism, with some rising over 5% in premarket trading and others showing substantial gains over the past month. It presents these stocks as successful examples from Investing.com's ProPicks AI service, which it claims has significantly outperformed the S&P 500.",บทความนี้เน้นว่ามีหุ้นหลายตัวนอกเหนือจาก Nvidia ที่กำลังเห็นผลกำไรที่สำคัญซึ่งขับเคลื่อนโดยความหวังเกี่ยวกับ AI โดยบางตัวเพิ่มขึ้นกว่า 5% ในการซื้อขายก่อนเปิดตลาด และตัวอื่นๆ แสดงให้เห็นถึงผลกำไรจำนวนมากในช่วงเดือนที่ผ่านมา บทความนี้นำเสนอหุ้นเหล่านี้เป็นตัวอย่างที่ประสบความสำเร็จจากบริการ ProPicks AI ของ Investing.com ซึ่งอ้างว่ามีผลการดำเนินงานที่เหนือกว่า S&P 500 อย่างมีนัยสำคัญ
2025-05-29,05:13,Tariff ruling fallout: 5 questions after Court rejects Trump policy By Investing.com,https://www.investing.com/news/economy-news/tariff-ruling-fallout-5-questions-after-court-rejects-trump-policy-4069598,Neutral,5,"A U.S. federal court has struck down former President Trump's use of the IEEPA for imposing tariffs, ruling the legal requirements were not met and nullifying several tariffs. The article then details analyst Jefferies' perspective on the fallout, outlining five key questions regarding potential Supreme Court appeals, alternative tariff methods, budget impacts, and international reactions.","ศาลรัฐบาลกลางของสหรัฐฯ ได้ยกเลิกการใช้ IEEPA ของอดีตประธานาธิบดี Trump ในการกำหนด tariffs โดยตัดสินว่าข้อกำหนดทางกฎหมายไม่เป็นไปตามเกณฑ์ และทำให้ tariffs หลายรายการเป็นโมฆะ จากนั้นบทความได้ให้รายละเอียดเกี่ยวกับมุมมองของนักวิเคราะห์ Jefferies เกี่ยวกับผลกระทบ โดยสรุปคำถามสำคัญ 5 ข้อเกี่ยวกับ potential Supreme Court appeals, alternative tariff methods, budget impacts และ international reactions ที่อาจเกิดขึ้น"
2025-05-29,04:03,US court blocks most tariff hikes but Trump may revive them using other powers: GS By Investing.com,https://www.investing.com/news/economy-news/us-court-blocks-most-tariff-hikes-but-trump-may-revive-them-using-other-powers-gs-4069395,Neutral,5,"A US court blocked $200 billion in tariff hikes imposed under IEEPA, ruling the administration exceeded its authority. However, the administration is appealing and is expected to quickly reimpose similar tariffs using alternative trade laws like Sections 122 and 301, according to Goldman Sachs, who anticipate no material change in overall tariff levels.",ศาลของ US ได้ระงับการขึ้นภาษีจำนวน $200 billion ที่บังคับใช้ภายใต้ IEEPA โดยตัดสินว่ารัฐบาลบริหารใช้อำนาจเกินขอบเขต อย่างไรก็ตาม รัฐบาลบริหารกำลังยื่นอุทธรณ์และคาดว่าจะบังคับใช้ภาษีที่คล้ายกันอย่างรวดเร็วโดยใช้กฎหมายการค้าทางเลือกอื่น ๆ เช่น Sections 122 และ 301 ตามที่ Goldman Sachs กล่าว ซึ่งคาดว่าจะไม่มีการเปลี่ยนแปลงอย่างมีนัยสำคัญในระดับภาษีโดยรวม
2025-05-29,03:38,"Court ruling on tariffs, U.S. futures, Nvidia",https://www.investing.com/news/economy-news/court-ruling-on-tariffs-us-futures-nvidia--whats-moving-markets-4069342,Positive,5,"U.S. stock futures surged after a court ruled President Trump's broad tariffs invalid and Nvidia reported better-than-expected earnings with a smaller-than-feared hit from China restrictions. This news boosted investor optimism across the market, leading to premarket gains for Nvidia and higher crude oil prices.",สัญญาซื้อขายล่วงหน้าหุ้นของ U.S. พุ่งสูงขึ้นหลังจากศาลตัดสินว่าภาษีที่กว้างขวางของ President Trump ไม่ถูกต้อง และ Nvidia รายงานผลประกอบการที่ดีเกินคาดการณ์ โดยได้รับผลกระทบน้อยกว่าที่คาดจากข้อจำกัดของจีน ข่าวดังกล่าวช่วยเพิ่มความเชื่อมั่นของนักลงทุนทั่วทั้งตลาด ส่งผลให้ Nvidia มีกำไรก่อนเปิดตลาด และราคาน้ำมันดิบสูงขึ้น
2025-05-29,02:02,Bitcoin price today: flat at $107.6k as Trump tariff block spurs limited cheer By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-down-to-107k-as-trump-tariff-block-spurs-limited-cheer-4069240,Neutral,5,"Bitcoin price remained largely flat around $107.6k, pressured by sustained profit-taking after recent record highs. Positive news, such as a court ruling against Trump's tariffs and GameStop's $500 million Bitcoin purchase, did little to significantly boost crypto prices, which lagged broader market gains.",ราคา Bitcoin ยังคงทรงตัวอยู่ที่ประมาณ $107.6k โดยได้รับแรงกดดันจากการขายทำกำไรอย่างต่อเนื่องหลังจากราคาสูงสุดเป็นประวัติการณ์เมื่อเร็วๆ นี้ ข่าวดี เช่น คำตัดสินของศาลต่อต้าน tariffs ของ Trump และการซื้อ Bitcoin มูลค่า $500 million ของ GameStop ไม่ได้ช่วยกระตุ้นราคา crypto อย่างมีนัยสำคัญ ซึ่งยังคงตามหลังผลกำไรของตลาดในวงกว้าง
