ticker,publish_date,publish_time,title,url,sentiment,importance,summary,translate
GOOGL,2025-06-02,07:36,"Meta aims to fully automate advertising with AI by 2026, WSJ reports By Reuters",https://www.investing.com/news/stock-market-news/meta-aims-to-fully-automate-advertising-with-ai-by-2026-wsj-reports-4075414,Positive,5,"Meta Platforms aims to fully automate ad creation and targeting using AI by the end of 2025, according to a WSJ report. This initiative will allow brands to generate complete ad campaigns from basic inputs and personalize them in real-time, positioning Meta's platform as a more efficient ""one-stop shop"" for advertisers.","จากรายงานของ WSJ, Meta Platforms ตั้งเป้าที่จะทำให้การสร้างโฆษณาและการกำหนดเป้าหมายเป็นไปโดยอัตโนมัติอย่างเต็มรูปแบบโดยใช้ AI ภายในสิ้นปี 2025 โครงการริเริ่มนี้จะช่วยให้แบรนด์ต่างๆ สามารถสร้างแคมเปญโฆษณาที่สมบูรณ์ได้จากข้อมูลพื้นฐาน และปรับเปลี่ยนให้เป็นแบบเฉพาะบุคคลได้แบบเรียลไทม์ ซึ่งเป็นการวางตำแหน่งแพลตฟอร์มของ Meta ให้เป็น ""one-stop shop"" ที่มีประสิทธิภาพมากขึ้นสำหรับผู้ลงโฆษณา"
GOOGL,2025-06-02,05:48,Tesla and ’Magnificent Seven’ stocks dip in premarket amid trade tensions By Investing.com,https://www.investing.com/news/stock-market-news/tesla-and-magnificent-seven-stocks-dip-in-premarket-amid-trade-tensions-93CH-4074950,Positive,4,"Tesla and most 'Magnificent Seven' stocks, including Nvidia, Meta, Amazon, Apple, and Microsoft, dipped in premarket trading due to global trade tensions and geopolitical uncertainties, which also affected US stock futures. However, Alphabet (GOOGL), also part of the group, saw a rise in its premarket trading.","หุ้น Tesla และหุ้นส่วนใหญ่ในกลุ่ม 'Magnificent Seven' ซึ่งรวมถึง Nvidia, Meta, Amazon, Apple และ Microsoft ปรับตัวลดลงในการซื้อขายก่อนเปิดตลาด เนื่องจากความตึงเครียดทางการค้าระดับโลกและความไม่แน่นอนทางภูมิรัฐศาสตร์ ซึ่งส่งผลกระทบต่อ US stock futures ด้วย อย่างไรก็ตาม Alphabet (GOOGL) ซึ่งเป็นส่วนหนึ่งของกลุ่มเช่นกัน กลับมีราคาเพิ่มขึ้นในการซื้อขายก่อนเปิดตลาด"
GOOGL,2025-06-02,05:14,Google says it will appeal online search antitrust decision By Reuters,https://www.investing.com/news/stock-market-news/google-says-it-will-appeal-online-search-antitrust-decision-4074869,Negative,5,"Google announced it will appeal a federal judge's antitrust decision finding it had an illegal monopoly in online search. The company stated it believes the original decision was wrong and looks forward to the appeal, despite the judge proposing less aggressive remedies than antitrust enforcers.",Google ประกาศว่าจะยื่นอุทธรณ์คำตัดสินต่อต้านการผูกขาดของศาลรัฐบาลกลางที่ตัดสินว่าบริษัทมีอำนาจผูกขาดที่ผิดกฎหมายในการค้นหาออนไลน์ The company กล่าวว่าเชื่อว่าคำตัดสินเดิมนั้นผิดพลาด และตั้งตารอการอุทธรณ์ แม้ว่าผู้พิพากษาจะเสนอแนวทางการแก้ไขที่ไม่รุนแรงเท่ากับผู้บังคับใช้กฎหมายต่อต้านการผูกขาดก็ตาม
GOOGL,2025-06-01,22:14,"China robotaxis, Indian pharma among hedge fund top picks at Sohn Hong Kong By Reuters",https://www.investing.com/news/stock-market-news/china-robotaxis-indian-pharma-among-hedge-fund-top-picks-at-sohn-hong-kong-4074516,Neutral,1,"The article reports on hedge funds' top investment ideas revealed at the Sohn Hong Kong conference, featuring diverse picks like Chinese robotaxis, Indian pharmaceuticals, and Korean nuclear plant builders. It highlights a trend towards geographical diversification among investors seeking to counter market uncertainties.","บทความรายงานเกี่ยวกับแนวคิดการลงทุนชั้นนำของ hedge funds ที่เปิดเผยในงาน Sohn Hong Kong conference โดยนำเสนอตัวเลือกที่หลากหลาย เช่น Chinese robotaxis, Indian pharmaceuticals และผู้สร้างโรงไฟฟ้านิวเคลียร์ของเกาหลี โดยเน้นถึงแนวโน้มไปสู่การกระจายความเสี่ยงทางภูมิศาสตร์ในหมู่นักลงทุนที่ต้องการตอบโต้ความไม่แน่นอนของตลาด"
GOOGL,2025-06-01,10:32,Anthropic’s Claude 4: A new frontier for code? By Investing.com,https://www.investing.com/news/company-news/anthropics-claude-4-a-new-frontier-for-code-4074464,Positive,4,"The article details the release of Anthropic's Claude 4 models, Opus 4 and Sonnet 4, highlighting their significant advancements in AI capabilities, particularly in coding and autonomous tasks. It discusses their strong benchmark performance compared to competitors, positive user feedback, enterprise adoption, and Anthropic's continued emphasis on safety.","บทความนี้ให้รายละเอียดเกี่ยวกับการเปิดตัว Claude 4 models ของ Anthropic ได้แก่ Opus 4 และ Sonnet 4 โดยเน้นถึงความก้าวหน้าครั้งสำคัญในด้าน AI capabilities โดยเฉพาะอย่างยิ่งในด้าน coding และ autonomous tasks นอกจากนี้ยังกล่าวถึง benchmark performance ที่แข็งแกร่งเมื่อเทียบกับคู่แข่ง, positive user feedback, enterprise adoption และการที่ Anthropic ยังคงให้ความสำคัญกับ safety อย่างต่อเนื่อง"
GOOGL,2025-06-01,04:00,What is the best cruise brand? By Investing.com,https://www.investing.com/news/stock-market-news/what-is-the-best-cruise-brand-4070442,Neutral,1,"Bernstein analysts ranked global cruise brands based on over 200,000 guest reviews, finding Royal Caribbean leads overall and in the mainstream segment. The analysis details performance across mainstream, premium, and luxury categories for major players like Royal Caribbean, Carnival, and others, highlighting variations in guest satisfaction by brand and ship class.","นักวิเคราะห์จาก Bernstein จัดอันดับแบรนด์เรือสำราญระดับโลกโดยอิงจากรีวิวของแขกกว่า 200,000 ราย พบว่า Royal Caribbean เป็นผู้นำโดยรวมและในกลุ่ม mainstream การวิเคราะห์นี้ให้รายละเอียดเกี่ยวกับประสิทธิภาพในกลุ่ม mainstream, premium และ luxury สำหรับผู้เล่นรายใหญ่ เช่น Royal Caribbean, Carnival และอื่นๆ โดยเน้นถึงความแตกต่างในความพึงพอใจของแขกตามแบรนด์และ ship class"
GOOGL,2025-05-31,11:42,Google says it will appeal online search antitrust decision By Reuters,https://www.investing.com/news/stock-market-news/google-says-it-will-appeal-online-search-antitrust-decision-4074195,Negative,5,"Google announced it will appeal a federal judge's antitrust decision finding it had an illegal monopoly in online search. The company stated it believes the original decision was wrong and looks forward to the appeal, despite the judge proposing less aggressive remedies than antitrust enforcers.",Google ประกาศว่าจะยื่นอุทธรณ์คำตัดสินต่อต้านการผูกขาดของศาลรัฐบาลกลางที่ตัดสินว่าบริษัทมีอำนาจผูกขาดที่ผิดกฎหมายในการค้นหาออนไลน์ The company กล่าวว่าเชื่อว่าคำตัดสินเดิมนั้นผิดพลาด และตั้งตารอการอุทธรณ์ แม้ว่าผู้พิพากษาจะเสนอแนวทางการแก้ไขที่ไม่รุนแรงเท่ากับผู้บังคับใช้กฎหมายต่อต้านการผูกขาดก็ตาม
GOOGL,2025-05-30,16:02,Exclusive-Anthropic hits $3 billion in annualized revenue on business demand for AI By Reuters,https://www.investing.com/news/stock-market-news/exclusiveanthropic-hits-3-billion-in-annualized-revenue-on-business-demand-for-ai-4073600,Positive,4,"AI developer Anthropic has reached $3 billion in annualized revenue, a significant increase driven by strong business demand for its AI models, particularly for code generation. This rapid growth is highlighted as an early validation of generative AI's use in the enterprise sector.",นักพัฒนา AI อย่าง Anthropic มียอดรายได้ต่อปีถึง 3 พันล้านดอลลาร์ ซึ่งเป็นการเพิ่มขึ้นอย่างมากเนื่องจากความต้องการทางธุรกิจที่แข็งแกร่งสำหรับ AI models ของบริษัท โดยเฉพาะอย่างยิ่งสำหรับการสร้าง code การเติบโตอย่างรวดเร็วนี้ถูกเน้นว่าเป็นเครื่องพิสูจน์เบื้องต้นถึงการใช้งาน generative AI ในภาค enterprise
GOOGL,2025-05-30,08:25,BofA takes a closer look at what active managers are doing in markets right now By Investing.com,https://www.investing.com/news/stock-market-news/bofa-takes-a-closer-look-at-what-active-managers-are-doing-in-markets-right-now-4072708,Neutral,4,"According to BofA Global Research, active fund managers are significantly shifting portfolios, reducing Energy exposure while increasing positions in Consumer Staples and quality stocks. They are heavily overweighting Communication Services, where Alphabet (GOOGL) and Meta are widely owned, and underweighting Information Technology.",จากข้อมูลของ BofA Global Research ผู้จัดการกองทุน active กำลังปรับเปลี่ยน portfolios อย่างมีนัยสำคัญ โดยลด exposure ใน Energy ในขณะที่เพิ่ม positions ใน Consumer Staples และหุ้นคุณภาพ พวกเขากำลัง overweighting ใน Communication Services อย่างมาก ซึ่ง Alphabet (GOOGL) และ Meta เป็นที่นิยม และ underweighting ใน Information Technology
GOOGL,2025-05-30,07:29,German cabinet member proposes 10% tax on big tech firms By Investing.com,https://www.investing.com/news/stock-market-news/german-cabinet-member-proposes-10-tax-on-big-tech-firms-93CH-4072545,Negative,4,"A German cabinet member has proposed a new 10% tax on major internet platforms like Google and Meta, citing their significant business and profits in Germany with minimal tax contributions. The minister is drafting legislation for this tax, which could increase trade tensions.",รัฐมนตรีคณะรัฐมนตรีเยอรมันได้เสนอภาษีใหม่ 10% สำหรับแพลตฟอร์มอินเทอร์เน็ตขนาดใหญ่อย่าง Google และ Meta โดยอ้างถึงธุรกิจและผลกำไรจำนวนมากในเยอรมนี แต่มีการจ่ายภาษีน้อยมาก รัฐมนตรีกำลังร่างกฎหมายสำหรับภาษีนี้ ซึ่งอาจเพิ่มความตึงเครียดทางการค้า
