publish_date,publish_time,title,body_text,url
2025-05-28,10:26,TSX up slightly ahead of NVIDIA earnings By Investing.com,"Investing.com -- Canada’s main stock index was gaining marginally Wednesday ahead of NVIDIA Corp’s (NASDAQ: ) after-hours earnings release.

By 9:55 ET, the bellwether index was up 1.7 points or 0.1% in trading, following a near 1% gain Tuesday on easing trade fears.

Toronto’s was higher 28.5 points or 0.1% following the previous session, in which the index jumped 195.9 points or 0.75%.

Markets were bolstered Tuesday following U.S. President Donald Trump’s delay of tariffs on the EU, calming investors who saw heightening tensions leading to a trade war.

In the news, Trump once again called for Canada’s annexation as the ""51st state,"" proposing a cost of $61 billion for inclusion in the Golden Dome missile defense system unless the country complied, making the system free.

U.S. stocks muted

Trading in U.S. stock indexes was muted on Wednesday, as investors anticipated the semiconductor giant’s earnings report, which is expected to cause a 6% swing depending on results.

As of 10:05 ET, the fell 2.5 points or 0.04%, the dropped 6.1 points or 0.04, and the lost 7.4 points or 0.02%.

In yesterday’s trading, the S&P gained 2.1%, the 2.5%, and the Dow 1.8%, following Trump’s tariff delay.

NVIDIA earnings

Perhaps the most important earnings release of the quarter, investors will be eyeing semiconductor industry leader NVIDIA’s earnings report, set to be released post-4:00 ET. Current estimates have EPS coming in at $0.89 and revenues at $43.1 billion.

Key metrics to watch are margins, with NVIDIA’s currently set at around 71%. A decrease in margin could indicate growing competition and the effects of Trump’s trade war.

Investors will be eager to hear CEO Jensen Huang speak on the company’s earnings call, as he has called for a lifting of restrictions on selling recent chips to China. The company’s outlook in China and in general should be the most important driver of stock movement.

Crude Oil prices gain

Oil prices rose in Wednesday’s trading, as concerns over potential new sanctions on Russia raised supply disruption fears.

By 10:20 ET, was higher by 1.7%, pricing in at $61.91 a barrel, while rose 1.4% to $64.44 per barrel.

The Organization of Petroleum Exporting Countries and allies, collectively known as OPEC+, are weighing the possibility of another production boost at their upcoming meeting this weekend.

muted

Gold traded softly on Wednesday.

At 10:20 ET, Gold Spot gained 0.2% to $3,307.26/oz, while Gold Futures traded higher by 0.2%, pricing in at $3,332.84/oz.

(Peter Nurse also contributed to this article)",https://www.investing.com/news/stock-market-news/tsx-up-slightly-ahead-of-nvidia-earnings-4068183
2025-05-28,09:58,This is what matters most for today’s Nvidia earnings print: Mizuho By Investing.com,"Investing.com -- As Nvidia (NASDAQ: ) gears up to report earnings, Mizuho said investors are focusing less on this quarter’s guidance and more on long-term momentum tied to Blackwell and China updates.

“The clear conclusion from buyside feedback is: July qtr guide matters a lot less vs normal due to expected lost H20 revs in China,” the firm wrote.

Instead, “what will matter much more for stock and investor sentiment will be CEO / CFO commentary on call about a potential ramp in Blackwell GB200 rack system output and acceleration of rev-recog into Oct qtr onward.”

Mizuho flagged that despite a 23% rally since April 1, Nvidia shares are “essentially the exact same price as mid-June of last year,” making it a potential “catch-up trade” if the company can deliver anything above expectations on outlook, Blackwell, or new China revenues.

The firm’s analysts also said they are “starting to worry a bit with stock up so much past few weeks into the print... at upper $130 price level, the set-up definitely feels tougher vs the $100-110 level.”

Still, they added, “Gun to head, I would rather be long vs short the stock today into the print.”

Among the key drivers post-earnings are expected to be investor sentiment around the new B20 China GPU, seen as a potential offset to H20 losses; confirmation that gross margins are trending back toward “mid 70s in a few quarters,” and increased confidence in a 2H ramp for Blackwell.

Mizuho added, “Buyside EPS whisper for FY27 hearing $6,” with investors eyeing a 25–30x P/E range for valuation.",https://www.investing.com/news/stock-market-news/this-is-what-matters-most-for-todays-nvidia-earnings-print-mizuho-4068117
2025-05-28,09:36,Goldman Sachs makes the strategic case for gold and oil in long-run portfolios By Investing.com,"Investing.com -- Goldman Sachs made the case for long-term investors to reconsider the roles of gold and oil in their portfolios, citing their historical effectiveness as hedges against inflation shocks and systemic risks.

In a recent note titled The Strategic Case for Gold and Oil in Long-Run Portfolios, Goldman Sachs analysts recommend a “higher-than-usual allocation to gold” and a “lower-than-usual allocation to oil” over a five-year horizon.

According to Goldman Sachs, “positive long-run allocations to gold and enhanced oil futures are optimal for investors seeking to minimize risk or tail losses for a given return.”

The bank highlights that gold serves as a hedge against waning fiscal and central bank credibility, while oil can protect against negative supply shocks.

Historically, “during any 12-month period when real returns were negative for both stocks and bonds, either oil or gold have delivered positive real returns.”

The call to overweight gold is based on two primary factors: “the high risk of shocks to U.S. institutional credibility (e.g., fiscal expansion, pressure on the Fed), and the central bank demand boost to gold.”

In contrast, the underweight recommendation for oil is driven by near-term supply dynamics. “High spare capacity... reduces the risk of 2025-2026 shortages,” Goldman wrote.

However, the bank also noted that “a sharp slowdown in non-OPEC supply growth from 2028 raises the risk of oil inflation shocks down the road,” justifying a continued, albeit limited, strategic allocation.

For tactical portfolios with a shorter time frame of zero to two years, Goldman recommends using “oil puts (or put spreads) to hedge against ongoing recession risks and to benefit from increasing oil supply.”",https://www.investing.com/news/commodities-news/goldman-sachs-makes-the-strategic-case-for-gold-and-oil-in-longrun-portfolios-4068042
2025-05-28,09:22,Tempus AI stock sinks following Spruce Point short report By Investing.com,"Investing.com -- Shares of Tempus AI (NASDAQ: TEM) tumbled 4% after the company was targeted in a short-seller report by Spruce Point. The report raised serious concerns about the integrity of Tempus AI’s product, the credibility of its management, and its financial reporting practices.

The Spruce Point report, which follows a forensic review of the precision medicine solutions company, criticized Tempus AI for the minimal revenue generated from its AI Applications product line, suggesting a disconnect between the company’s branding and its financial reality. In 2024, AI-related revenue was reported to be just $12.4 million, less than 2% of the company’s total revenue of $693.4 million. The prior year, AI revenue was only $5.5 million.

Moreover, the report highlighted concerns over Tempus AI’s leadership, noting CEO Eric Lefkofsky’s history with companies that experienced financial scandals, including bankruptcies and restatements. It also questioned the company’s partnerships and joint ventures, suggesting potential round-tripped sales and related party deals.

The report further scrutinized Tempus AI’s billing practices, indicating aggressive use of billing code 81479, known for minimal oversight and a high risk of abuse. This tactic could inflate revenue at the expense of patient care, with the report suggesting that Tempus AI and its acquired entity, Ambry, may prioritize revenue over clinical necessity.

In conclusion, Spruce Point warned investors of the company’s reliance on perceived equity value, aggressive accounting, and unsustainable practices. They projected a 50% – 60% potential downside risk to Tempus AI’s share price, advising extreme caution and close scrutiny of the company’s public statements. The sell-side consensus price target stands at $66.82 per share, which implies a mere 1% upside potential.

Investors reacted to the report by selling off shares, reflecting the market’s concern over the allegations made by Spruce Point.",https://www.investing.com/news/stock-market-news/tempus-ai-stock-sinks-following-spruce-point-short-report-4068011
2025-05-28,09:17,"GameStop pulls the trigger, discloses $513 million Bitcoin investment By Investing.com","Investing.com -- GameStop Corp (NYSE: ) shares climbed over 2%, but pared back some gains premarket Wednesday, after the video game retailer disclosed a $513 million investment in bitcoin, a significant step in its strategy to diversify assets and strengthen its balance sheet. The company announced the acquisition of approximately 4,710 bitcoins in a regulatory filing, though it did not detail the timing of the purchases.

This marks GameStop’s first direct foray into cryptocurrency holdings since it signaled its intent to invest in digital assets earlier this year. The move echoes a growing trend among corporations looking to incorporate alternative asset classes amid persistent macroeconomic uncertainty.

The decision follows Bitcoin’s recent surge, with the world’s largest cryptocurrency trading between $107,000 and $112,000 over the past week, hitting a record high at $111,953.6. As digital assets gain broader acceptance, companies such as GameStop are exploring strategic exposure in efforts to hedge against inflation and position for long-term returns.

The purchase closely mirrors the approach of MicroStrategy Incorporated (NASDAQ: ), a former software firm that has evolved into a bitcoin-heavy investment vehicle. GameStop appears to be following a similar path as it attempts to reinvent its corporate identity beyond its traditional retail footprint.

The investment in bitcoin comes amid broader efforts by GameStop to recalibrate its operations after years of volatility. The company has emphasized digital growth, including initiatives to enhance its e-commerce platform and capitalize on consumer trends shifting away from physical game sales.

While the company has not disclosed the precise period during which the bitcoin purchases occurred, the filing aligns with guidance offered in March. At the time, GameStop indicated its intention to explore digital asset exposure as part of a renewed strategic alignment.

As traditional and digital asset markets continue to intersect, GameStop’s pivot highlights the increasing willingness of public companies to embrace non-conventional avenues for growth. The stock is now up 1.5% premarket, as investors weigh the risks and rewards of GameStop’s evolving business.",https://www.investing.com/news/stock-market-news/gamestop-pulls-the-trigger-discloses-513-million-bitcoin-investment-4067988
2025-05-28,09:09,Estee Lauder’s AVEDA launches in Amazon Premium Beauty store By Investing.com,"Estee Lauder ’s (NYSE: ) AVEDA, a purpose-driven pioneer of plant-powered, high-performance beauty announces its debut in the U.S. Amazon (NASDAQ: ) Premium Beauty store, bringing its assortment of vegan hair, skin, body and lifestyle products to new consumers across the country.

“With the launch of AVEDA in the U.S. Amazon Premium Beauty store, we’re not only introducing more people to the world of AVEDA but also highlighting our incredible network of salons,” said Shane Wolf, President AVEDA & Hair Care. “This new online experience gives a glimpse into our world of high performance, vegan hair care for all – from new innovations to iconic classics.”

Amazon customers can shop a wide selection of AVEDA products, including its best-selling franchises Botanical Repair™ for bond building and repair, Invati Ultra Advanced™ for thinning hair concerns, and Be Curly Advanced™ for targeted care for curls, coils and waves. Shoppers can also explore signature aroma collections like Shampure™, Rosemary Mint and Cherry Almond, must-have body care essentials like Hand Relief™ and styling offerings like the Aveda Wooden Paddle Brush.

AVEDA’s U.S. Amazon Premium Beauty store features an immersive Hair Care Guide – an educational experience page created in partnership with salon professionals from the AVEDA network. This guide includes videos, product highlights, and storytelling to help consumers recreate their salon style at home.

Since its founding, AVEDA has been guided by its mission to care for the world. AVEDA is a proudly vegan, Leaping Bunny Approved, certified B Corporation, that raises awareness and funds for clean water initiatives worldwide. AVEDA prioritizes care for the “whole you,” combining modern science and the ancient art of Ayurveda to provide holistic, ritual based products and services that meet the needs of consumers and professionals alike.",https://www.investing.com/news/assorted/estee-lauders-aveda-launches-in-amazon-premium-beauty-store-432SI-4067926
2025-05-28,06:42,Wells Fargo: Time to trim U.S. small caps after recent rally By Investing.com,"Investing.com -- Wells Fargo analysts believe it is time for investors to reduce their exposure to U.S. small-cap equities following a strong rebound since early April.

“U.S. Small Cap Equities have performed on par with U.S. Large Cap Equities since the market bottomed on April 8,” the firm wrote, with both categories rising about 20% from April 8 through May 20.

The rally has been fueled by “the abatement of tariff fears; better-than-expected economic data; and an all-around solid earnings season,” according to Wells Fargo.

These factors have “reinvigorated market sentiment around U.S. Small Cap Equities.”

“We view the recent rally in U.S. Small Cap Equities as an attractive opportunity to trim the asset class back to recommended portfolio allocations,” added the bank.

Still, the firm maintains a neutral tactical rating on the asset class, cautioning that the rally may not be sustainable.

“It remains the case that tariffs have been more aggressive than we initially thought,” Wells Fargo warned, adding that “earnings revisions continue to deteriorate on higher-than-expected interest rates and tariff rates.”

While positives like “looming deregulation, lower short-term interest rates and a cyclical recovery in late 2025 into 2026” are supportive of small caps, these are balanced by persistent macro headwinds, according to Wells Fargo.

Given this environment, the bank recommends reallocating from small caps to other areas. “We continue to favor U.S. Large Cap and U.S. Mid Cap Equities,” the analysts wrote. “We would use this opportunity to trim small cap holdings back to long term target allocations, and reallocate into large- and mid-cap equities.”",https://www.investing.com/news/stock-market-news/wells-fargo-time-to-trim-us-small-caps-after-recent-rally-4067178
2025-05-28,06:21,Barclays sees upside in stocks as re-risking stays subdued By Investing.com,"Investing.com -- Barclays believes the path of least resistance for equities is still higher, supported by muted re-risking, resilient earnings, and favorable liquidity conditions.

Despite a market rebound in recent weeks, the firm notes that “mutual funds inflows stalled in May,” while hedge funds and CTAs remain “under-exposed to equities.”

According to Barclays, “retail buying showed only a modest pickup,” and although allocation to equities remains high, investor sentiment is cautious.

As a result, “systematic buying may help equities to keep grinding higher” as volatility stays contained.

The equity outlook is also being cushioned by improving fundamentals, according to the bank.

“Resilient earnings, a pick-up in buybacks activity and a steady rise in global M2 liquidity all favour equities,” Barclays said, even as concerns about U.S. debt sustainability temporarily flipped the equity-bond correlation negative.

Meanwhile, a rotation out of U.S. equities and into the rest of the world (RoW) appears to be gaining momentum.

“U.S. vs. RoW equity flows have started to turn and follow the dollar lower,” with global ex-U.S. equities “breaking out from their post-GFC range.”

While European investors haven’t sold U.S. assets aggressively, “U.S.-domiciled investors sold U.S. equities and bought into RoW equities last month.”

European equity demand “remains steady,” especially from domestic investors, and EM equities have also benefited from a weaker dollar. Japan saw equity inflows pick up, though fiscal concerns led to bond outflows.

Sector rotation trends are also said to suggest opportunity. “Cyclicals outperformed in May and saw inflows pick up,” Barclays said, while crowding remains low in EU exporters, autos, consumer cyclicals, energy, and AI plays.

Among the current market risks, Barclays lists potential “pain trades” as “higher equities, lower yields, higher USD, US>ROW, Cyclicals>Defensives, Growth>Value, and EU exporters>domestics.”",https://www.investing.com/news/stock-market-news/barclays-sees-upside-in-stocks-as-rerisking-stays-subdued-4067114
2025-05-28,03:48,"Nvidia earnings, new Stellantis CEO, Japanese bond auction","Investing.com - U.S. stock futures retreated slightly Wednesday ahead of key earnings from Nvidia, the tech giant which has been one of the main beneficiaries of the AI craze. Stellantis has appointed a new chief executive, and a poorly-received Japanese bond auction has raised concerns over demand for long-dated paper.

1. Nvidia’s quarterly earnings loom large

The marquee event Wednesday will be the release of quarterly earnings from Nvidia (NASDAQ: ), with the chip giant widely seen as a bellwether for the tech industry.

Nvidia releases its first-quarter results after the close, and is expected to report a 66% surge in revenue to just over $43 billion for the three months to April 31, both up substantially from last year.

The company is expected to have benefited greatly from sustained demand as Wall Street’s so-called AI hyperscalers continued to pour billions into data centers and cloud infrastructure.

That said, the focus is likely to be on Nvidia’s outlook, especially as the company grapples with stricter U.S. controls on chip sales to China. Uncertainty surrounding this major market looms large even as a pullback in other regulations is set to open up new markets.

A shift towards AI inference from training, which is less data intensive, as well as increased interest in less demanding AI models, also stand to dampen future chip demand.

Nvidia’s shares have tended to underperform after the company’s earnings over the past three quarters, given lofty expectations, and traders are bracing for industry-wide volatility, with defensive options contracts on a major semiconductor ETF drawing heavy attention.

2. U.S. futures slip ahead of Nvidia’s release

U.S. stock futures slipped slightly lower Wednesday, handing back some of the previous session’s strong gains ahead of the release of quarterly earnings from AI darling Nvidia.

At 03:40 ET (07:40 GMT), the traded 9 points, or 0.2%, lower dropped 30 points, or 0.1%, and fell 70 points, or 0.2%.

The main average posted strong gains on Tuesday, after President Donald Trump announced the postponement of a 50% tariff on European Union imports to July 9.

The blue chip rallied more than 700 points, or 1.8%, the broad-based gained 2%, and the tech-heavy advanced roughly 2.5%.

Investors are awaiting results from tech giant Nvidia [see above], while there are also earnings due from the likes of Macy’s (NYSE: ), Abercrombie & Fitch (NYSE: ) and Dick’s Sporting Goods (F: ).

Investors will also keep an eye on the from the May Fed meeting, due later in the session, for clues of future monetary policy amid a period of economic uncertainty.

3. Japanese bond auction raises long-end concerns

Investors will also be watching developments in global bond markets after demand on Wednesday for Japan’s 40-year government bond auction was its lowest since November.

The auction’s bid-to-cover ratio, which gauges total bids against the amount of securities on offer, sank to 2.2 from 2.9 at the previous sale in March.

Long-end yields have surged worldwide in recent weeks on a heavy selloff in bonds as concern mounts over fiscal deficits, particularly in developed nations such as the U.S. and Japan.

The U.S. Treasury Department saw soft demand for a $16 billion sale of 20-year bonds last week, with investors worried about the country’s increasing debt burden as Congress debates a tax and spending bill that is expected to worsen the fiscal outlook.

It comes after Moody’s cut the United States’ sovereign rating from the top ""Aaa,"" adding to previous downgrades from Fitch Ratings and Standard & Poor’s.

Wednesday sees the auction of shorter-dated U.S. two-year floating rate and five-year notes, as well as a German auction of 15-year Federal bonds.

4. Stellantis appoints new CEO

Auto giant Stellantis (NYSE: ) has appointed Antonio Filosa as its new Chief Executive Officer, succeeding Carlos Tavares, who departed in December following a steep drop in profits and sales, which raised concerns over his leadership.

Filosa will also be proposed for election to the Board at an upcoming Extraordinary Shareholder Meeting. Until then, he has been granted full CEO authority to ensure a smooth transition.

“The Board selected Antonio Filosa to be CEO based on his proven track record of hands-on success during his more than 25 years in the automotive industry, the depth and span of his experience around the world, his unrivalled knowledge of the Company and his recognized leadership qualities,” Stellantis wrote in the announcement.

Filosa has held several key leadership roles within Stellantis, most recently as Chief Operating Officer of the Americas.

5. Supply concerns help crude prices higher

Oil prices edged higher Wednesday, as concerns over potential new sanctions on Russia raised supply disruption fears, although trading ranges are tight ahead of a pivotal OPEC+ meeting later this week.

At 03:40 ET, futures climbed 0.6% to $63.96 a barrel, and U.S. West Texas Intermediate crude futures rose 0.7% to $61.29 a barrel.

The Organization of Petroleum Exporting Countries and allies, collectively known as OPEC+, are weighing the possibility of another production boost at their upcoming meeting this weekend.

OPEC+ has been in the process of unwinding output cuts, announcing additions to the market in May and June.

As investors prepare for this increased supply, they also digested comments from U.S. President Donald Trump, who said that Russian President Vladimir Putin was “playing with fire”, and Trump is considering new sanctions against Russia.

This could put Russian energy flows at risk and disrupt the global oil supply.

Investors also await the American Petroleum Institute’s weekly , which has been delayed this week due to the U.S. Memorial Day holiday on Monday.

(Reuters contributed reporting.)",https://www.investing.com/news/economy-news/nvidia-earnings-new-stellantis-ceo-japanese-bond-auction--whats-moving-markets-4066692
2025-05-28,03:10,sell Nvidia ahead of earnings? Here’s what our AI model says By Investing.com,"Investing.com -- The moment the market has been holding its breath for is finally upon us. Today, after the market closes, AI powerhouse (NASDAQ: ) is set to report its fiscal Q126 earnings amid conflicting signals.

On the one hand, rising US export curbs due to high commercial tensions with China, as well as dwindling sales in the country, could weigh on the stock. On the other hand, however, a fairly low expectation in comparison to past quarters will likely leave the giant’s top and bottom lines within reach.

Against the volatile backdrop, we turned to our proprietary AI model for stock picking - available exclusively for InvestingPro members for less than $10 a month - for clues on whether it might be time to buy the stock ahead of its bombastic earnings report.

In fact, those who followed our AI’s picks since its launch in 2023 notched a game-changing 226.7% gain on Nvidia stock alone in the period that spanned from November 2023 to December 2024.

The stock was then dropped from our AI’s list in December and went on to move sideways for a full quarter, shedding -1.9% since.

During that period, our AI flagged other buys instead, which helped our users notch a massive 96.7% since launch, nearly doubling their money in less than two years and outpacing the broader by 57.96%.

Some of these other picks that rallied while Nvidia stalled are:

Microchip Technology (NASDAQ: ): 27.62%

Walt Disney Company (NYSE: ): 23.73%

MKS Instruments (NASDAQ: ): 22.79%

Axcelis Technologies (NASDAQ: ): 21.50%

Just to name a few...

Global investors also got their fair share of gains during the period, with names such as:

Thyssenkrupp (OTC: ) (Germany): 149.7%

Indra Sistemas (BME: ) SA (OTC: ): 112.18%

Iveco (BIT: ) (Italy): 96.47%

Now, with Nvidia earnings set for release tonight, our AI’s answer to whether this is the right time to buy the stock is not yet, for Nvidia is not part of our latest list of stock picks for May.

Does this mean that the stock will not do well in its earnings?

Well, not necesarily. What it really implies is that, according to a compilation of more than 150 investment-grade models, our AI found 15 other better bets for the month based on their fundamentals and chose them instead, signaling a better risk-return proposition for these stocks.

Subscribe here to see the full list of stocks now for less than $10 through this link.

*Already a Pro member? Then, jump straight to the picks here.

With the list for June on its way in just a few days, a good report on the fundamental side could also turn our AI model’s favor to the stock again.

Pro members get these picks first, with notifications on the first trading day of each month.

But how does our AI model actually work?

At the start of each month, our AI refreshes each strategy with up to 20 stock picks. These selections are based on a blend of more than 150 well-established financial models.

Some stocks are added, others stay on, and a few are dropped, reflecting how the AI evaluates their medium-term growth potential.

Performance is then tracked using equal weighting across all the stocks in the strategy. You don’t have to mirror that weighting exactly, but it gives a clear picture of how effective the model is at identifying opportunity across the board.

At the end of the day, stock picking is still a game of probabilities. But the key isn’t just finding winners—it’s knowing when to move on from the ones that no longer stack up.

Since launch, the model has done just that—delivering more than a few standout success stories along the way.

In fact, our backtests suggest that investors who follow the strategies over the long run will get even better results. See below:

Source: ProPicks

This means a $100K principal in our strategy would have turned into an eye-popping $2,168,000 by now.

And with the next monthly update for June right around the corner, now would be the perfect time to subscribe to InvestingPro and give yourself the upper hand before it’s too late.",https://www.investing.com/news/stock-market-news/is-it-time-to-buysell-nvidia-ahead-of-earnings-heres-what-our-ai-model-says-4066634
