publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
2025-05-27,13:31,Merck Declares $0.81 Quarterly Dividend; 4.2% Yield By Investing.com,https://www.investing.com/news/assorted/merck-declares-081-quarterly-dividend-42-yield-432SI-4065814,Positive,4,Merck has announced a quarterly dividend payment of $0.81 per share. This declaration results in an annualized yield of 4.2% based on the current stock price.,1,4
2025-05-27,12:38,Qualcomm-backed study finds Apple’s in-house modem falls short in 5G tests By Investing.com,https://www.investing.com/news/stock-market-news/qualcommbacked-study-finds-apples-inhouse-modem-falls-short-in-5g-tests-4065762,Positive,5,"A Qualcomm-funded study found that Qualcomm's 5G modems significantly outperformed Apple's new in-house modem, particularly in challenging signal environments. This highlights Qualcomm's continued technological lead as Apple attempts to reduce its reliance on external chip suppliers.",1,5
2025-05-27,10:33,US Consumer bounces back sharply in May By Investing.com,https://www.investing.com/news/economy-news/us-consumer-bounces-back-sharply-in-may-4065501,Positive,5,"US consumer confidence rebounded sharply in May, ending a five-month streak of declines and significantly exceeding forecasts. The improvement was broad-based across demographics and included increased optimism about jobs, income, business conditions, and purchasing plans.",1,5
2025-05-27,09:41,"Lynx: Risk priced in, Nvidia could surprise to the upside By Investing.com",https://www.investing.com/news/stock-market-news/lynx-risk-priced-in-nvidia-could-surprise-to-the-upside-4065322,Positive,5,"Lynx Equity has raised its price target for Nvidia stock to $160, anticipating an upside surprise in upcoming earnings as many previously highlighted risks are now considered priced in. The firm maintains a bullish stance, citing Nvidia's ability to overcome challenges, new growth vectors like Edge AI, and capacity expansion as reasons for the stock to break out to new highs.",1,5
2025-05-27,09:15,SoundHound shares jump as Piper Sandler starts coverage at Overweight By Investing.com,https://www.investing.com/news/stock-market-news/soundhound-shares-jump-as-piper-sandler-starts-coverage-at-overweight-4065185,Positive,5,"Piper Sandler has initiated coverage on SoundHound AI with an Overweight rating and a $12 price target, viewing the company as a direct play on the AI revolution through its voice-AI platform. The broker highlights large addressable markets in QSR, CX, and contact centers, along with an improving financial model driven by subscription revenue and synergies from the Amelia acquisition, despite some challenges in the auto segment.",1,5
2025-05-27,08:32,25% tariff not enough to push Apple to reshore iPhone production,https://www.investing.com/news/stock-market-news/25-tariff-not-enough-to-push-apple-to-reshore-iphone-production--morgan-stanley-4064984,Negative,4,"Morgan Stanley analysts believe a 25% tariff on iPhones is insufficient to incentivize Apple to move production to the U.S. due to significantly higher costs and logistical hurdles. However, they warn that Apple's resistance could strain its relationship with the administration and risk higher tariffs, despite estimating a small immediate impact on EPS.",-1,-4
2025-05-27,08:23,JPM highlights top 6 European investment ideas for next 12–18 months By Investing.com,https://www.investing.com/news/stock-market-news/jpm-highlights-top-6-european-investment-ideas-for-next-1218-months-4064930,Positive,5,"JPMorgan has outlined its top six European investment ideas for the next 12-18 months, focusing on sectors expected to benefit from structural and policy changes. Key themes include defense spending, German infrastructure stimulus, financials (favoring insurance), chemicals, utilities/telecoms, and German small caps.",1,5
2025-05-27,08:05,"Next 300 points likely up for the S&P 500, says JPMorgan By Investing.com",https://www.investing.com/news/stock-market-news/next-300-points-likely-up-for-the-sp-500-says-jpmorgan-4064865,Positive,5,"JPMorgan analysts predict the S&P 500's next move is likely higher by 300 points, viewing the recent market pullback as a temporary correction. Their bullish outlook is supported by stable macro data, positive earnings trends, and easing trade tensions.",1,5
2025-05-27,07:30,New surveys show declining interest in EVs and the Tesla brand around the world By Investing.com,https://www.investing.com/news/stock-market-news/new-surveys-show-declining-interest-in-evs-and-the-tesla-brand-around-the-world-4064783,Negative,5,"New surveys from UBS and Stifel indicate a significant decline in consumer interest and brand preference for Tesla across major global markets, including the US, China, and Europe. Factors cited include market saturation, increased competition, and political polarization in the US.",-1,-5
2025-05-27,07:03,StanChart sees Solana price rising over 50% by end of 2025 By Investing.com,https://www.investing.com/news/cryptocurrency-news/stanchart-sees-solana-price-rising-over-50-by-end-of-2025-4064655,Positive,5,"Standard Chartered has initiated coverage on Solana (SOL) with a year-end 2025 price target of $275, indicating over 50% upside from current levels. While noting potential near-term underperformance due to reliance on memecoin trading, the bank sees strong long-term potential in new sectors, projecting targets up to $500 by 2029.",1,5
