publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
2025-05-28,10:26,TSX up slightly ahead of NVIDIA earnings By Investing.com,https://www.investing.com/news/stock-market-news/tsx-up-slightly-ahead-of-nvidia-earnings-4068183,Neutral,5,"The Canadian TSX index saw a slight gain, while US stock markets remained muted, as investors awaited the highly anticipated earnings report from NVIDIA. The report highlights NVIDIA's earnings as a key market driver expected to cause significant stock movement, with focus on margins and the China outlook. The article also notes rising oil prices and stable gold prices.",0,0
2025-05-28,09:58,This is what matters most for today’s Nvidia earnings print: Mizuho By Investing.com,https://www.investing.com/news/stock-market-news/this-is-what-matters-most-for-todays-nvidia-earnings-print-mizuho-4068117,Neutral,5,"Mizuho analysts indicate that investors are prioritizing Nvidia's long-term momentum drivers, such as the Blackwell GB200 ramp and updates on new China products, over the immediate quarter's guidance. While noting the stock's recent rally and current high price level, they see potential for a ""catch-up trade"" if the company exceeds expectations on outlook or key initiatives, and would rather be long than short into the earnings print.",0,0
2025-05-28,09:36,Goldman Sachs makes the strategic case for gold and oil in long-run portfolios By Investing.com,https://www.investing.com/news/commodities-news/goldman-sachs-makes-the-strategic-case-for-gold-and-oil-in-longrun-portfolios-4068042,Neutral,3,"Goldman Sachs recommends long-term investors strategically allocate more to gold and less to oil over a five-year horizon, viewing them as hedges against inflation and systemic risks. They cite risks to US institutional credibility and central bank demand for overweighting gold, while near-term supply dynamics support underweighting oil, though long-term supply risks warrant a limited allocation.",0,0
2025-05-28,09:22,Tempus AI stock sinks following Spruce Point short report By Investing.com,https://www.investing.com/news/stock-market-news/tempus-ai-stock-sinks-following-spruce-point-short-report-4068011,Negative,5,"Tempus AI stock fell 4% after a short-seller report by Spruce Point raised serious concerns about the company's product integrity, management credibility, and financial reporting practices, including minimal AI revenue and aggressive billing. The report projected a 50-60% downside risk, prompting investors to sell shares.",-1,-5
2025-05-28,09:17,"GameStop pulls the trigger, discloses $513 million Bitcoin investment By Investing.com",https://www.investing.com/news/stock-market-news/gamestop-pulls-the-trigger-discloses-513-million-bitcoin-investment-4067988,Positive,5,"GameStop has invested $513 million in Bitcoin, acquiring approximately 4,710 BTC, as part of its strategy to diversify assets and strengthen its balance sheet. This move aligns with a trend among companies exploring alternative assets and mirrors the approach of MicroStrategy.",1,5
2025-05-28,09:09,Estee Lauder’s AVEDA launches in Amazon Premium Beauty store By Investing.com,https://www.investing.com/news/assorted/estee-lauders-aveda-launches-in-amazon-premium-beauty-store-432SI-4067926,Positive,4,"Estee Lauder's AVEDA brand has launched its range of vegan hair, skin, body, and lifestyle products on the U.S. Amazon Premium Beauty store. This move aims to introduce AVEDA to new consumers across the country and highlight its salon network through an immersive online experience. The store features popular product lines and an educational Hair Care Guide developed with salon professionals.",1,4
2025-05-28,06:42,Wells Fargo: Time to trim U.S. small caps after recent rally By Investing.com,https://www.investing.com/news/stock-market-news/wells-fargo-time-to-trim-us-small-caps-after-recent-rally-4067178,Negative,5,"Wells Fargo analysts recommend investors reduce their exposure to U.S. small-cap equities following a recent strong rally, viewing it as an opportunity to trim holdings back to target allocations. They cite concerns about the sustainability of the rally due to persistent macro headwinds like tariffs and deteriorating earnings revisions, favoring large and mid-cap equities instead.",-1,-5
2025-05-28,06:21,Barclays sees upside in stocks as re-risking stays subdued By Investing.com,https://www.investing.com/news/stock-market-news/barclays-sees-upside-in-stocks-as-rerisking-stays-subdued-4067114,Positive,5,"Barclays maintains a positive outlook for equities, expecting them to continue grinding higher due to factors like subdued investor re-risking, resilient earnings, and favorable liquidity conditions. The bank notes cautious investor sentiment but sees systematic buying and improving fundamentals supporting the market, alongside ongoing geographic and sector rotations.",1,5
2025-05-28,03:48,"Nvidia earnings, new Stellantis CEO, Japanese bond auction",https://www.investing.com/news/economy-news/nvidia-earnings-new-stellantis-ceo-japanese-bond-auction--whats-moving-markets-4066692,Neutral,5,"The article provides a market overview focusing on key upcoming events and recent developments. It highlights anticipation for Nvidia's earnings report, a slight dip in U.S. stock futures, concerns raised by a Japanese bond auction, the appointment of a new CEO at Stellantis, and rising oil prices due to supply concerns.",0,0
2025-05-28,03:10,sell Nvidia ahead of earnings? Here’s what our AI model says By Investing.com,https://www.investing.com/news/stock-market-news/is-it-time-to-buysell-nvidia-ahead-of-earnings-heres-what-our-ai-model-says-4066634,Neutral,5,"The article discusses the anticipation surrounding Nvidia's upcoming fiscal Q126 earnings report, noting conflicting factors like China export curbs and relatively low expectations. It highlights Investing.com's proprietary AI model, which currently does not include Nvidia on its list of top picks for May, suggesting other stocks offer better risk-return propositions at this time, despite the AI's past success with NVDA.",0,0
