publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
2025-05-27,10:33,US Consumer bounces back sharply in May By Investing.com,https://www.investing.com/news/economy-news/us-consumer-bounces-back-sharply-in-may-4065501,Positive,5,"US consumer confidence rebounded sharply in May, ending a five-month decline and significantly exceeding forecasts. The improvement was broad-based, driven by better expectations for business conditions, jobs, and income, as well as increased purchasing plans.",1,5
2025-05-27,10:29,Eli Lilly expands pain pipeline with acquisition of SiteOne Therapeutics By Investing.com,https://www.investing.com/news/stock-market-news/eli-lilly-expands-pain-pipeline-with-acquisition-of-siteone-therapeutics-4065495,Positive,5,"Eli Lilly is acquiring SiteOne Therapeutics for up to $1 billion to expand its neuroscience pipeline, focusing on non-opioid pain treatments. The deal includes SiteOne's Phase 2-ready Nav1.8 inhibitor, STC-004, aimed at developing addiction-free pain therapies.",1,5
2025-05-27,09:41,"Lynx: Risk priced in, Nvidia could surprise to the upside By Investing.com",https://www.investing.com/news/stock-market-news/lynx-risk-priced-in-nvidia-could-surprise-to-the-upside-4065322,Positive,5,"Analyst firm Lynx Equity raised its price target for Nvidia and maintains a bullish stance, expecting the stock to break out to new highs after its upcoming earnings report. The firm believes previously highlighted risks are now priced in and sees potential for an upside surprise due to successful navigation of challenges, capacity expansion, new growth vectors like Edge AI, and mitigated tariff risks.",1,5
2025-05-27,09:16,Trump Media & Technology Group Announces $2.5B BTC Treasury Deal By Investing.com,https://www.investing.com/news/cryptocurrency-news/trump-media--technology-group-announces-25b-btc-treasury-deal-432SI-4065162,Positive,5,"Trump Media & Technology Group announced a private placement offering to raise approximately $2.5 billion through the sale of common stock and convertible senior secured notes. The company plans to use the proceeds to establish a large Bitcoin treasury, viewing it as a strategic asset for financial freedom and future transactions.",1,5
2025-05-27,09:15,SoundHound shares jump as Piper Sandler starts coverage at Overweight By Investing.com,https://www.investing.com/news/stock-market-news/soundhound-shares-jump-as-piper-sandler-starts-coverage-at-overweight-4065185,Positive,5,"Piper Sandler initiated coverage on SoundHound AI with an Overweight rating and a $12 price target, viewing the company as a key player in the AI revolution through its voice-AI platform. Analysts highlighted growth opportunities in QSR and CX markets, the benefits of the Amelia acquisition, and the positive impact of transitioning to a subscription model, despite acknowledging challenges in the auto segment.",1,5
2025-05-27,08:32,25% tariff not enough to push Apple to reshore iPhone production,https://www.investing.com/news/stock-market-news/25-tariff-not-enough-to-push-apple-to-reshore-iphone-production--morgan-stanley-4064984,Neutral,4,"Morgan Stanley analysts believe a 25% US tariff on iPhones is insufficient to incentivize Apple to move production to the US due to significantly higher costs and logistical challenges. While acknowledging political risks and potential tariff escalation, the bank estimates the financial impact of a 25% tariff on future EPS is relatively small.",0,0
2025-05-27,08:05,"Next 300 points likely up for the S&P 500, says JPMorgan By Investing.com",https://www.investing.com/news/stock-market-news/next-300-points-likely-up-for-the-sp-500-says-jpmorgan-4064865,Positive,5,"JPMorgan analysts are bullish on the S&P 500, predicting a 300-point move to the upside despite a recent pullback, which they see as a temporary correction. Their positive outlook is driven by stable macro data, positive earnings, and easing trade tensions.",1,5
2025-05-27,07:54,JPMorgan shifts to bullish stance on crypto amid sector tailwinds By Investing.com,https://www.investing.com/news/cryptocurrency-news/jpmorgan-shifts-to-bullish-stance-on-crypto-amid-sector-tailwinds-4064834,Positive,1,"JPMorgan has shifted to a bullish stance on digital assets, citing positive catalysts such as anticipated institutional adoption, favorable policy developments, and increasing regulatory clarity. The bank has upgraded digital assets to Overweight in its allocation model, forecasting a 10% return and viewing them as a structural component in portfolios.",1,1
2025-05-27,07:30,New surveys show declining interest in EVs and the Tesla brand around the world By Investing.com,https://www.investing.com/news/stock-market-news/new-surveys-show-declining-interest-in-evs-and-the-tesla-brand-around-the-world-4064783,Negative,5,"New surveys from UBS and Stifel indicate declining global consumer interest in EVs and the Tesla brand, with significant drops in preference across the US, China, and Europe. Factors cited include market saturation, increased competition, and political polarization in the US, although FSD progress is mentioned as a potential future positive driver.",-1,-5
2025-05-27,06:47,Temu owner PDD Holdings shares fall sharply on big Q1 results miss By Investing.com,https://www.investing.com/news/stock-market-news/temu-owner-pdd-holdings-shares-tank-after-big-q1-results-miss-4064614,Negative,5,"PDD Holdings, owner of Temu, reported first-quarter earnings and revenue that significantly missed analyst expectations, despite revenue growth. Following the report, the company's shares fell sharply by over 18%.",-1,-5
2025-05-27,06:26,Citi sees up to 8% downside for Stoxx 600 on Trump tariff risk By Investing.com,https://www.investing.com/news/stock-market-news/citi-sees-up-to-8-downside-for-stoxx-600-on-trump-tariff-risk-4064531,Negative,5,"Citi analysts warn that European equities (Stoxx 600) could see a 7-8% downside if potential 50% Trump tariffs on European goods are implemented. They note that earnings estimates are already falling due to geopolitical risks, and such tariffs could further depress EPS growth into negative territory.",-1,-5
2025-05-27,04:55,What could be the impact of a 50% tariff on EU economy? By Investing.com,https://www.investing.com/news/economy-news/what-could-be-the-impact-of-a-50tariff-on-eu-economy-4064349,Negative,5,"According to UBS, a potential 50% US tariff on EU imports, though delayed, poses a significant threat to eurozone growth, potentially halving GDP forecasts and increasing recession risk. The analysis warns of a high likelihood of escalating trade tensions and EU retaliation, which could lead to a damaging tit-for-tat conflict impacting both growth and inflation.",-1,-5
2025-05-27,03:20,"Higher U.S. futures, new Nvidia chip, falling Tesla sales",https://www.investing.com/news/economy-news/higher-us-futures-new-nvidia-chip-falling-tesla-sales--whats-moving-markets-4064122,Neutral,5,"The article reports on various market movements, including a surge in U.S. stock futures following the postponement of EU tariffs, Nvidia's plan for a new AI chip in China, and a significant drop in Tesla's European sales. It also notes movements in Bitcoin and stable crude oil prices ahead of an OPEC+ meeting.",0,0
2025-05-27,02:00,  By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-rangebound-at-109k-post-record-high-2025-crypto-summit-eyed-4064028,Neutral,5,"Bitcoin is trading near record highs, supported by regulatory progress and anticipation of a major crypto conference. Separately, Trump Media & Technology Group announced plans to raise $2.5 billion for a Bitcoin treasury, which led to a 7% drop in its shares.",0,0
