ticker,publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
NDX,2025-05-25,20:41,US stock futures jump as Trump agrees to postpone 50% EU tariffs By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-jump-as-trump-agrees-to-postpone-50-eu-tariffs-4063319,Positive,5,"US stock index futures, including NDX, rose sharply after President Trump agreed to postpone proposed 50% tariffs on the European Union until July, offering relief from recent trade tensions. The article also notes upcoming quarterly earnings from Nvidia, a key AI stock, which will be watched for insights into AI demand despite potential China headwinds.",1,5
NDX,2025-05-23,17:48,US regulators greenlight construction of Venture Global CP2 LNG plant in Louisiana By Reuters,https://www.investing.com/news/stock-market-news/us-regulators-greenlights-construction-of-venture-global-cp2-lng-plant-in-louisiana-4062621,Positive,1,"US regulators have granted Venture Global permission to proceed with construction of its large CP2 LNG export plant in Louisiana following an additional environmental review. The company plans to immediately begin on-site construction for the project, which is poised to be the largest U.S. LNG export facility.",1,1
NDX,2025-05-23,10:10,TSX closes mixed amid more Trump trade turmoil By Investing.com,https://www.investing.com/news/stock-market-news/tsx-opens-lower-amid-more-trump-trade-turmoil-4062094,Negative,5,"Canada's main stock index closed mixed, while US stock indexes, including the Nasdaq, dropped on Friday due to renewed trade uncertainty stemming from President Trump's threats of new tariffs on Apple products and the EU. The article highlights market reactions to these geopolitical tensions, alongside Canadian retail sales data and commodity price movements.",-1,-5
NDX,2025-05-23,07:37,Apple stock trades lower after Trump threatens 25% tariff By Investing.com,https://www.investing.com/news/stock-market-news/apple-stock-falls-after-trump-threatens-25-tariff-4061806,Negative,5,"President Trump threatened a 25% tariff on Apple products sold in the US if they are not manufactured domestically, causing Apple's stock to fall and impacting broader US markets. Analysts view US manufacturing as unrealistic but acknowledge potential negative EPS impact from a tariff.",-1,-5
NDX,2025-05-23,04:04,"U.S. federal spending: $100 a second for 2,248 years By Investing.com",https://www.investing.com/news/stock-market-news/us-federal-spending-100-a-second-for-2248-years-4061418,Negative,4,"The article reports on recent market fund flows showing a rotation out of global equities, particularly tech, into bonds, cash, and crypto. It highlights Bank of America's view that the scale of US government spending is unsustainable, with high bond yields punishing the fiscal trajectory and posing a negative outlook for risk assets.",-1,-4
NDX,2025-05-23,03:27,"Futures stabilize, Apple’s discounts, BYD outsells Tesla",https://www.investing.com/news/economy-news/futures-stabilize-apples-discounts-byd-outsells-tesla--whats-moving-markets-4061356,Negative,5,"The article reports that U.S. stock futures stabilized but indices, including the tech-heavy NDX, are set for weekly losses due to rising Treasury yields driven by debt concerns. It also highlights negative news for major tech companies, noting BYD outsold Tesla in Europe and Apple is offering discounts in China amid shrinking market share and tariff pressures.",-1,-5
NDX,2025-05-22,03:37,"Futures muted, Trump tax bill in focus, flash PMIs ahead",https://www.investing.com/news/economy-news/futures-muted-trump-tax-bill-in-focus-flash-pmis-ahead--whats-moving-markets-4058800,Neutral,4,"US stock futures are muted following a prior-day sell-off driven by rising Treasury yields and concerns over debt from a potential Trump tax bill, which faces an upcoming House vote. Investors also await flash PMI data for insights into business activity and tariff impacts, while OpenAI reportedly plans to ship a new AI device by late 2026.",0,0
NDX,2025-05-21,21:05,Stock market today: S&P 500 ends flat as US debt concerns weigh on sentiment By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-flat-after-rising-yields-spook-wall-street-4058548,Neutral,5,"The S&P 500 closed flat due to concerns over high U.S. debt levels weighing on sentiment, although dip-buying in tech stocks helped stabilize the market. The Nasdaq index posted a slight gain, supported by tech performance, while the Dow was also flat.",0,0
NDX,2025-05-21,15:32,"S&P 500 Weakness Continues, Down 1.75% on Yield Concerns By Investing.com",https://www.investing.com/news/assorted/sp-500-weakness-continues-down-175-on-yield-concerns-432SI-4058070,Negative,5,"The S&P 500 index continued its recent weakness, experiencing a significant decline of 1.75%. This market downturn is primarily attributed to ongoing concerns regarding rising yields.",-1,-5
NDX,2025-05-21,08:22,"Hedge funds cut U.S. Big Tech stocks, bought China: Goldman By Investing.com",https://www.investing.com/news/stock-market-news/hedge-funds-cut-us-big-tech-stocks-bought-china-goldman-4056728,Neutral,5,"According to Goldman Sachs, hedge funds reduced exposure to U.S. Big Tech stocks like Microsoft and Apple in early 2025, rotating into Chinese equities. This shift was poorly timed as Big Tech outperformed in Q2TD, though these names still top the list of most-owned stocks, while hedge funds also increased overall IT sector allocation and maintained AI exposure.",0,0
NDX,2025-05-21,03:28,"Retail earnings ahead, Nvidia CEO on U.S. chip controls",https://www.investing.com/news/economy-news/retail-earnings-ahead-nvidia-ceo-on-us-chip-controls--whats-moving-markets-4056160,Negative,5,"U.S. stock futures dropped following a previous session decline influenced by rising Treasury yields and concerns over U.S. debt and trade tariffs. Retail earnings are anticipated, with focus on tariff impacts, while Nvidia's CEO commented negatively on the effectiveness of U.S. AI chip export controls to China.",-1,-5
NDX,2025-05-20,07:03,Citi’s Montagu: Improved U.S.-China tariff outlook leads to positioning rebound By Investing.com,https://www.investing.com/news/stock-market-news/citis-montagu-improved-uschina-tariff-outlook-leads-to-positioning-rebound-4054502,Positive,5,"According to Citi strategists, global equity market positioning, especially in U.S. indices like the Nasdaq, has rebounded sharply due to improved U.S.-China trade sentiment. This rebound is characterized by new risk flows, short covering, and a return to bullish positioning.",1,5
NDX,2025-05-20,03:31,what’s moving markets By Investing.com,https://www.investing.com/news/economy-news/futures-lower-home-depot-to-report-with-tariffs-in-focus--whats-moving-markets-4054097,Neutral,4,"U.S. stock futures are lower as markets focus on trade developments, with no deals expected from the G7 meeting but planned U.S.-Japan talks. The article also covers Home Depot's mixed earnings report, China's interest rate cuts to stimulate its economy, and lower oil prices.",0,0
NDX,2025-05-19,04:00,China urges U.S. to act ’responsibly’ after Moody’s downgrade By Investing.com,https://www.investing.com/news/economy-news/china-urges-us-to-act-responsibly-after-moodys-downgrade-4052044,Negative,5,"China has urged the U.S. to adopt responsible economic policies following Moody's downgrade of the U.S. credit rating from AAA to Aa1, citing mounting fiscal deficits and political gridlock. The downgrade, which follows similar actions by other agencies, is seen as a loss of credibility and led to a drop in U.S. stock futures.",-1,-5
NDX,2025-05-19,03:55,"Dow Jones, Nasdaq, S&P 500 weekly preview: Week of retail earnings, PMI data By Investing.com",https://www.investing.com/news/stock-market-news/dow-jones-nasdaq-sp-500-weekly-preview-4052034,Neutral,5,"U.S. stocks, including the Nasdaq, rallied significantly last week driven by tech and easing trade tensions. This week, market focus shifts to retail earnings reports and key economic data like PMI surveys, which will provide insights into consumer spending and the ongoing impact of tariffs.",0,0
NDX,2025-05-19,03:37,"Futures drop, Moody’s downgrade, Nvidia CEO comments",https://www.investing.com/news/economy-news/futures-drop-moodys-downgrade-nvidia-ceo-comments--whats-moving-markets-4051988,Negative,5,"U.S. stock futures declined following Moody's downgrade of the U.S. credit rating due to concerns over the national debt and fiscal deficits. Separately, Nvidia's CEO unveiled new AI technologies and highlighted strong demand from major tech companies at a Taiwan event.",-1,-5
NDX,2025-05-18,20:39,Stock market today: S&P 500 closes higher after shrugging off Moody’s US downgrade By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-slip-after-moodys-downgrade-trumps-walmart-warning-4051727,Neutral,5,"The article reports that the Nasdaq Composite index closed slightly higher despite the US sovereign credit downgrade by Moody's, which cited concerns over rising debt levels. It also highlights positive news for major tech stock Nvidia regarding new AI technology and discusses other market-moving events like tariff comments and Fed concerns.",0,0
