publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
2025-05-28,03:10,sell Nvidia ahead of earnings? Here’s what our AI model says By Investing.com,https://www.investing.com/news/stock-market-news/is-it-time-to-buysell-nvidia-ahead-of-earnings-heres-what-our-ai-model-says-4066634,Neutral,5,"The article discusses the anticipation surrounding Nvidia's upcoming fiscal Q126 earnings report, noting conflicting factors like China export curbs and relatively low expectations. It highlights Investing.com's proprietary AI model, which currently does not include Nvidia on its list of top picks for May, suggesting other stocks offer better risk-return propositions at this time, despite the AI's past success with NVDA.",0,0
2025-05-28,01:51,Bitcoin price today: steady at $109k amid legislative support at 2025 conference By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-steady-at-109k-amid-legislative-support-at-2025-conference-4066526,Positive,5,"Bitcoin's price is holding steady near its recent record high, supported by positive news from the Bitcoin 2025 conference. Key announcements include the White House's commitment to Bitcoin as ""digital gold"" and plans to accumulate holdings, along with President Trump's support for legislation proposing the acquisition of up to 1 million BTC for a strategic reserve. These developments are seen as bolstering price stability and optimism for future adoption.",1,5
2025-05-28,00:18,Nvidia Asian suppliers advance ahead of Q1 earnings By Investing.com,https://www.investing.com/news/stock-market-news/nvidia-asian-suppliers-advance-ahead-of-q1-earnings-4066467,Neutral,5,"Shares of Nvidia's Asian suppliers advanced ahead of the company's first-quarter earnings report, driven by investor anticipation of strong results. While suppliers like Samsung, SK Hynix, and TSMC saw gains, the article notes past instances of Nvidia's stock underperforming post-earnings and highlights potential future challenges like China controls and shifts in AI demand.",0,0
2025-05-27,22:52,Asia stocks rise tracking Wall St gains; Tech upbeat before Nvidia earnings By Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-rise-tracking-wall-st-gains-tech-upbeat-before-nvidia-earnings-4066438,Positive,5,"Most Asian stocks rose, tracking Wall Street gains and buoyed by positive factors like postponed US tariffs and strong Xiaomi earnings. Technology stocks, particularly Nvidia suppliers, led the advance as investors anticipated strong earnings from Nvidia later in the day, despite some regional weakness in China due to deflation concerns and weak PDD earnings.",1,5
2025-05-27,20:39,"Trump says Golden Dome to cost Canada $61 bln, but free if it gives up sovereignty By Investing.com",https://www.investing.com/news/economy-news/trump-says-golden-dome-to-cost-canada-61-bln-but-free-if-it-gives-up-sovereignty-4066382,Neutral,1,"Former President Trump stated that Canada could join his proposed ""Golden Dome"" missile defense system for $61 billion, or for free if it became the 51st U.S. state. This offer follows prior Canadian interest in the project but was coupled with a condition on sovereignty that Canada has previously rejected.",0,0
2025-05-27,20:35,"Elon Musk must face lawsuit over his role in DOGE under Trump, judge says By Investing.com",https://www.investing.com/news/economy-news/elon-musk-must-face-lawsuit-over-his-role-in-doge-under-trump-judge-says-4066381,Negative,2,"A federal judge has allowed a lawsuit against Elon Musk to proceed, challenging his role and alleged actions within a government agency (DOGE) under the Trump administration. The suit claims Musk acted as a de facto head of the agency, which lacked legal basis, and exceeded lawful authority, potentially violating the Constitution.",-1,-2
2025-05-27,20:07,US stock futures steady with Nvidia earnings in focus By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-steady-with-nvidia-earnings-in-focus-4066366,Positive,5,"US stock futures rose slightly, driven by anticipation of Nvidia's upcoming Q1 earnings report and positive market factors like delayed EU trade tariffs and strong consumer confidence data. Nvidia's earnings are highly awaited as a bellwether for the tech sector, with analysts expecting strong results but focusing on the company's outlook and comments on China sales.",1,5
2025-05-27,16:41,Nvidia suppliers ramp up AI server production after technical snag,https://www.investing.com/news/stock-market-news/nvidia-suppliers-ramp-up-ai-server-production-after-technical-snag--ft-4066110,Positive,5,"Nvidia's key suppliers have successfully resolved technical issues that were delaying shipments of the new ""Blackwell"" AI data center servers. This breakthrough allows production and shipments to commence, addressing a previous hurdle for Nvidia's sales initiatives.",1,5
2025-05-27,08:32,25% tariff not enough to push Apple to reshore iPhone production,https://www.investing.com/news/stock-market-news/25-tariff-not-enough-to-push-apple-to-reshore-iphone-production--morgan-stanley-4064984,Negative,4,"Morgan Stanley analysts believe a 25% tariff on iPhones is insufficient to incentivize Apple to move production to the U.S. due to significantly higher costs and logistical hurdles. However, they warn that Apple's resistance could strain its relationship with the administration and risk higher tariffs, despite estimating a small immediate impact on EPS.",-1,-4
2025-05-27,08:23,JPM highlights top 6 European investment ideas for next 12–18 months By Investing.com,https://www.investing.com/news/stock-market-news/jpm-highlights-top-6-european-investment-ideas-for-next-1218-months-4064930,Positive,5,"JPMorgan has outlined its top six European investment ideas for the next 12-18 months, focusing on sectors expected to benefit from structural and policy changes. Key themes include defense spending, German infrastructure stimulus, financials (favoring insurance), chemicals, utilities/telecoms, and German small caps.",1,5
