publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-05-28,22:55,Asia stocks rise on Trump tariff block; tech boosted by Nvidia cheer By Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-rise-on-trump-tariff-block-tech-boosted-by-nvidia-cheer-4069165,Positive,5,"Asian stocks mostly rose on Thursday, primarily driven by a U.S. court ruling against President Trump's reciprocal tariffs and positive sentiment from Nvidia's earnings boosting technology shares. A Bank of Korea interest rate cut and dovish outlook also significantly lifted South Korean markets.",หุ้นเอเชียส่วนใหญ่ปรับตัวสูงขึ้นในวันพฤหัสบดี โดยมีปัจจัยหลักมาจากการตัดสินของศาลสหรัฐฯ ที่ขัดขวางมาตรการภาษีตอบโต้ของประธานาธิบดีทรัมป์ และความเชื่อมั่นเชิงบวกจากผลประกอบการของ Nvidia ที่ช่วยหนุนหุ้นกลุ่มเทคโนโลยี นอกจากนี้ การลดอัตราดอกเบี้ยของธนาคารกลางเกาหลีใต้และแนวโน้มที่ผ่อนคลายยังช่วยกระตุ้นตลาดเกาหลีใต้เป็นอย่างมาก
2025-05-28,21:13,Musk Did Not Have A Formal Conversation With Trump Today Before Announcing His Departure- Reuters By Investing.com,https://www.investing.com/news/assorted/musk-did-not-have-a-formal-conversation-with-trump-today-before-announcing-his-departure-reuters-432SI-4069137,Neutral,3,"According to Reuters via Investing.com, Elon Musk did not have a formal conversation with Donald Trump on the day he announced his departure from an unspecified role or position. The report simply states the lack of a formal discussion between the two figures.",จากข้อมูลของรอยเตอร์ผ่าน Investing.com อีลอน มัสก์ไม่ได้มีการสนทนาอย่างเป็นทางการกับโดนัลด์ ทรัมป์ ในวันที่เขาประกาศลาออกจากบทบาทหรือตำแหน่งที่ไม่ระบุ รายงานระบุเพียงว่าไม่มีการหารืออย่างเป็นทางการระหว่างบุคคลทั้งสอง
2025-05-28,20:52,Elon Musk says he is leaving the Trump administration By Investing.com,https://www.investing.com/news/stock-market-news/elon-musk-says-he-is-leaving-the-trump-administration-4069130,Positive,5,"Elon Musk announced he is leaving the Trump administration, citing the end of his term as head of the Department of Government Efficiency (DOGE) and recent criticism of a tax bill. This departure follows a period where his affiliation was seen as potentially harming his companies' brands.",อีลอน มัสก์ ประกาศลาออกจากคณะบริหารของทรัมป์ โดยอ้างถึงการสิ้นสุดวาระการดำรงตำแหน่งหัวหน้ากรมประสิทธิภาพภาครัฐ (DOGE) และการวิพากษ์วิจารณ์ร่างกฎหมายภาษีฉบับล่าสุด การลาออกครั้งนี้เกิดขึ้นหลังจากช่วงเวลาที่ความสัมพันธ์ของเขากับรัฐบาลถูกมองว่าอาจส่งผลเสียต่อแบรนด์ของบริษัทต่างๆ ของเขา
2025-05-28,20:24,"US stock futures surge on strong Nvidia earnings, Trump tariff challenge By Investing.com",https://www.investing.com/news/stock-market-news/us-stock-futures-surge-on-strong-nvidia-earnings-trump-tariff-challenge-4069117,Positive,5,"US stock futures surged following strong aftermarket earnings reported by Nvidia, which boosted sentiment across the tech sector, particularly chipmakers. Market optimism was further fueled by a court ruling that blocked President Trump's proposed ""liberation day"" tariffs, easing concerns about potential economic disruption.","สัญญาซื้อขายล่วงหน้าหุ้นสหรัฐฯ พุ่งสูงขึ้นหลังจากการรายงานผลประกอบการที่แข็งแกร่งหลังตลาดปิดของ Nvidia ซึ่งช่วยกระตุ้นความเชื่อมั่นในกลุ่มเทคโนโลยี โดยเฉพาะอย่างยิ่งผู้ผลิตชิป ความเชื่อมั่นของตลาดได้รับแรงหนุนเพิ่มเติมจากคำตัดสินของศาลที่ขัดขวางข้อเสนอการเก็บภาษี ""วันแห่งการปลดปล่อย"" ของประธานาธิบดีทรัมป์ ซึ่งช่วยลดความกังวลเกี่ยวกับความปั่นป่วนทางเศรษฐกิจที่อาจเกิดขึ้น"
2025-05-28,19:40,Trump’s ‘liberation day’ tariffs blocked by US trade court By Investing.com,https://www.investing.com/news/stock-market-news/trumps-liberation-day-tariffs-blocked-by-us-trade-court-4069105,Positive,5,"A U.S. federal trade court blocked President Trump's proposed reciprocal tariffs, ruling that he overstepped his authority and that Congress holds exclusive power over foreign commerce. The court stated that the invoked emergency powers did not grant the president unlimited authority to impose widespread tariffs.",ศาลการค้ารัฐบาลกลางสหรัฐฯ ขัดขวางการเก็บภาษีตอบโต้ที่เสนอโดยประธานาธิบดีทรัมป์ โดยตัดสินว่าเขาใช้อำนาจเกินขอบเขต และรัฐสภาเท่านั้นที่มีอำนาจแต่เพียงผู้เดียวในการควบคุมการค้าระหว่างประเทศ ศาลระบุว่าอำนาจฉุกเฉินที่ถูกอ้างถึงไม่ได้ให้อำนาจประธานาธิบดีอย่างไม่จำกัดในการกำหนดภาษีในวงกว้าง
2025-05-28,17:49,NVIDIA Declares $0.01 Quarterly Dividend By Investing.com,https://www.investing.com/news/assorted/nvidia-declares-001-quarterly-dividend-432SI-4069037,Neutral,2,NVIDIA has announced that it will pay a quarterly dividend to its shareholders. The declared dividend amount is $0.01 per share.,เอ็นวิเดียได้ประกาศว่าจะจ่ายเงินปันผลรายไตรมาสให้แก่ผู้ถือหุ้น โดยจำนวนเงินปันผลที่ประกาศคือ 0.01 ดอลลาร์สหรัฐต่อหุ้น
2025-05-28,16:30,"Nvidia Q1 results top estimates, but $8B hit from US-China chip ban hits guidance By Investing.com",https://www.investing.com/news/earnings/nvidia-q1-results-top-estimates-but-8b-hit-from-uschina-chip-ban-hits-guidance-4068803,Positive,5,"Nvidia reported better-than-expected Q1 results with strong growth in data center and gaming segments, driven by robust AI demand. However, the company's Q2 revenue guidance missed analyst projections due to an anticipated $8 billion impact from the U.S. ban on chip sales to China.",เอ็นวิเดียรายงานผลประกอบการไตรมาส 1 ที่ดีเกินคาด โดยมีการเติบโตอย่างแข็งแกร่งในกลุ่มดาต้าเซ็นเตอร์และเกมมิ่ง ซึ่งได้รับแรงหนุนจากความต้องการ AI ที่แข็งแกร่ง อย่างไรก็ตาม แนวโน้มรายได้ไตรมาส 2 ของบริษัทต่ำกว่าที่นักวิเคราะห์คาดการณ์ไว้ เนื่องจากคาดว่าจะได้รับผลกระทบ 8 พันล้านดอลลาร์จากการห้ามขายชิปของสหรัฐฯ ให้กับจีน
2025-05-28,16:27,NVIDIA Q1 highlights By Investing.com,https://www.investing.com/news/assorted/nvidia-q1-highlights-432SI-4068773,Neutral,1,"The provided text consists solely of a title mentioning ""NVIDIA Q1 highlights"" and extensive standard financial risk disclosures and disclaimers from the publisher. It does not contain any actual information or details regarding NVIDIA's first-quarter performance or events.","ข้อความที่ให้มาประกอบด้วยชื่อเรื่องที่กล่าวถึง ""ไฮไลท์ไตรมาสที่ 1 ของ NVIDIA"" เท่านั้น และมีข้อความเปิดเผยความเสี่ยงทางการเงินมาตรฐานและข้อจำกัดความรับผิดชอบจากผู้เผยแพร่อย่างละเอียด ไม่มีข้อมูลหรือรายละเอียดที่แท้จริงเกี่ยวกับการดำเนินงานหรือเหตุการณ์ในไตรมาสแรกของ NVIDIA เลย"
2025-05-28,14:11,Fed members signal cautious policy approach as tariff uncertainty weighs heavy By Investing.com,https://www.investing.com/news/economy-news/fed-members-signal-cautious-policy-approach-as-tariff-uncertainty-weighs-heavy-4068560,Neutral,5,"The Federal Reserve's May meeting minutes reveal policymakers are cautious about future rate cuts, citing uncertainty from tariffs as a risk to both economic growth and inflation. While acknowledging underlying economic strength, members noted increased uncertainty, though Fed staff projections were slightly less somber for future GDP. The minutes predate a US-China tariff agreement that has since led some economists to lower recession forecasts.",รายงานการประชุมเดือนพฤษภาคมของธนาคารกลางสหรัฐฯ เผยให้เห็นว่าผู้กำหนดนโยบายระมัดระวังเกี่ยวกับการลดอัตราดอกเบี้ยในอนาคต โดยอ้างถึงความไม่แน่นอนจากภาษีศุลกากรว่าเป็นความเสี่ยงต่อทั้งการเติบโตทางเศรษฐกิจและอัตราเงินเฟ้อ แม้จะยอมรับถึงความแข็งแกร่งทางเศรษฐกิจพื้นฐาน สมาชิกก็สังเกตเห็นถึงความไม่แน่นอนที่เพิ่มขึ้น แม้ว่าการคาดการณ์ของเจ้าหน้าที่ธนาคารกลางสหรัฐฯ จะมีความหดหู่น้อยกว่าเล็กน้อยสำหรับการเติบโตของ GDP ในอนาคต รายงานการประชุมดังกล่าวมีขึ้นก่อนข้อตกลงภาษีศุลกากรระหว่างสหรัฐฯ และจีน ซึ่งนำไปสู่การที่นักเศรษฐศาสตร์บางรายปรับลดการคาดการณ์ภาวะเศรษฐกิจถดถอยลง
2025-05-28,09:58,This is what matters most for today’s Nvidia earnings print: Mizuho By Investing.com,https://www.investing.com/news/stock-market-news/this-is-what-matters-most-for-todays-nvidia-earnings-print-mizuho-4068117,Neutral,5,"Mizuho analysts indicate that investors are prioritizing Nvidia's long-term momentum drivers, such as the Blackwell GB200 ramp and updates on new China products, over the immediate quarter's guidance. While noting the stock's recent rally and current high price level, they see potential for a ""catch-up trade"" if the company exceeds expectations on outlook or key initiatives, and would rather be long than short into the earnings print.","นักวิเคราะห์จากมิซูโฮระบุว่านักลงทุนให้ความสำคัญกับปัจจัยขับเคลื่อนโมเมนตัมระยะยาวของ Nvidia เช่น การเปิดตัว Blackwell GB200 และข้อมูลอัปเดตเกี่ยวกับผลิตภัณฑ์ใหม่สำหรับตลาดจีน มากกว่าประมาณการผลประกอบการในไตรมาสปัจจุบัน แม้จะสังเกตเห็นการปรับตัวขึ้นของราคาหุ้นในช่วงที่ผ่านมาและระดับราคาที่สูงในปัจจุบัน พวกเขามองเห็นโอกาสสำหรับการ ""ซื้อตาม"" หากบริษัททำผลงานได้ดีเกินคาดการณ์ในด้านแนวโน้มหรือโครงการริเริ่มสำคัญ และพวกเขาต้องการถือหุ้นมากกว่าที่จะขายก่อนการประกาศผลประกอบการ"
