publish_date,publish_time,title,url,sentiment,importance,summary,translate
2025-06-02,04:59,"Tesla sales in Norway soar 213% in May, driven by Model Y demand By Investing.com",https://www.investing.com/news/stock-market-news/tesla-sales-in-norway-soar-213-in-may-driven-by-model-y-demand-4074805,Positive,4,"Tesla's new car sales in Norway surged by 213% in May compared to the previous year, reaching 2,600 vehicles, primarily driven by strong demand for the Model Y. Cumulative sales for the first five months of 2025 also increased by 8.3% year-over-year.","ยอดขายรถยนต์ใหม่ของ Tesla ในประเทศนอร์เวย์พุ่งสูงขึ้น 213% ในเดือนพฤษภาคมเมื่อเทียบกับปีที่แล้ว โดยมียอดขายถึง 2,600 คัน ซึ่งส่วนใหญ่เป็นผลมาจากความต้องการ Model Y ที่แข็งแกร่ง ยอดขายสะสมในช่วงห้าเดือนแรกของปี 2025 ก็เพิ่มขึ้น 8.3% เมื่อเทียบเป็นรายปีเช่นกัน"
2025-06-02,04:53,Chip stocks slide on Trump plan to expand China tech restrictions By Investing.com,https://www.investing.com/news/stock-market-news/chip-stocks-slide-on-trump-plan-to-expand-china-tech-restrictions-4074789,Negative,5,The Trump administration is reportedly planning new regulations to expand tech restrictions on China by requiring licenses for transactions with companies majority-owned by sanctioned entities. This potential policy change has led to a slide in chip stock prices in both the U.S. and China due to concerns about its impact on the semiconductor sector.,มีรายงานว่ารัฐบาล Trump กำลังวางแผนกฎระเบียบใหม่เพื่อขยาย tech restrictions ต่อ China โดยกำหนดให้ต้องมี licenses สำหรับ transactions กับบริษัทที่ majority-owned โดย sanctioned entities การเปลี่ยนแปลงนโยบายที่อาจเกิดขึ้นนี้ได้นำไปสู่การลดลงของ chip stock prices ทั้งใน U.S. และ China เนื่องจากความกังวลเกี่ยวกับผลกระทบต่อ semiconductor sector
2025-06-02,04:23,"China-U.S. tensions, Fed’s Waller, crude/bitcoin rise",https://www.investing.com/news/economy-news/chinaus-tensions-feds-waller-crudebitcoin-rise--whats-moving-markets-4074742,Negative,5,"U.S. stock futures fell as renewed U.S.-China trade tensions escalated, raising concerns about global economic growth. Meanwhile, a Fed official indicated interest rate cuts are still possible this year, while Bitcoin and crude oil prices rose.",สัญญาซื้อขายล่วงหน้าหุ้น U.S. ร่วงลงเนื่องจากความตึงเครียดทางการค้าระหว่าง U.S. และจีนที่กลับมาปะทุขึ้น ทำให้เกิดความกังวลเกี่ยวกับการเติบโตทางเศรษฐกิจโลก ในขณะเดียวกัน เจ้าหน้าที่ Fed คนหนึ่งได้แสดงความเห็นว่าการลดอัตราดอกเบี้ยยังคงเป็นไปได้ในปีนี้ ในขณะที่ราคา Bitcoin และน้ำมันดิบปรับตัวสูงขึ้น
2025-06-02,02:57,"JPMorgan raises Hensoldt stock rating, doubles price target By Investing.com",https://www.investing.com/news/analyst-ratings/jpmorgan-raises-hensoldt-stock-rating-doubles-price-target-93CH-4074660,Positive,5,"JPMorgan analyst David Perry upgraded Hensoldt AG's stock rating from Neutral to Overweight and significantly increased the price target from €50 to €110, citing a robust five-year outlook and strong performance projections. The analyst forecasts at least 15% organic sales CAGR through 2030, EBITA margin expansion, and robust free cash flow, aligning the valuation methodology with peers like Rheinmetall and RENK.","นักวิเคราะห์จาก JPMorgan ชื่อ David Perry ได้ปรับเพิ่ม rating หุ้นของ Hensoldt AG จาก Neutral เป็น Overweight และปรับเพิ่มราคาเป้าหมายอย่างมีนัยสำคัญจาก €50 เป็น €110 โดยอ้างถึงแนวโน้มที่แข็งแกร่งในอีกห้าปีข้างหน้าและประมาณการผลการดำเนินงานที่แข็งแกร่ง นักวิเคราะห์คาดการณ์ว่าจะมี organic sales CAGR อย่างน้อย 15% ภายในปี 2030, การขยาย EBITA margin และ free cash flow ที่แข็งแกร่ง โดยปรับวิธีการประเมินมูลค่าให้สอดคล้องกับบริษัทคู่แข่ง เช่น Rheinmetall และ RENK"
2025-06-02,01:59,Bitcoin price today: steady near $105k after trade jitters drive weekend losses By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-steady-at-104k-after-trade-jitters-drive-weekend-losses-4074578,Negative,4,"Bitcoin held steady on Monday after experiencing significant losses over the weekend and the past week, falling from its recent record high. The decline was driven by increased risk aversion stemming from escalating US-China trade tensions and profit-taking, exacerbated by institutional selling via ETFs. These factors also pressured broader cryptocurrency markets.",Bitcoin ทรงตัวในวันจันทร์ หลังจากประสบภาวะขาดทุนอย่างมากในช่วงสุดสัปดาห์และสัปดาห์ที่ผ่านมา โดยลดลงจากระดับสูงสุดเป็นประวัติการณ์เมื่อเร็วๆ นี้ การลดลงนี้มีสาเหตุมาจากการหลีกเลี่ยงความเสี่ยงที่เพิ่มขึ้น ซึ่งเป็นผลมาจากความตึงเครียดทางการค้าระหว่าง US-China ที่ทวีความรุนแรงขึ้น และการทำกำไร ซึ่งรุนแรงขึ้นจากการขายของสถาบันผ่าน ETFs ปัจจัยเหล่านี้ยังกดดันตลาด cryptocurrency ในวงกว้างอีกด้วย
2025-06-02,01:38,"Gold prices jump as US-China trade tensions, tariff uncertainty boost haven demand By Investing.com",https://www.investing.com/news/commodities-news/gold-prices-jump-as-uschina-trade-tensions-tariff-uncertainty-boost-haven-demand-4074564,Neutral,5,"Gold prices rose in Asian trade, driven by increased haven demand stemming from escalating U.S.-China trade tensions and uncertainty over President Trump's tariff agenda. A weaker U.S. dollar, following Federal Reserve comments supporting potential interest rate cuts, also contributed to the rise in gold and other metal prices.",ราคาทองคำปรับตัวสูงขึ้นในการซื้อขายในเอเชีย โดยได้รับแรงหนุนจากความต้องการสินทรัพย์ปลอดภัยที่เพิ่มขึ้น อันเนื่องมาจากความตึงเครียดทางการค้าระหว่าง U.S.-China ที่ทวีความรุนแรงขึ้น และความไม่แน่นอนเกี่ยวกับ agenda ภาษีของ President Trump ค่าเงิน U.S. dollar ที่อ่อนค่าลง ตามมาด้วยความคิดเห็นของ Federal Reserve ที่สนับสนุนการปรับลดอัตราดอกเบี้ยที่อาจเกิดขึ้น ก็มีส่วนทำให้ราคาทองคำและราคาโลหะอื่นๆ สูงขึ้นด้วยเช่นกัน
2025-06-02,00:27,Apple appeals EU requirement for sharing info with rivals- Axios By Investing.com,https://www.investing.com/news/stock-market-news/apple-appeals-eu-requirement-for-sharing-info-with-rivals-axios-4074532,Neutral,4,Apple has filed an appeal with the European Commission challenging requirements under the Digital Markets Act (DMA) that mandate sharing user information and interoperability data with rival developers. The company argues these requirements compromise its intellectual property and user privacy.,Apple ได้ยื่นอุทธรณ์ต่อ European Commission คัดค้านข้อกำหนดภายใต้ Digital Markets Act (DMA) ที่กำหนดให้ต้องแบ่งปันข้อมูลผู้ใช้และข้อมูล interoperability กับนักพัฒนาคู่แข่ง โดยบริษัทแย้งว่าข้อกำหนดเหล่านี้กระทบต่อทรัพย์สินทางปัญญาและความเป็นส่วนตัวของผู้ใช้
2025-06-01,23:02,Asia stocks sink on heightened US-China trade tensions By Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-sink-on-heightened-uschina-trade-tensions-4074521,Negative,5,"Most Asian stocks declined due to escalating US-China trade tensions, triggered by President Trump's accusations against China and tariff actions, which Beijing rejected. Weak economic data from China and geopolitical factors like the Russia-Ukraine conflict also contributed to the widespread market losses across the region.",หุ้นส่วนใหญ่ในเอเชียปรับตัวลดลงเนื่องจากความตึงเครียดทางการค้าระหว่าง US-China ที่ทวีความรุนแรงขึ้น อันเนื่องมาจากการกล่าวหาของ President Trump ต่อ China และมาตรการทางภาษี ซึ่ง Beijing ปฏิเสธ ข้อมูลเศรษฐกิจที่อ่อนแอจาก China และปัจจัยทางภูมิรัฐศาสตร์ เช่น Russia-Ukraine conflict ก็มีส่วนทำให้ตลาดขาดทุนในวงกว้างทั่วทั้งภูมิภาค
2025-06-01,21:34,China ’firmly rejects’ Trump accusation of violating trade deal By Investing.com,https://www.investing.com/news/economy-news/china-firmly-rejects-trump-accusation-of-violating-trade-deal-4074512,Negative,5,"China's Commerce Ministry firmly rejected accusations from U.S. President Trump that it violated a recent trade agreement, calling the charges ""bogus"" and ""unreasonable."" The ministry stated China has strictly implemented the deal, while highlighting ongoing tensions, stalled talks, and abrasive rhetoric despite the agreement.","กระทรวงพาณิชย์ของจีนปฏิเสธอย่างหนักแน่นต่อข้อกล่าวหาจาก U.S. President Trump ว่าละเมิดข้อตกลงทางการค้าล่าสุด โดยเรียกข้อกล่าวหาเหล่านั้นว่า ""bogus"" และ ""unreasonable"" กระทรวงฯ ระบุว่าจีนได้ดำเนินการตามข้อตกลงอย่างเคร่งครัด พร้อมทั้งเน้นย้ำถึงความตึงเครียดที่ยังคงมีอยู่ การเจรจาที่หยุดชะงัก และสำนวนโวหารที่รุนแรง แม้จะมี agreement แล้วก็ตาม"
2025-06-01,20:06,U.S. stock futures dip on renewed trade jitters; economic cues awaited By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-dip-as-trump-tariff-jitters-persist-economic-cues-awaited-4074497,Negative,5,"U.S. stock futures fell due to renewed U.S.-China trade tensions and escalating rhetoric, including new U.S. tariffs on steel and potential tech restrictions on China. Investors are also anticipating key economic data releases and comments from Fed officials for further market direction.",สัญญาซื้อขายล่วงหน้าหุ้น U.S. ร่วงลงเนื่องจากความตึงเครียดทางการค้าระหว่าง U.S.-China ที่กลับมาอีกครั้ง และวาทศิลป์ที่รุนแรงขึ้น รวมถึงภาษี U.S. ใหม่สำหรับ steel และข้อจำกัดทางเทคโนโลยีที่อาจเกิดขึ้นกับ China นักลงทุนยังคาดการณ์การเปิดเผยข้อมูลเศรษฐกิจที่สำคัญและความคิดเห็นจากเจ้าหน้าที่ Fed เพื่อทิศทางตลาดเพิ่มเติม
