ticker,publish_date,publish_time,title,body_text,url
AMZN,2025-05-23,14:36,Amazon.com is sued over alleged sale of contaminated rice By Reuters,"By Jonathan Stempel

(Reuters) - Amazon.com was sued on Friday by consumers over its alleged sale of a wide variety of rice contaminated by arsenic and other ""heavy metals.""

The proposed class action in Seattle federal court covers 18 types of rice sold through Amazon, including from familiar brands such as Ben’s Original and Amazon-owned Whole Foods’ 365.

""Amazon sold these rice products with alarmingly high levels of heavy metals to an intended consumer audience that includes children, with no warning whatsoever about the dangers of heavy metals,"" the complaint said.

The lawsuit followed a study last week by Healthy Babies, Bright Futures, a nonprofit that focuses on babies’ exposure to toxic chemicals.

That study found arsenic in all 145 rice samples purchased nationwide, with 28% exceeding a U.S. Food and Drug Administration limit for infant rice cereal.

It also found cadmium in all but one sample, and lead and mercury in more than one-third of tested samples.

Amazon, based in Seattle, had no immediate comment.

Exposure to heavy metals has been associated with negative health effects such as nervous system problems, immune system suppression and kidney damage, and autism spectrum disorder and attention deficit hyperactivity disorder in young children.

The 18 rice products include two from Ben’s Original and three with the 365 label.

Plaintiffs Ashley Wright and Merriman Blum said they would not have bought or would have paid less for Iberia Basmati 100% Aged Original rice, one of the products, if they knew the rice was contaminated or Amazon never tested it for heavy metals.

Friday’s lawsuit seeks unspecified damages of at least $5 million for Amazon’s alleged violations of Washington state consumer protection laws.

Makers of baby food and dark chocolate have also faced many consumer lawsuits over the alleged presence of heavy metals.

The case is Wright et al v Amazon.com Inc (NASDAQ: ), U.S. District Court, Western District of Washington, No. 25-00977.",https://www.investing.com/news/stock-market-news/amazoncom-is-sued-over-alleged-sale-of-contaminated-rice-4062390
AMZN,2025-05-23,14:14,"Oracle to buy $40 billion of Nvidia chips for OpenAI’s US data center, FT reports By Reuters","(Reuters) -Oracle will spend around $40 billion on Nvidia (NASDAQ: )’s higher-performance chips to power OpenAI’s new U.S. data center, the Financial Times reported on Friday.

The data center, situated in Abilene, Texas, is part of the U.S. Stargate Project, led by top AI firms in the country, to boost America’s heft in the artificial intelligence industry amid heating global competition.

The cloud service provider will purchase around 400,000 of Nvidia’s most powerful GB200 chips and lease the computing power to OpenAI, the report said, citing several people familiar with the matter.

OpenAI and Oracle (NYSE: ) did not immediately respond to Reuters’ requests for comment, while an Nvidia spokesperson declined to comment.

The data center is expected to be fully operational by mid-next year, and Oracle has agreed to lease the site for 15 years, the report said.

JPMorgan has provided a bulk of the debt financing across two loans totaling $9.6 billion, while the site’s owners, Crusoe and U.S. investment firm Blue Owl Capital, have invested around $5 billion in cash, the FT report added.

The data center will help OpenAI reduce its dependence on its largest backer Microsoft (NASDAQ: ) as the ChatGPT maker’s demand for power has outstripped the supply Microsoft can provide.

For Oracle, the data center and Stargate present an opportunity for the firm to boost its cloud computing capabilities and catch up to market leaders Microsoft, Amazon (NASDAQ: ) and Google (NASDAQ: ).

OpenAI, Oracle, and Nvidia are also involved in a Stargate project in the Middle East, where a new massive AI data center will be constructed in the United Arab Emirates, likely using over a hundred thousand Nvidia chips.

The first phase of the UAE data center will come online in 2026.",https://www.investing.com/news/stock-market-news/oracle-to-buy-40-billion-of-nvidia-chips-for-openais-us-data-center-ft-reports-4062372
AMZN,2025-05-23,09:19,"Amazon not seeing notable impact from tariffs yet, Q2 revenue tracking higher By Investing.com","Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/amazon-not-seeing-notable-impact-from-tariffs-yet-q2-revenue-tracking-higher-4061987
AMZN,2025-05-23,09:04,Amazon Com Inc receives Investment Bank Analyst Rating Update By Investing.com,"Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/da-davidson-maintains-amazoncom-at-buy-with-a-price-target-of-23000-4061961
AMZN,2025-05-23,05:53,Wall St falls as Trump tariff threats spark market uncertainty By Reuters,"By Chibuike Oguh

NEW YORK (Reuters) -U.S. stocks fell on Friday, notching a weekly loss, after President Donald Trump recommended 50% tariffs on European goods, reopening a new front in global trade tensions and unleashing a fresh wave of market uncertainty.

All three main Wall Street indexes pared early losses but each still ended lower and shed more than 2% for the week. Technology, communication services and consumer discretionary stocks were the biggest losers of the ’s 11 subsectors. Utilities, consumer staples and energy stocks gained.

Apple (NASDAQ: ) touched a two-week low and finished down 3% after Trump warned the iPhone-maker it could face potential 25% tariffs on phones sold to U.S. customers but not manufactured in the country.

Treasury yields eased from multi-month highs, falling 4.4 basis points to 4.509% for the benchmark U.S. 10-year note.

""If I were to put a headline on today’s story, it would be ’Here We Go Again!’"" said James St. Aubin, chief investment officer at Ocean Park Asset Management in Santa Monica, California.

""This is Trump turning on the temperature on the tariff conversation with the EU and Apple. The markets were hoping that the worst was behind us when it comes to the tariff rhetoric. But in reality, there’s still some smoldering embers when it comes to the tariff talk,"" St. Aubin added.

The fell 256.02 points, or 0.61%, to 41,603.07, the S&P 500 lost 39.19 points, or 0.67%, to 5,802.82 and the lost 188.53 points, or 1.00%, to 18,737.21.

For the week, the Dow lost 2.47%, the S&P 500 fell 2.61%, and the Nasdaq shed 2.48%.

U.S. Treasury Secretary Scott Bessent said Trump did not believe the EU’s trade offers were of sufficient quality. He also said he hoped the threat of fresh tariffs would ""light a fire under the EU"" in negotiations.

Most megacap and growth stocks fell, including Amazon (NASDAQ: ), Nvidia (NASDAQ: ) and Meta Platforms (NASDAQ: ) - which all lost more than 1%. Tesla (NASDAQ: ) ended down 0.5%.

The , Wall Street’s ""fear gauge,"" hit a more than two-week high and finished up 10%. Semiconductor stocks dropped 1.5%.

Deckers Outdoor (NYSE: ) slumped nearly 20% after the maker of UGG boots forecast first-quarter net sales below estimates and said it would not provide annual targets due to tariff-led macroeconomic uncertainty. Sportswear maker Nike (NYSE: ) dropped 2.1%.

Volume on U.S. exchanges was 17.67 billion shares, compared with the 17.73 billion average for the full session over the last 20 trading days.",https://www.investing.com/news/stock-market-news/us-stock-futures-flat-on-debt-worries-as-markets-mull-trumps-tax-bill-4061588
AMZN,2025-05-23,05:22,Workday Inc receives Investment Bank Analyst Rating Update By Investing.com,"Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/jpmorgan-maintains-workday-at-overweight-with-a-price-target-of-29500-4061513
AMZN,2025-05-23,05:00,Nike receives Investment Bank Analyst Rating Update By Investing.com,"Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/jefferies-maintains-nike-at-buy-with-a-price-target-of-11500-4061473
AMZN,2025-05-22,20:00,This CEO ’is making all the right moves to unlock meaningful upside’ By Investing.com,"Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/this-ceo-is-making-all-the-right-moves-to-unlock-meaningful-upside-432SI-4061103
AMZN,2025-05-22,18:12,Celebrities unite at exclusive Cannes gala to support AIDS research after Trump cuts By Reuters,"By Miranda Murray and Rollo Ross

CANNES, France (Reuters) - Famed actors, directors and music acts like Adrien Brody, Duran Duran and Spike Lee escaped the Cannes Film Festival’s crowded Croisette boulevard on Thursday evening for the exclusive grounds of the nearby Hotel du Cap-Eden-Roc for a good cause.

With tickets starting at $25,000, the amfAR charity dinner has been bringing stars to Cap d’Antibes, Cannes’ quieter, palm-lined neighbour, since 1993 in the name of HIV/AIDS research.

The charity said the benefit has so far raised nearly $300 million for its research programs on Acquired Immune Deficiency Syndrome (AIDS), caused by the human immunodeficiency virus (HIV).

Celebrities including ""Sing Sing"" actor Colman Domingo, award-winning actor Taraji P. Henson and Michelle Rodriguez of the ""Fast and Furious"" franchise expressed concern about what U.S. President Donald Trump’s budget and staffing cuts could mean for AIDS research and prevention around the world.

The United States’ ""recent reduction of a lot of those resources globally has affected the AIDS community profoundly,"" said Rodriguez on the red carpet ahead of the dinner.

""It becomes more important than ever, the work that amfAR does, not only in the research to generate drugs, just the advocacy that they have globally,"" added the actor.

The United Nations AIDS agency warned in March that there could be 2,000 new HIV infections a day across the world and a ten-fold increase in related deaths if funding frozen by the United States is not restored or replaced.

""It’s very disappointing when people are going to die for something they don’t have to die from,"" said Henson, the event’s host and actor from ""Hidden Figures"" and TV series ""Empire.""

Teri Hatcher, Ed Westwick, Heidi Klum and Lauren Sanchez, Amazon (NASDAQ: ) founder Jeff Bezos’ fiancee, also attended the dinner that featured a performance by pop rockers Duran Duran.",https://www.investing.com/news/world-news/celebrities-unite-at-exclusive-cannes-gala-to-support-aids-research-after-trump-cuts-4061050
AMZN,2025-05-22,18:06,Disney seeks to stop YouTube from hiring veteran to oversee sports and media By Reuters,"(Reuters) -Walt Disney (NYSE: ) seeks to stop Alphabet (NASDAQ: )’s YouTube, which announced on Thursday that it has appointed long-time executive Justin Connolly as its global head of media and sports.

Disney filed a lawsuit against YouTube in a state court in Los Angeles late Wednesday to stop the appointment, alleging breach of contract, unfair competition and interference with a contractual relationship.

Disney claimed that YouTube is and has been aware of Connolly’s employment agreement, which required him to work for Disney through at least March 1, 2027. He signed a new three-year contract in November 2024 that gave him a one-time right to terminate it until March 2027.

It seeks a preliminary and permanent injunction to prevent Connolly from further breaching the contract.

YouTube did not immediately respond to a Reuters request for comment.

Connolly will manage the platform’s relationships with major media companies as well as take charge of the company’s growing live-sports portfolio, according to a source familiar with the matter.

The popular video sharing platform has been aggressively pursuing live sports for the past few years, alongside competitors such as Netflix (NASDAQ: ) and Amazon (NASDAQ: ), in a bid to take advantage of its massive user base and large sports audience.

YouTube inked a $14 billion NFL streaming deal in 2022, which enables it to stream big football matches, while Amazon and other media firms also rushed to secure big sports streaming deals.

The platform has also expanded beyond traditional video sharing and into live TV, music and podcasts, and generates billions in advertising revenue from its vast content reserves.

Connolly spent over two decades at ESPN and Disney and exited his role as head of platform distribution earlier this week as Disney gears up to launch its ESPN sports streaming platform.",https://www.investing.com/news/stock-market-news/youtube-hires-former-disney-veteran-to-oversee-sports-and-media-4061043
