ticker,publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
AMZN,2025-05-23,14:36,Amazon.com is sued over alleged sale of contaminated rice By Reuters,https://www.investing.com/news/stock-market-news/amazoncom-is-sued-over-alleged-sale-of-contaminated-rice-4062390,Negative,3,"Amazon.com is facing a lawsuit alleging the sale of rice products contaminated with arsenic and other heavy metals, including brands like Ben’s Original and Whole Foods’ 365. The lawsuit claims Amazon failed to warn consumers and seeks at least $5 million in damages, citing potential health risks.",-1,-3
AMZN,2025-05-23,14:14,"Oracle to buy $40 billion of Nvidia chips for OpenAI’s US data center, FT reports By Reuters",https://www.investing.com/news/stock-market-news/oracle-to-buy-40-billion-of-nvidia-chips-for-openais-us-data-center-ft-reports-4062372,Positive,3,"Oracle plans to spend $40 billion on Nvidia's high-performance chips to power OpenAI's new U.S. data center, part of the Stargate Project, aiming to strengthen U.S. AI competitiveness. The deal highlights Nvidia's dominance in AI chips and Oracle's push to expand its cloud computing capabilities, potentially increasing competition for Amazon Web Services (AWS).",1,3
AMZN,2025-05-23,09:19,"Amazon not seeing notable impact from tariffs yet, Q2 revenue tracking higher By Investing.com",https://www.investing.com/news/pro/amazon-not-seeing-notable-impact-from-tariffs-yet-q2-revenue-tracking-higher-4061987,Positive,3,The article states that Amazon (AMZN) has not seen a notable impact from tariffs yet and is tracking higher Q2 revenue.,1,3
AMZN,2025-05-23,09:04,Amazon Com Inc receives Investment Bank Analyst Rating Update By Investing.com,https://www.investing.com/news/pro/da-davidson-maintains-amazoncom-at-buy-with-a-price-target-of-23000-4061961,Neutral,1,The article is a standard risk disclosure notice from Investing.com and does not provide any specific analyst rating updates or new information about Amazon (AMZN). It primarily outlines general risks associated with trading financial instruments and cryptocurrencies.,0,0
AMZN,2025-05-23,05:53,Wall St falls as Trump tariff threats spark market uncertainty By Reuters,https://www.investing.com/news/stock-market-news/us-stock-futures-flat-on-debt-worries-as-markets-mull-trumps-tax-bill-4061588,Negative,4,"U.S. stocks, including Amazon (AMZN), declined due to renewed trade tensions after President Trump proposed 50% tariffs on European goods, sparking market uncertainty. Tech and consumer discretionary sectors were among the hardest hit, with AMZN falling over 1%.",-1,-4
AMZN,2025-05-23,05:22,Workday Inc receives Investment Bank Analyst Rating Update By Investing.com,https://www.investing.com/news/pro/jpmorgan-maintains-workday-at-overweight-with-a-price-target-of-29500-4061513,Neutral,1,"The article is a standard risk disclosure notice from Investing.com regarding trading in financial instruments and cryptocurrencies, with no specific content related to Workday Inc or its analyst rating update.",0,0
AMZN,2025-05-23,05:00,Nike receives Investment Bank Analyst Rating Update By Investing.com,https://www.investing.com/news/pro/jefferies-maintains-nike-at-buy-with-a-price-target-of-11500-4061473,Neutral,1,"The article is a standard risk disclosure notice from Investing.com regarding trading in financial instruments and cryptocurrencies, with no specific mention of Nike or any analyst rating update.",0,0
AMZN,2025-05-22,20:00,This CEO ’is making all the right moves to unlock meaningful upside’ By Investing.com,https://www.investing.com/news/pro/this-ceo-is-making-all-the-right-moves-to-unlock-meaningful-upside-432SI-4061103,Positive,3,"The article highlights the CEO of AMZN, stating that they are making strategic moves to unlock significant upside potential for the company.",1,3
AMZN,2025-05-22,18:12,Celebrities unite at exclusive Cannes gala to support AIDS research after Trump cuts By Reuters,https://www.investing.com/news/world-news/celebrities-unite-at-exclusive-cannes-gala-to-support-aids-research-after-trump-cuts-4061050,Neutral,1,"The article covers a high-profile amfAR charity dinner at Cannes, attended by celebrities who expressed concerns about U.S. funding cuts for AIDS research. Amazon founder Jeff Bezos' fiancée, Lauren Sanchez, was among the attendees, but the event had no direct link to Amazon's business.",0,0
AMZN,2025-05-22,18:06,Disney seeks to stop YouTube from hiring veteran to oversee sports and media By Reuters,https://www.investing.com/news/stock-market-news/youtube-hires-former-disney-veteran-to-oversee-sports-and-media-4061043,Negative,3,"Disney is suing YouTube (Alphabet) to block the hiring of veteran executive Justin Connolly, alleging breach of contract and unfair competition, as Connolly was under a Disney employment agreement until 2027. YouTube's aggressive push into live sports, competing with Amazon, is highlighted as part of the broader streaming wars.",-1,-3
AMZN,2025-05-22,17:35,"Ackman’s hedge fund Pershing Square bets on Amazon, exits Canadian Pacific By Reuters",https://www.investing.com/news/stock-market-news/ackmans-hedge-fund-pershing-square-bets-on-amazon-exits-canadian-pacific-4061007,Positive,4,"Billionaire investor Bill Ackman's hedge fund, Pershing Square Capital Management, bought Amazon shares in April, citing confidence in the company's earnings growth, resilience to tariffs, and leadership under CEO Andrew Jassy. The fund also exited positions in Canadian Pacific and other stocks to allocate more capital to Amazon.",1,4
AMZN,2025-05-22,16:30,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.00% By Investing.com,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-000-4060724,Positive,2,"U.S. stocks closed mixed, with Amazon.com Inc (NASDAQ:AMZN) among the top performers on the Dow Jones Industrial Average, gaining 0.99% to $203.12. The broader market saw sector divergences, but AMZN's upward movement stood out.",1,2
AMZN,2025-05-22,14:46,Amazon stock rises following Pershing Square’s stake reveal By Investing.com,https://www.investing.com/news/stock-market-news/amazon-stock-rises-following-pershing-squares-stake-reveal-4060485,Positive,4,"Amazon's stock rose 1.5% after Pershing Square disclosed a new investment in the company, citing confidence in Amazon's dual business model, AWS growth potential, and an attractive valuation. The firm views recent concerns about AWS slowdown and tariffs as temporary, projecting strong future earnings growth.",1,4
AMZN,2025-05-22,14:31,Pershing Square Call Live Link By Investing.com,https://www.investing.com/news/pro/pershing-square-call-live-link-432SI-4060475,Neutral,1,"The article is a standard risk disclaimer and data accuracy notice from Fusion Media, warning readers about the risks of trading financial instruments and cryptocurrencies, and clarifying that the data provided may not be real-time or accurate.",0,0
