ticker,publish_date,publish_time,title,body_text,url
NVDA,2025-07-09,03:03,Temasek’s portfolio value hits record high; says US risks likely peaked By Reuters,"By Yantoultra Ngui

SINGAPORE (Reuters) -Singapore’s state investor Temasek reported on Wednesday an 11.6% year-on-year jump in its net portfolio value to a record S$434 billion ($340 billion), and said risks around U.S. immigration, tariff and fiscal tightening policies had likely peaked.

U.S. President Donald Trump opened a new phase on Monday in his trade war, telling partners from powerhouse suppliers such as Japan and South Korea to minor players including Malaysia that they face higher tariffs from August 1.

""We still have to be watchful of the tariff developments over the next few weeks and months,"" Lim Ming Pey, Temasek’s joint head of corporate strategy, told Reuters in a briefing.

Temasek’s chief investment officer Rohit Sipahimalani said tariffs were not expected to return to the levels seen on Trump’s ""Liberation Day"" on April 2, while some earlier risks such as fiscal tightening that would slow U.S. growth had eased with the passage of his sweeping tax-cut and spending bill.

""Generally speaking, the slowdown in growth that we’re seeing right now because of tariff uncertainty, we should see a recovery in growth towards the end of the year, particularly as the Fed cuts rates and more deregulation happens, and there’s more clarity around tariffs,"" Sipahimalani said. ""The challenge in the U.S. is valuations.""

Nevertheless, Lim said Temasek saw ""bright spots, such as the U.S.’s world-class capabilities in AI, which will have a transformative impact across all sectors.""

The U.S. continues to be the largest destination for Temasek’s capital, the company said. The Americas made up 24% of its portfolio at the end of its financial year on March 31, versus 22% on the same date a year ago.

CHINA

The rise in Temasek’s net portfolio value was the second consecutive annual increase, and largely driven by the strong performance of its listed Singapore-based companies and direct investments in China, India and the United States.

Temasek continues to believe in the longer-term prospects of China, Lim said. China is Temasek’s third largest market in terms of underlying exposure at 18% as at end-March, after Singapore at 27% and the Americas at 24%.

""We see opportunities in the green economy and life sciences innovation, and also in leading domestic brands which continue to scale and grow in a resilient manner,"" she added.

Moving forward, Temasek said it was increasing focus on investing in companies with stable cash flows and earnings, as well as access to large domestic markets that are better shielded from tariffs and geopolitical risks. It is also focusing on infrastructure and artificial intelligence.

""We do not only make investments ourselves, we also invest in AI-related funds,"" Chia Song Hwee, Temasek’s deputy CEO, said. Temasek’s investments in the AI sector include companies such as Nvidia (NASDAQ: ), Databricks and Veeam.

It recently joined a consortium backed by Microsoft (NASDAQ: ), BlackRock (NYSE: ) and tech investment company MGX to invest and expand AI infrastructure, according to BlackRock’s investor day presentation slides in June.

($1 = 1.2766 Singapore dollars)",https://www.investing.com/news/stock-market-news/temaseks-portfolio-value-hits-record-high-says-us-risks-likely-peaked-4127551
NVDA,2025-07-08,23:34,"Super Micro to ramp up Europe manufacturing amid AI demand, CEO Liang tells CNBC By Investing.com","Investing.com-- Super Micro Computer Inc (NASDAQ: ) plans to increase its investment in Europe and ramp up its manufacturing of artificial intelligence servers in the region, CEO Charles Liang told CNBC in an interview aired on Wednesday.

Liang flagged fast-growing demand in Europe for more AI infrastructure, of which the company’s servers are a key component. Super Micro sells servers packed with Nvidia (NASDAQ: ) chips, which are used to provide computing power for generative AI models.

“Because the demand in Europe is growing very fast, so I already decided, indeed, [there’s] already a plan to invest more in Europe, including manufacturing,” Liang told CNBC.

“The demand is global, and the demand will continue to improve in (the) next many years.”

Super Micro currently has manufacturing facilities in the Netherlands, but could build new units elsewhere in Europe.

Super Micro rode a wave of increasing AI demand over the past two years, amid rapidly growing adoption of gen AI technology. Server infrastructure plays a key role in running AI models.

But the company’s shares hit a snag in 2024 on concerns over its accounting and financial statements, especially after it delayed filing its 2024 financial report.

These fears, however, were assuaged after Super Micro filed its 2024 financial report in February this year.

Super Micro shares are trading up about 63% so far in 2025, but are down roughly 60% from an early-2024 record high.",https://www.investing.com/news/stock-market-news/super-micro-to-ramp-up-europe-manufacturing-amid-ai-demand-ceo-liang-tells-cnbc-4127426
NVDA,2025-07-08,17:43,China’s ambitious AI push faces supply roadblock in Nvidia chip haul,"Investing.com -- Chinese tech firms have laid out plans to install more than 115,000 Nvidia (NASDAQ: ) AI chips in at least three dozen data centers across remote western provinces, including a massive compound in Xinjiang, according to a Bloomberg News analysis. That level of infrastructure, if established, could be sufficient to support advanced artificial intelligence systems on par with foundational models like DeepSeek.

The proposed expansion marks a striking ambition by Beijing to build up domestic computing power, even as restrictions from Washington threaten to stall such aspirations. Amid President Xi Jinping’s calls for breakthroughs in core technologies, AI R&D has emerged as a focal point for civil and military innovation.

Yet the supply chain for this endeavor remains cloaked in uncertainty. The Nvidia chips in question are subject to stringent U.S. export controls, first imposed in 2022, and cannot be legally sold to China without government-issued licenses, which have not been granted to date.

The filings reviewed by Bloomberg omit details on how Chinese companies intend to acquire the restricted chips lawfully. Moreover, both the companies named and government officials in Beijing have declined to explain their sourcing strategies, raising questions about feasibility and compliance.

To assess the plausibility of such a large-scale acquisition, Bloomberg interviewed more than a dozen individuals familiar with U.S. investigations into unauthorized chip exports, as well as sources with insight into the Chinese black market. None had prior knowledge of the plan to concentrate so many high-end chips in a facility in Xinjiang.

All sources confirmed the likely presence of some banned Nvidia semiconductors in China, but uniformly expressed skepticism about the country’s ability to coordinate a covert network capable of delivering such high volumes undetected. The consensus, they said, was that any current underground trade couldn’t sustain an operation of this scale.

Estimates among U.S. investigators and officials vary widely, underscoring the lack of reliable data on exports and ending-use monitoring. While some contacts cited tens of thousands of chips potentially in circulation, with Bloomberg reporting, “Two senior Biden administration officials said they believe there are around 25,000 banned Nvidia chips in China — a number that, one of them added, would not be terribly concerning.”

Even at that level, officials noted that such a volume of high-end chips would be sufficient to operate only a mid-sized data center, far short of the scale outlined in Chinese planning documents. Without a clear pipeline to legally acquire chips at scale, China’s AI goals may remain constrained by the limits of global semiconductor governance.",https://www.investing.com/news/stock-market-news/chinas-ambitious-ai-push-faces-supply-roadblock-in-nvidia-chip-haul--bloomberg-4127359
NVDA,2025-07-08,16:20,Schwab reveals Tesla tops retail investor buys in June By Investing.com,"Investing.com -- Leading online broker Schwab has released its latest STAX report showing Tesla (NASDAQ: ) as the top stock purchase among retail traders in June 2025.

Tesla led net buys during June, gaining momentum later in the month as excitement built around its robotaxi introduction in Austin, despite weak overseas sales. According to Mazzola, ""People treat TSLA as a very tradeable asset; investors saw a 20% pullback and took advantage.""

Palantir (NASDAQ: ) dropped to second place after leading in May. The stock gained momentum as June progressed, with significant buying occurring after a 10% pullback and again when it fell from $145 to $130 per share.

Amazon (NASDAQ: ) ranked third in net buys for the third consecutive month, riding strong momentum from its April low. The stock’s rise slowed in late June as it approached four-month highs.

Alphabet (NASDAQ: ) finished fourth despite minimal net buying early in the month. Investor interest increased as the stock moved into negative territory for June after a strong start.

Circle Internet Group, a new IPO, entered the list after its shares initially skyrocketed before losing nearly half their value in late June. Mazzola described it as ""a stock that absolutely exploded,"" noting its five-fold gain from IPO price.

Berkshire Hathaway (NYSE: ) (NYSE:BRK.B) and United Health (NYSE: ) also saw significant net buys in June.

On the sell side, Nvidia (NASDAQ: ) topped the list for the second straight month, with selling accelerating in the final week as shares reached new all-time highs.

Microsoft (NASDAQ: ) was the second most sold stock, with investors selling into strength as the stock made new all-time highs. ""Microsoft basically jumped from $400 to $500 in two months,"" Mazzola noted.

Coinbase (NASDAQ: ) also appeared high on the sell list, possibly as investors shifted to Circle Internet Group. Other major net sells included Meta (NASDAQ: ), Intel (NASDAQ: ), and Walt Disney (NYSE: ).

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/schwab-reveals-tesla-tops-retail-investor-buys-in-june-93CH-4127253
NVDA,2025-07-08,12:59,Trump: will be announcing semiconductor tariffs By Investing.com,"Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/trump-will-be-announcing-semiconductor-tariffs-432SI-4127100
NVDA,2025-07-08,07:12,Wall Street analyst warns this is a tipping point in the Tesla story By Investing.com,"Investing.com -- Wedbush’s Dan Ives believes Tesla’s story is at its “tipping point,” urging the company’s board to take decisive action over Elon Musk’s growing political ambitions.

Ives warned that Musk’s decision to officially launch a new political party, dubbed the “America Party,” could become a serious distraction just as Tesla (NASDAQ: ) enters a critical growth phase.

“Tesla is heading into one of the most important stages of its growth cycle with the autonomous and robotics future now on the doorstep,” the analyst said, adding that the company “cannot have Musk spending more and more time creating a political party which will require countless time, energy, and political capital.”

Musk’s party plans to run candidates in the 2026 U.S. midterm elections, a move that could put him at odds with the Trump administration.

This, Ives argues, is “exactly the opposite of what Tesla shareholders want to see with a very important autonomous regulatory framework now on the horizon.”

The analyst proposed three immediate steps for the Tesla board to take.

First, he suggests a new incentive-driven pay package that would increase Musk’s voting power to about 25% and solidify his role as CEO through at least 2030.

“This would also create a framework that potentially Musk could drive Tesla to merge with xAI and create one of the most powerful AI companies in the world under one roof over the next 12 to 18 months,” Ives continued.

Second, he believes the board should introduce requirements on how much time Musk must dedicate to Tesla operations.

Third, Ives urges the board to establish a special oversight committee to monitor any political activities that could interfere with Musk’s leadership role.

“The Board cannot control Musk’s donations...but they can have oversight if his political ambitions/endeavors interfere with his role as CEO of Tesla,” Ives said.

The analyst believes that Musk remains essential to Tesla’s success, particularly in the emerging AI and robotics markets. Alongside Nvidia (NASDAQ: ), he views Tesla as one of the “two best physical AI companies in the world.”

“We urge the Board to act now and move the Tesla story forward with Musk as CEO,” the note concluded.",https://www.investing.com/news/stock-market-news/wall-street-analyst-warns-this-is-a-tipping-point-in-the-tesla-story-4126145
NVDA,2025-07-08,07:03,"IBM rolls out new chips and servers, aims for simplified AI By Reuters","By Stephen Nellis

SAN FRANCISCO (Reuters) -International Business Machines on Tuesday announced a new line of data center chips and servers that it says will be more power-efficient than rivals and will simplify the process of rolling out artificial intelligence in business operations.

IBM (NYSE: ) introduced its new Power11 chips on Tuesday, marking its first major update to its ""Power"" line of chips since 2020.

These chips have traditionally vied against offerings from Intel (NASDAQ: ) and Advanced Micro Devices (NASDAQ: ) in data centers, particularly in specialized sectors such as financial services, manufacturing and healthcare.

Like Nvidia (NASDAQ: )’s AI servers, IBM’s Power systems are an integrated package of chips and software.

Tom McPherson, general manager of Power systems at IBM, said the Armonk, New York-based company used that tight coupling to focus on reliability and security.

The Power11 systems, available from July 25, will not need any planned downtime for software updates, and their unplanned downtime each year averages just over 30 seconds.

They are also designed to detect and respond within a minute to a ransomware attack - where hackers encrypt data and then try to extract a ransom in exchange for the keys, IBM said.

In the fourth quarter of this year, IBM plans to integrate Power11 with Spyre, its AI chip introduced last year.

McPherson said IBM does not aim to compete with Nvidia in helping create and train AI systems, but is instead focused on simplifying AI deployment for inference, the process of putting an AI system to work in speeding up a business task.

""We can integrate AI capabilities seamlessly into this for inference acceleration and help their business process improvements,"" McPherson said in an interview last week referring to work with early customers.

""It’s not going to have all the horsepower for training or anything, but it’s going to have really good inferencing capabilities that are simple to integrate.""",https://www.investing.com/news/stock-market-news/ibm-rolls-out-new-chips-and-servers-aims-for-simplified-ai-4126121
NVDA,2025-07-08,06:34,GS Acquisition A receives Investment Bank Analyst Rating Update By Investing.com,"Risk Disclosure: Trading in financial instruments and/or cryptocurrencies involves high risks including the risk of losing some, or all, of your investment amount, and may not be suitable for all investors. Prices of cryptocurrencies are extremely volatile and may be affected by external factors such as financial, regulatory or political events. Trading on margin increases the financial risks.

Before deciding to trade in financial instrument or cryptocurrencies you should be fully informed of the risks and costs associated with trading the financial markets, carefully consider your investment objectives, level of experience, and risk appetite, and seek professional advice where needed.

Fusion Media would like to remind you that the data contained in this website is not necessarily real-time nor accurate. The data and prices on the website are not necessarily provided by any market or exchange, but may be provided by market makers, and so prices may not be accurate and may differ from the actual price at any given market, meaning prices are indicative and not appropriate for trading purposes. Fusion Media and any provider of the data contained in this website will not accept liability for any loss or damage as a result of your trading, or your reliance on the information contained within this website.

It is prohibited to use, store, reproduce, display, modify, transmit or distribute the data contained in this website without the explicit prior written permission of Fusion Media and/or the data provider. All intellectual property rights are reserved by the providers and/or the exchange providing the data contained in this website.

Fusion Media may be compensated by the advertisers that appear on the website, based on your interaction with the advertisements or advertisers.",https://www.investing.com/news/pro/melius-upgrades-vertiv-holdings-co-to-buy-4125999
NVDA,2025-07-08,03:55,"With 15%+ winners in July, these AI-picked stocks are now up 114% By Investing.com","Investing.com -- With the market turning from a series of subsequent all-time highs to a more cautious stance on a lower perceived risk-premium for the at current levels, finding stocks able to push higher has become more difficult than before.

But while big names such as Tesla (NASDAQ: ), Nvidia (NASDAQ: ), and Apple (NASDAQ: ) have been moving mostly sideways to lower since the start of July, other lesser-known stocks with more attractive entry points are staging a catch-up rally.

Such is the case for Datadog (NASDAQ: ) - one of the AI-picked stocks sent to our users at the start of July for less than $7 a month.

Since the start of July, Datadog has posted a massive 15% gain, helping push the outperformance of our AI’s tech portfolio against the S&P 500 to a solid 8.89% year-to-date, even as the market notched a series of all-time highs.

Not only that, but after picking 95% winners in June, our list of picks for July is on a similar path, currently with 87% of stocks in the green. Another standout name so far in July is Advance Auto Parts (NYSE: ), up 9.60% since being added to the list on the first of the month.

*InvestingPro members can jump straight to the list of picks using this link.

This adds to the series of winners from earlier this year that are still part of our AI’s list of picks. Such as:

ON Semi (NASDAQ: ): 37.90% since picked.

Qorvo (NASDAQ: ): 24.68% since picked.

Heico (NYSE: ): 37.08% since picked.

Among several others rallying big-time, including winners that have already been dropped from the list, such as:

Super Micro Computer (NASDAQ: ): +185.8% while within the list of picks.

MicroStrategy Incorporated (NASDAQ: ): +94.9% while within the list of picks.

Nvidia (NASDAQ: ): +226.4% while within the list of picks.

Pushed by these results, the full portfolio (strategy) of AI-powered picks is now up a game-changing +114.76% since launch in November, outperforming the S&P 500 by 75.97%.

*These are real-world results. Not backtested or fictional numbers.

And, for global investors, since the start of 2025, we also offer AI-powered lists of non-US stocks. Attesting to the strength of the models based on 150+ investment-grade metrics, these strategies are also beating their respective benchmarks. See below:

No black box investing

On top of providing fresh picks for the month ahead, our AI also explains exactly why it picked that given stock, helping its users ensure the picks align with their goals and risk tolerance.

Below is its rationale for picking On Semi stock, one of our standout winners for June:

But how does the AI do it?

At the start of each month, our AI refreshes each strategy with up to 20 stock picks. These selections are based on a blend of more than 150 well-established financial models compiled by our machine learning model on over 15 years of financial data worldwide.

Some stocks are added, others retained, and a few are removed, reflecting how the model reassesses each company’s medium-term growth potential.

To track performance, each strategy uses equal weighting across all selected stocks. While you’re not required to follow that weighting exactly, it offers a consistent benchmark to evaluate how well the model identifies opportunities across the board.

At the end of the day, stock picking is still a game of probabilities. But the key isn’t just finding winners — it’s knowing when to move on from the ones that no longer stack up.

Since launch, the model has done just that — delivering more than a few standout success stories along the way.

As a matter of fact, our backtest suggests that going the long run is the surest path to long-term wealth generation.

Check out the 12-year outperformance of Tech Titans over the S&P 500 below:

This means a $100K principal in our strategy would have turned into an eye-popping $2,420,100.

Now is the perfect time to subscribe to InvestingPro and get up to 50% off amid the summer sale, and get access to the July list of AI-powered stock picks.",https://www.investing.com/news/stock-market-news/with-15-winners-in-july-these-aipicked-stocks-are-now-up-114-4125735
NVDA,2025-07-08,00:12,Samsung to buy US healthcare services company Xealth By Reuters,"SEOUL (Reuters) -Samsung Electronics said on Tuesday it had signed an agreement to acquire Xealth, a U.S.-based healthcare platform, as part of its efforts to expand its mobile healthcare services business.

The South Korean company did not disclose the value of the transaction.

Samsung said the two companies hoped to create ""synergy between Samsung’s advanced wearable technology and Xealth’s digital health platform"" which runs digital health programs and manages data linking care providers, including more than 500 U.S. hospitals, with their patients.

The acquisition comes as Samsung steps up efforts to diversify beyond its core semiconductor and smartphone businesses. Samsung has been betting on the medical sector as one of its new growth engines, along with consumer audio, cooling and heating systems, and robotics.

In May, Samsung Electronics (KS: ) agreed to buy Germany’s FlaktGroup for 1.5 billion euros ($1.68 billion) as it looks to meet growing demand for cooling of data centres used for artificial intelligence projects.

Samsung, led by Chairman Jay Y. Lee, said at a shareholder meeting in March that it was looking for ""meaningful"" deals this year to drive growth after having lagged rivals in tapping the AI chip boom led by Nvidia (NASDAQ: ).

Samsung earlier on Tuesday projected a far worse-than- expected 56% plunge in second-quarter operating profit due to weak AI chip sales, deepening investor concerns over the tech giant’s ability to revive its struggling semiconductor business.",https://www.investing.com/news/stock-market-news/samsung-elec-to-buy-healthcare-services-company-xealth-4125608
